Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,jihe520/MathModelAgent,https://github.com/jihe520/MathModelAgent,"🤖📐专为数学建模设计的 Agent & skills ,自动完成数学建模，生成一份完整的可以直接提交的论文。 An Agent Designed for Mathematical Modeling ,Automatically complete mathmodel and generate a complete paper ready for submission.",Python,5159,403,262 stars today,jihe520; MuWinds; HP-Patience; claude; YangChengyi-dev
2,Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,"100+ AI Agents, Agent Skills and RAG Apps - Free and Open Source.",Python,137674,20237,230 stars today,Shubhamsaboo; Madhuvod; claude; onestardao; thejesh23
3,SnailSploit/Claude-Red,https://github.com/SnailSploit/Claude-Red,"claude-red is a curated library of offensive security skills designed for the Claude skills system. Each skill is a structured SKILL.md file that primes Claude with expert-level methodology for a specific attack surface — from SQLi to shellcode, EDR evasion to exploit development.",Python,3646,556,113 stars today,SnailSploit; claude; LvL23HT; yogesh-tessl; IzenJ
4,multimodal-art-projection/YuE,https://github.com/multimodal-art-projection/YuE,"YuE2: frontier music generation with symbolic planning, zero-shot covers, and agentic music editing.",Python,7334,827,210 stars today,a43992899; hf-lin; Yiming-Liang; yongyizang; Skrill2001
5,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill to stop your coding agent from burying the answer. ADHD-friendly output.,Python,43520,2481,"2,584 stars today",ayghri; thejesh23; claude; SillyDark; commie70
6,github/spec-kit,https://github.com/github/spec-kit,💫 Toolkit to help you get started with Spec-Driven Development,Python,136081,12227,375 stars today,mnriem; localden; Copilot; claude; github-actions
7,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,"Turn any technical book PDF into a Claude Code skill — ready to study, reference, and use while you work.",Python,30304,3143,288 stars today,virgiliojr94; claude; dex0shubham; Hotragn; Copilot
8,petergyang/no-ai-slop,https://github.com/petergyang/no-ai-slop,Removes 20+ patterns of AI slop from any piece of writing.,Python,8693,648,178 stars today,petergyang; amateurhuman; tmchow; tymrtn; CooperSheroy
9,D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,🕷️ An adaptive Web Scraping framework that handles everything from a single request to a full-scale crawl!,Python,80560,8132,226 stars today,D4Vinci; yetval; AbdullahY36; claude; mhillebrand
10,k2-fsa/OmniVoice,https://github.com/k2-fsa/OmniVoice,High-Quality Voice Cloning TTS for 600+ Languages,Python,12864,1959,534 stars today,zhu-han; HenryVarro666; pkufool; Pastells; claude
11,google-gemini/gemini-skills,https://github.com/google-gemini/gemini-skills,"Skills for the Gemini API, SDK and model/agent interactions",Python,4103,427,5 stars today,markmcd; philschmid; holtskinner; patrickloeber; gemini-code-assist
12,jordan-gibbs/hyperresearch,https://github.com/jordan-gibbs/hyperresearch,"Agent-driven research knowledge base. Agents collect, search, and synthesize web research into a persistent, searchable wiki.",Python,3058,290,642 stars today,claude; jordan-gibbs; polonuim210; fduple; synqing
13,jundot/omlx,https://github.com/jundot/omlx,LLM inference server with continuous batching & SSD caching for Apple Silicon — managed from the macOS menu bar,Python,21666,1868,25 stars today,jundot; claude; cfbraun; JimStenstrom; github-actions
