Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Anil-matcha/Open-Generative-AI,https://github.com/Anil-matcha/Open-Generative-AI,"Uncensored, open-source alternative to Higgsfield AI, Freepik AI, Krea AI, Openart AI — Free, unrestricted AI image & video generation studio with 200+ models (Flux, Midjourney, Kling, Sora, Veo). No content filters. Self-hosted, MIT licensed.",JavaScript,7738,1424,842 stars today,Anil-matcha; claude; jaiprasad04; vadootvpeer; taherfattahi
2,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering.",JavaScript,24512,3887,913 stars today,coreyhaines31; claude; njcameron; Jiliac; basseko
3,louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,A fancy self-hosted monitoring tool,JavaScript,85854,7722,160 stars today,louislam; CommanderStorm; chakflying; Saibamen; Computroniks
4,affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,166310,25806,998 stars today,affaan-m; claude; pangerlkr; greptile-apps; Copilot
5,Mathieu2301/TradingView-API,https://github.com/Mathieu2301/TradingView-API,📈 Get real-time stocks from TradingView,JavaScript,3221,645,40 stars today,Mathieu2301; clins1994; brandonros; OguzBey; dependabot
6,fishjar/kiss-translator,https://github.com/fishjar/kiss-translator,"A simple, open source bilingual translation extension & Greasemonkey script (一个简约、开源的 双语对照翻译扩展 & 油猴脚本)",JavaScript,9712,414,27 stars today,fishjar; htyxyt; XYenon; leee-z; hoilc
7,eyaltoledano/claude-task-master,https://github.com/eyaltoledano/claude-task-master,"An AI-powered task-management system you can drop into Cursor, Lovable, Windsurf, Roo, and others.",JavaScript,26808,2504,34 stars today,Crunchyman-ralph; eyaltoledano; github-actions; joedanz; ben-vargas
8,jesse-ai/jesse,https://github.com/jesse-ai/jesse,An advanced crypto trading bot written in Python,JavaScript,7773,1096,45 stars today,saleh-mir; cryptocoinserver; morteza-koohgard; pyup-bot; saleh-old
9,linagora/twake-drive,https://github.com/linagora/twake-drive,Twake Drive Web App,JavaScript,754,139,15 stars today,y-lohse; Crash--; JF-Cozy; goldoraf; cballevre
10,gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,"A light-weight and powerful meta-prompting, context engineering and spec-driven development system for Claude Code by TÂCHES.",JavaScript,57118,4837,419 stars today,claude; glittercowboy; trek-e; Tibsfox; jeremymcs
11,npm/cli,https://github.com/npm/cli,the package manager for JavaScript,JavaScript,9706,4294,4 stars today,isaacs; iarna; wraithgar; othiym23; zkat
