Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,208432,31975,"1,361 stars today",affaan-m; claude; pangerlkr; greptile-apps; dependabot
2,openai/plugins,https://github.com/openai/plugins,OpenAI Plugins,JavaScript,1567,243,49 stars today,cching-openai; ashwinm-oai; Aismit; vb-openai; gverma-openai
3,santifer/career-ops,https://github.com/santifer/career-ops,"AI-powered job search system built on Claude Code. 14 skill modes, Go dashboard, PDF generation, batch processing.",JavaScript,48910,10153,186 stars today,santifer; claude; FReptar0; seffhunnn; dependabot
4,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman,JavaScript,69324,3907,448 stars today,JuliusBrussee; claude; sebastianbreguel; github-actions; vraj00222
5,WordPress/gutenberg,https://github.com/WordPress/gutenberg,The Block Editor project for WordPress and beyond. Plugin is available from the official repository.,JavaScript,11682,4827,2 stars today,Mamaduka; youknowriad; t-hamano; aduth; ellatrix
6,is-a-dev/register,https://github.com/is-a-dev/register,Grab your own sweet-looking '.is-a.dev' subdomain.,JavaScript,10418,22338,7 stars today,wdhdev; DEV-DIBSTER; STICKnoLOGIC; iostpa; orangci
7,projectdiscovery/nuclei-templates,https://github.com/projectdiscovery/nuclei-templates,Community curated list of templates for the nuclei engine to find security vulnerabilities.,JavaScript,12477,3522,5 stars today,actions-user; DhiyaneshGeek; princechaddha; ritikchaddha; ehsandeep
8,mrdoob/three.js,https://github.com/mrdoob/three.js,JavaScript 3D Library.,JavaScript,112870,36387,24 stars today,mrdoob; Mugen87; alteredq; sunag; WestLangley
9,viru0909-dev/nyay-setu-working,https://github.com/viru0909-dev/nyay-setu-working,Digitalization of Judiciary System,JavaScript,87,345,6 stars today,viru0909-dev; TheOneAbovELL; pulkit1245; Janeeshareddy; KGFCH2
10,sveltejs/svelte,https://github.com/sveltejs/svelte,web development for the rest of us,JavaScript,86857,4930,158 stars today,Rich-Harris; dummdidumm; Conduitry; github-actions; trueadm
11,eze-is/web-access,https://github.com/eze-is/web-access,给 Claude Code 装上完整联网能力的 skill：三层通道调度 + 浏览器 CDP + 并行分治,JavaScript,7213,532,32 stars today,EzeW; claude; eze-is; gavinlinasd; VegetaPn
12,node-red/node-red,https://github.com/node-red/node-red,Low-code programming for event-driven applications,JavaScript,23236,3849,13 stars today,knolleary; Steve-Mcl; HiroyasuNishiyama; kazuhitoyokoi; dceejay
13,tiagozip/cap,https://github.com/tiagozip/cap,"Free, open-source and self-hosted CAPTCHA alternative to reCAPTCHA. Privacy-first and powered by proof-of-work and instrumentation challenges.",JavaScript,6762,465,59 stars today,tiagozip; claude; xxxijustwei; taciturnaxolotl; DorianCoding
14,adobe/skills,https://github.com/adobe/skills,Adobe Skills for Agents,JavaScript,119,44,1 star today,claude; trieloff; semantic-release-bot; catalan-adobe; asthabh23
15,wangrongding/wechat-bot,https://github.com/wangrongding/wechat-bot,🤖一个基于 WeChaty 结合 ChatGPT / Claude / Kimi / DeepSeek / Ollama等Ai服务实现的微信机器人 ，可以用来帮助你自动回复微信消息，或者社群分析/好友管理，检测僵尸粉等...,JavaScript,10777,1231,23 stars today,wangrongding; lengsukq; Benature; moyueheng; MarchLiu
16,mui/material-ui,https://github.com/mui/material-ui,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.,JavaScript,98388,32621,10 stars today,oliviertassinari; renovate; dmtrKovalenko; dependabot-preview; eps1lon
17,facebook/react,https://github.com/facebook/react,The library for web and native user interfaces.,JavaScript,245627,51178,174 stars today,sebmarkbage; zpao; gaearon; acdlite; sophiebits
18,EvoMap/evolver,https://github.com/EvoMap/evolver,"The GEP-powered self-evolving engine for AI agents. Auditable evolution with Genes, Capsules, and Events. | evomap.ai",JavaScript,8093,792,102 stars today,autogame-17; cursoragent; penggaolai; claude; onthebigtree
19,atlassian/atlassian-mcp-server,https://github.com/atlassian/atlassian-mcp-server,"Remote MCP Server that securely connects Jira and Confluence with your LLM, IDE, or agent platform of choice.",JavaScript,761,95,2 stars today,lsosa1; pnguyen-atlassian; iosamaatlassian; ekahinga; evperlman1
