Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,84586,9113,779 stars today,addyosmani; nucliweb; federicobartoli; claude; Liyuk
2,WorldFlowAI/everything-claude-code,https://github.com/WorldFlowAI/everything-claude-code,"Claude Code toolkit - agents, commands, skills, rules, and hooks for productive AI-assisted development",JavaScript,1098,205,44 stars today,affaan-m; gzb1128; claude; zbennett10; zerx-lab
3,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,238826,36266,273 stars today,affaan-m; claude; pangerlkr; dependabot; greptile-apps
4,lackeyjb/playwright-skill,https://github.com/lackeyjb/playwright-skill,Claude Code Skill for browser automation with Playwright. Model-invoked - Claude autonomously writes and executes custom automation for testing and validation.,JavaScript,2999,226,2 stars today,lackeyjb; claude; cderv
5,usebruno/bruno,https://github.com/usebruno/bruno,Opensource IDE For Exploring and Testing API's (lightweight alternative to Postman/Insomnia),JavaScript,46215,2764,22 stars today,helloanoop; lohxt1; pooja-bruno; naman-bruno; lohit-bruno
6,drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,"Free, simple, and intuitive online database diagram editor and SQL generator.",JavaScript,38525,3154,142 stars today,1ilit; dependabot; picimako; haecheonlee; KARM99
7,microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,A browser based code editor,JavaScript,46523,4102,8 stars today,alexdima; hediet; dependabot; aeschli; rebornix
8,wwebjs/whatsapp-web.js,https://github.com/wwebjs/whatsapp-web.js,A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app,JavaScript,22368,5109,9 stars today,pedroslopez; alechkos; wwebjs-bot; BenyFilho; purpshell
9,Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,"Taste-Skill - gives your AI good taste. stops the AI from generating boring, generic slop",JavaScript,74280,5088,453 stars today,Leonxlnx; cursoragent; claude; luojiyin1987; jkk442
10,Anil-matcha/Open-Generative-AI,https://github.com/Anil-matcha/Open-Generative-AI,"Unrestricted Open-source alternative to AI video platforms — Free AI image & video generation studio with 500+ models (Flux, Midjourney, Kling, Sora, Veo). No content filters. Self-hosted, MIT licensed.",JavaScript,25882,4554,83 stars today,Anil-matcha; claude; jaiprasad04; WhiteRaven11; NgoQuocViet2001
11,OpenSenseNova/SenseNova-Skills,https://github.com/OpenSenseNova/SenseNova-Skills,Modular SenseNova skills for building AI-powered office assistants and productivity workflows,JavaScript,4945,345,29 stars today,maoXyzt; luojiapeng14; claude; MichaelYang-lyx; wangbo0727
