Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView: WiFi DensePose turns commodity WiFi signals into real-time human pose estimation, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,49870,6593,429 stars today,ruvnet; claude; fr4iser90; MaTriXy; bilibili12433014
2,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,Comfortably monitor your Internet traffic 🕵️‍♂️,Rust,35733,1370,216 stars today,GyulyVGC; dependabot; allcontributors; Crirock; colin99d
3,base/base,https://github.com/base/base,All components used to run Base,Rust,354,311,10 stars today,refcell; danyalprout; ratankaliani; fakedev9999; tynes
4,farion1231/cc-switch,https://github.com/farion1231/cc-switch,"A cross-platform desktop All-in-One assistant tool for Claude Code, Codex, OpenCode, openclaw & Gemini CLI.",Rust,49967,3204,716 stars today,farion1231; yovinchen; claude; TinsFox; tianrking
5,zed-industries/zed,https://github.com/zed-industries/zed,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",Rust,79657,7959,97 stars today,as-cii; maxbrunsfeld; maxdeviant; nathansobo; ConradIrwin
6,vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,Browser automation CLI for AI agents,Rust,30385,1855,165 stars today,ctate; github-actions; claude; hyunjinee; jin-2-kakaoent
7,gitbutlerapp/gitbutler,https://github.com/gitbutlerapp/gitbutler,"The GitButler version control client, backed by Git, powered by Tauri/Rust/Svelte",Rust,20606,923,50 stars today,estib-vega; Byron; mtsgrd; Caleb-T-Owens; ngalaiko
8,emanuele-em/proxelar,https://github.com/emanuele-em/proxelar,"A programmable MITM proxy that intercepts HTTP/HTTPS traffic so you don't have to guess what your app is doing. Forward & reverse modes, TLS interception, TUI, terminal, and web GUI.",Rust,910,56,17 stars today,emanuele-em; dependabot; sak96; 1garo; MMukundi
9,rtk-ai/rtk,https://github.com/rtk-ai/rtk,"CLI proxy that reduces LLM token consumption by 60-90% on common dev commands. Single Rust binary, zero dependencies",Rust,33569,1978,962 stars today,pszymkowiak; aeppling; claude; FlorianBruniaux; github-actions
10,stalwartlabs/stalwart,https://github.com/stalwartlabs/stalwart,"All-in-one Mail & Collaboration server. Secure, scalable and fluent in every protocol (IMAP, JMAP, SMTP, CalDAV, CardDAV, WebDAV).",Rust,12472,717,21 stars today,mdecimus; dependabot; vickunwu; rmsc; stratacast
11,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,Rust,77386,11024,277 stars today,bolinfest; jif-oai; aibrahim-oai; pakrym-oai; etraut-openai
12,ai-dynamo/dynamo,https://github.com/ai-dynamo/dynamo,A Datacenter Scale Distributed Inference Serving Framework,Rust,6634,1048,17 stars today,PeaBrane; grahamking; rmccorm4; nv-anants; tedzhouhk
13,lakehq/sail,https://github.com/lakehq/sail,"A drop-in Apache Spark replacement written in Rust, unifying batch processing, stream processing, and compute-intensive AI workloads.",Rust,1548,94,37 stars today,linhr; shehabgamin; dependabot; lonless9; davidlghellin
14,n0-computer/iroh,https://github.com/n0-computer/iroh,"IP addresses break, dial keys instead. Modular networking stack in Rust.",Rust,8354,399,19 stars today,dignifiedquire; flub; rklaehn; Frando; ramfox
15,astral-sh/uv,https://github.com/astral-sh/uv,"An extremely fast Python package and project manager, written in Rust.",Rust,83823,2984,54 stars today,charliermarsh; zanieb; konstin; renovate; BurntSushi
16,AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,Hundreds of models & providers. One command to find what runs on your hardware.,Rust,24490,1463,114 stars today,AlexsJones; claude; three-foxes-in-a-trenchcoat; dependabot; sloweyyy
17,web-infra-dev/rspack,https://github.com/web-infra-dev/rspack,Fast Rust-based bundler for the web with a modernized webpack API 🦀,Rust,12632,788,7 stars today,github-actions; ahabhgk; chenjiahan; LingyuCoder; hardfist
18,cloud-hypervisor/cloud-hypervisor,https://github.com/cloud-hypervisor/cloud-hypervisor,"A Virtual Machine Monitor for modern Cloud workloads. Features include CPU, memory and device hotplug, support for running Windows and Linux guests, device offload with vhost-user and a minimal compact footprint. Written in Rust with a strong focus on security.",Rust,5548,628,11 stars today,rbradford; dependabot; dependabot-preview; likebreath; liuw
