Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,google-labs-code/design.md,https://github.com/google-labs-code/design.md,"A format specification for describing a visual identity to coding agents. DESIGN.md gives agents a persistent, structured understanding of a design system.",TypeScript,21415,1733,"2,407 stars today",davideast; xkxx; mvanhorn; tejas100; dalmaer
2,grafana/grafana,https://github.com/grafana/grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more.",TypeScript,74948,14130,32 stars today,torkelo; bergquist; renovate; ryantxu; marefr
3,mauriceboe/TREK,https://github.com/mauriceboe/TREK,"A self-hosted travel/trip planner with real-time collaboration, interactive maps, PWA support, SSO, budgets, packing lists, and more.",TypeScript,7720,653,"1,060 stars today",mauriceboe; jubnl; tiquis0290; github-actions; claude
4,garrytan/gstack,https://github.com/garrytan/gstack,"Use Garry Tan's exact Claude Code setup: 23 opinionated tools that serve as CEO, Designer, Eng Manager, Release Manager, Doc Engineer, and QA",TypeScript,116685,17317,950 stars today,claude; garrytan; jbetala7; garagon; mvanhorn
5,JCodesMore/ai-website-cloner-template,https://github.com/JCodesMore/ai-website-cloner-template,Clone any website with one command using AI coding agents,TypeScript,21431,3103,"1,088 stars today",JCodesMore; claude; oz-agent; rishikeshmanohar; SABUJ123472
6,every-app/open-seo,https://github.com/every-app/open-seo,Open source alternative to Semrush and Ahrefs,TypeScript,3080,347,594 stars today,bensenescu; claude
7,stablyai/orca,https://github.com/stablyai/orca,Orca is the ADE for working with a fleet of parallel agents. Run any coding agent with your own subscription. Available on desktop and mobile.,TypeScript,7953,558,578 stars today,nwparker; AmethystLiang; orca-ide; Jinwoo-H; brennanb2025
8,open-metadata/OpenMetadata,https://github.com/open-metadata/OpenMetadata,"The Open Context Layer for Data and AI , OpenMetadata is the open platform for building trusted data context and business semantics for humans, AI assistants, and agents.",TypeScript,14327,2186,24 stars today,pmbrull; harshach; ShaileshParmar11; chirag-madlani; Sachin-chaurasiya
9,remotion-dev/remotion,https://github.com/remotion-dev/remotion,🎥 Make videos programmatically with React,TypeScript,51349,3684,98 stars today,JonnyBurger; patsalv; samohovets; claude; UmungoBungo
10,element-plus/element-plus,https://github.com/element-plus/element-plus,🎉 A Vue.js 3 UI Library made by Element team,TypeScript,27556,19887,7 stars today,btea; jw-foss; renovate; sxzz; renovate-bot
11,medusajs/medusa,https://github.com/medusajs/medusa,The world's most flexible commerce platform.,TypeScript,34675,4785,33 stars today,shahednasser; olivermrbl; srindom; adrien2p; github-actions
12,vercel-labs/skills,https://github.com/vercel-labs/skills,The open agent skills tool - npx skills,TypeScript,23637,1917,91 stars today,quuu; github-actions; huozhi; claude; elliotllliu
13,labring/sealos,https://github.com/labring/sealos,"Sealos is an AI-native Cloud Operating System built on Kubernetes that unifies the entire application lifecycle, from development in cloud IDEs to production deployment and management. It is perfect for building and scaling modern AI applications, managed databases (MySQL, PostgreSQL, Redis, MongoDB) and complex microservice architectures.",TypeScript,18166,2458,14 stars today,cuisongliu; fanux; zjy365; lingdie; bxy4543
14,alibaba/page-agent,https://github.com/alibaba/page-agent,JavaScript in-page GUI agent. Control web interfaces with natural language.,TypeScript,20236,1742,530 stars today,gaomeng1900; dependabot; Copilot; JasonOA888; linked-danis
15,strapi/strapi,https://github.com/strapi/strapi,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable, and developer-first.",TypeScript,72530,9767,32 stars today,soupette; alexandrebodin; lauriejim; innerdvations; Convly
16,nocodb/nocodb,https://github.com/nocodb/nocodb,🔥 🔥 🔥 A Free & Self-hostable Airtable Alternative,TypeScript,63625,4873,27 stars today,o1lab; pranavxc; rameshmane7218; wingkwong; dstala
17,nocobase/nocobase,https://github.com/nocobase/nocobase,"NocoBase is an open-source AI + no-code platform for building business systems fast. Instead of generating everything from scratch, AI works on top of production-proven infrastructure and a WYSIWYG no-code interface, so you get both speed and reliability.",TypeScript,23111,2709,14 stars today,nocobase; chenos; mytharcher; zhangzhonghe; katherinehhh
18,EKKOLearnAI/hermes-studio,https://github.com/EKKOLearnAI/hermes-studio,"Web dashboard for Hermes Agent — multi-platform AI chat, session management, scheduled jobs, usage analytics",TypeScript,8550,1050,47 stars today,EKKOLearnAI; claude; hanzckernel; codex; sir1st-inc
19,anomalyco/opencode,https://github.com/anomalyco/opencode,The open source coding agent.,TypeScript,179235,22026,573 stars today,thdxr; adamdotdevin; rekram1-node; opencode-agent; actions-user
20,angular/angular,https://github.com/angular/angular,Deliver web apps with confidence 🚀,TypeScript,100454,27187,9 stars today,gkalpak; petebacondarwin; devversion; crisbeto; angular-robot
21,tashfeenahmed/freellmapi,https://github.com/tashfeenahmed/freellmapi,"OpenAI-compatible proxy that stacks the free tiers of 16 LLM providers (~1.7B tokens/month) behind one /v1 endpoint — plus any custom OpenAI-compatible endpoint. Smart routing, automatic failover, encrypted keys. Personal experimentation only.",TypeScript,13187,1993,563 stars today,tashfeenahmed; claude; Tazrif-Raim; nordbyte; v0rtex1223
