Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,logto-io/logto,https://github.com/logto-io/logto,"🧑‍🚀 Authentication and authorization infrastructure for SaaS and AI apps, built on OIDC and OAuth 2.1 with multi-tenancy, SSO, and RBAC.",TypeScript,12748,873,158 stars today,gao-sun; simeng-li; charIeszhao; xiaoyijun; wangsijie
2,refactoringhq/tolaria,https://github.com/refactoringhq/tolaria,Desktop app to manage markdown knowledge bases,TypeScript,17588,1206,280 stars today,LucaRonin; github-actions; claude; evolanakis; riipandi
3,vercel-labs/skills,https://github.com/vercel-labs/skills,The open agent skills tool - npx skills,TypeScript,24354,2000,313 stars today,quuu; github-actions; huozhi; claude; elliotllliu
4,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Never stop coding. Free AI gateway: one endpoint, 160+ providers (50+ free), connect Claude Code, Codex, Cursor, Cline & Copilot to FREE Claude/GPT/Gemini. RTK+Caveman stacked compression saves 15-95% tokens, smart auto-fallback, MCP/A2A, multimodal APIs, Desktop/PWA.",TypeScript,7958,1351,617 stars today,diegosouzapw; oyi77; claude; dependabot; rdself
5,JCodesMore/ai-website-cloner-template,https://github.com/JCodesMore/ai-website-cloner-template,Clone any website with one command using AI coding agents,TypeScript,23572,3354,760 stars today,JCodesMore; claude; oz-agent; rishikeshmanohar; SABUJ123472
6,every-app/open-seo,https://github.com/every-app/open-seo,Open source alternative to Semrush and Ahrefs,TypeScript,3805,413,99 stars today,bensenescu; claude; mvanhorn; Fishlex0; Devamol10
7,facebook/astryx,https://github.com/facebook/astryx,An open source design system that's fully customizable and agent ready,TypeScript,1279,79,426 stars today,cixzhang; rubyycheung; josephfarina; kentonquatman; ernestt
8,yikart/AiToEarn,https://github.com/yikart/AiToEarn,Let's use AI to Earn!,TypeScript,22195,3349,132 stars today,niuwenzheng; gaozhenqiang; Yuuki-Sakura; whh2333; gao1234-prog
9,firecrawl/open-lovable,https://github.com/firecrawl/open-lovable,🔥 Clone and recreate any website as a modern React app in seconds,TypeScript,27232,5218,135 stars today,developersdigest; bekbull; MFCo; ericciarla; ZLostTK
10,craft-ai-agents/craft-agents-oss,https://github.com/craft-ai-agents/craft-agents-oss,Pas de description,TypeScript,6582,904,105 stars today,github-actions; balintorosz; rjulius23; eachann1024; fagemx
11,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,"The API to search, scrape, and interact with the web at scale. 🔥",TypeScript,141602,8159,826 stars today,nickscamara; mogery; rafaelsideguide; abimaelmartell; developersdigest
12,appwrite/appwrite,https://github.com/appwrite/appwrite,"Appwrite® - complete cloud infrastructure for your web, mobile and AI apps. Including Auth, Databases, Storage, Functions, Messaging, Hosting, Realtime and more",TypeScript,56444,5500,12 stars today,eldadfux; abnegate; christyjacob4; TorstenDittmann; lohanidamodar
13,vanloctech/youwee,https://github.com/vanloctech/youwee,"A beautiful, cross-platform downloader for YouTube, TikTok, Instagram, and 1800+ sites (yt-dlp GUI) with AI video summaries and post-processing",TypeScript,1039,132,16 stars today,vanloctech; TTAWDTT
