Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free.",TypeScript,448675,45047,633 stars today,ojeytonwilliams; raisedadead; camperbot; renovate; renovate-bot
2,iptv-org/iptv,https://github.com/iptv-org/iptv,Collection of publicly available IPTV channels from all over the world,TypeScript,124317,6718,"1,197 stars today",freearhey; iptv-bot; BellezaEmporium; Dum4G; UltraHDR
3,puppeteer/puppeteer,https://github.com/puppeteer/puppeteer,JavaScript API for Chrome and Firefox,TypeScript,94930,9452,56 stars today,OrKoN; release-please; aslushnikov; dependabot; Lightning00Blade
4,meshery/meshery,https://github.com/meshery/meshery,"Meshery, the cloud native manager",TypeScript,10878,3449,228 stars today,leecalcote; MUzairS15; aabidsofi19; amitamrutiya; theBeginner86
5,cypress-io/cypress,https://github.com/cypress-io/cypress,"Fast, easy and reliable testing for anything that runs in a browser.",TypeScript,50249,3426,13 stars today,brian-mann; chrisbreiding; jennifer-shehane; renovate-bot; flotwig
6,rmyndharis/OpenWA,https://github.com/rmyndharis/OpenWA,"Free, Open Source, Self-Hosted WhatsApp API Gateway",TypeScript,9137,2005,185 stars today,rmyndharis; dependabot; aqilaziz; amstrong-bil; MrViSiOn
7,nilbuild/developer-roadmap,https://github.com/nilbuild/developer-roadmap,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",TypeScript,357500,44226,148 stars today,nilbuild; github-actions; dansholds; arikchakma
8,Egonex-AI/Understand-Anything,https://github.com/Egonex-AI/Understand-Anything,"Graphs that teach > graphs that impress. Turn any code into an interactive knowledge graph you can explore, search, and ask questions about. Works with Claude Code, Codex, Cursor, Copilot, Gemini CLI, and more.",TypeScript,61886,5098,"1,146 stars today",Lum1104; claude; thejesh23; ZebangCheng; berkcangumusisik
9,desktop/desktop,https://github.com/desktop/desktop,Focus on what matters instead of fighting with Git.,TypeScript,21595,10382,2 stars today,niik; shiftkey; joshaber; tidy-dev; sergiou87
10,nocobase/nocobase,https://github.com/nocobase/nocobase,"NocoBase is an open-source AI + no-code platform for building business systems fast. Instead of generating everything from scratch, AI works on top of production-proven infrastructure and a WYSIWYG no-code interface, so you get both speed and reliability.",TypeScript,22966,2681,87 stars today,nocobase; chenos; mytharcher; zhangzhonghe; katherinehhh
11,EveryInc/compound-engineering-plugin,https://github.com/EveryInc/compound-engineering-plugin,"Official Compound Engineering plugin for Claude Code, Codex, Cursor, and more",TypeScript,21571,1593,139 stars today,tmchow; claude; kieranklaassen; github-actions; semantic-release-bot
12,ParthJadhav/app-store-screenshots,https://github.com/ParthJadhav/app-store-screenshots,end to end app store screenshot creation using AI,TypeScript,5778,415,94 stars today,ParthJadhav; claude; berketok-git; eralpozcan; tavelli
13,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit: unified LLM API, agent loop, TUI, coding agent CLI",TypeScript,63342,7700,326 stars today,badlogic; mitsuhiko; github-actions; hjanuschka; aliou
14,storybookjs/storybook,https://github.com/storybookjs/storybook,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation",TypeScript,90364,10130,23 stars today,ndelangen; shilman; valentinpalkovic; yannbf; JReinhold
15,ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,Chrome DevTools for coding agents,TypeScript,43816,2821,94 stars today,OrKoN; dependabot; Lightning00Blade; browser-automation-bot; szuend
16,likec4/likec4,https://github.com/likec4/likec4,"Visualize, collaborate, and evolve the software architecture with always actual and live diagrams from your code",TypeScript,3583,240,42 stars today,davydkov; renovate; sraphaz; cursoragent; pavelpykhtin
17,anyproto/anytype-ts,https://github.com/anyproto/anytype-ts,"Official Anytype client for MacOS, Linux, and Windows",TypeScript,8169,529,13 stars today,ra3orblade; mhlv; claude; requilence; d1eselboy
18,immich-app/immich,https://github.com/immich-app/immich,High performance self-hosted photo and video management solution.,TypeScript,103561,5876,88 stars today,alextran1502; jrasm91; renovate; mertalev; danieldietzler
19,Gitlawb/openclaude,https://github.com/Gitlawb/openclaude,runs anywhere. uses anything,TypeScript,29010,8762,74 stars today,kevincodex1; chioarub; claude; gnanam1990; Vasanthdev2004
20,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Never stop coding. Free AI gateway: one endpoint, 160+ providers (50+ free), connect Claude Code, Codex, Cursor, Cline & Copilot to FREE Claude/GPT/Gemini. RTK+Caveman stacked compression saves 15-95% tokens, smart auto-fallback, MCP/A2A, multimodal APIs, Desktop/PWA.",TypeScript,6379,1113,107 stars today,diegosouzapw; oyi77; claude; dependabot; rdself
21,homarr-labs/homarr,https://github.com/homarr-labs/homarr,"A modern and easy to use dashboard. 40+ integrations. 20K+ icons built in. Authentication out of the box. No YAML, drag and drop configuration.",TypeScript,4093,257,18 stars today,homarr-renovate; Meierschlumpf; manuel-rw; homarr-crowdin; homarr-releases
22,strapi/strapi,https://github.com/strapi/strapi,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable, and developer-first.",TypeScript,72391,9741,12 stars today,soupette; alexandrebodin; lauriejim; innerdvations; Convly
