Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,C++,71064,16099,6 stars today,protobuf-github-bot; haberman; protobuf-team-bot; mkruskal-google; xfxyjwf
2,nlohmann/json,https://github.com/nlohmann/json,JSON for Modern C++,C++,49370,7356,13 stars today,nlohmann; theodelrieu; dependabot; falbrechtskirchinger; Teemperor
3,imputnet/helium,https://github.com/imputnet/helium,"Private, fast, and honest web browser",C++,13250,283,68 stars today,wukko; dumbmoron; Ahrotahn; networkException; iskunk
4,nvidia-isaac/cuVSLAM,https://github.com/nvidia-isaac/cuVSLAM,cuVSLAM: CUDA-Accelerated Visual Odometry and Mapping,C++,1299,123,32 stars today,hrabeti-nvidia; zwdoescode; vikuznetsov-nvidia; sohapouya; aefitorov-nvidia
5,78/xiaozhi-esp32,https://github.com/78/xiaozhi-esp32,An MCP-based chatbot | 一个基于MCP的聊天机器人,C++,25556,5534,27 stars today,78; Y1hsiaochunnn; laride; Kevincoooool; txp666
6,k4yt3x/video2x,https://github.com/k4yt3x/video2x,"A machine learning-based video super resolution and frame interpolation framework. Est. Hack the Valley II, 2018.",C++,19441,1707,30 stars today,k4yt3x; BrianPetkovsek; sat3ll; Integral-Tech; snixon
7,klzgrad/naiveproxy,https://github.com/klzgrad/naiveproxy,Make a fortune quietly,C++,8173,975,43 stars today,klzgrad; 1715173329; dyhkwong; bashi; fbion
8,TixiaoShan/LIO-SAM,https://github.com/TixiaoShan/LIO-SAM,LIO-SAM: Tightly-coupled Lidar Inertial Odometry via Smoothing and Mapping,C++,4671,1478,0 stars today,TixiaoShan; valgur; SpriteLin-ZJU; hmellor; YanBC
9,google/flatbuffers,https://github.com/google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library,C++,25771,3536,5 stars today,dbaileychess; aardappel; vglavnyy; rw; mustiikhalil
10,google/googletest,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework,C++,38456,10736,5 stars today,gennadiycivil; derekmauro; kuzkry; copybara-github
11,realsenseai/librealsense,https://github.com/realsenseai/librealsense,RealSense SDK,C++,8691,4993,4 stars today,maloel; dorodnic; Nir-Az; remibettan; aangerma
12,tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,Tesseract Open Source OCR Engine (main repository),C++,73439,10594,28 stars today,stweil; egorpugin; zdenop; Shreeshrii; amitdo
13,gabime/spdlog,https://github.com/gabime/spdlog,Fast C++ logging library.,C++,28633,5116,6 stars today,gabime; Gabi120; sylveon; DanielChabrowski; mguludag
14,ROCm/rocm-systems,https://github.com/ROCm/rocm-systems,super repo for rocm systems projects,C++,336,204,2 stars today,lmoriche; kiritigowda; marifamd; dgaliffiAMD; jrmadsen
15,unitreerobotics/unitree_sdk2,https://github.com/unitreerobotics/unitree_sdk2,Unitree robot sdk version 2. https://support.unitree.com/home/zh/developer,C++,1010,319,3 stars today,craipy-hub; Agnel-Wang; cyoahs; holiray; xiaoliangstd
16,google-deepmind/mujoco,https://github.com/google-deepmind/mujoco,Multi-Joint dynamics with Contact. A general purpose physics simulator.,C++,12769,1430,13 stars today,yuvaltassa; quagla; saran-t; haroonq; kbayes
17,fmtlib/fmt,https://github.com/fmtlib/fmt,A modern formatting library,C++,23408,2868,3 stars today,vitaut; phprus; alexezeder; DanielaE; jk-jeon
18,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,72542,11686,32 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
19,cloudflare/workerd,https://github.com/cloudflare/workerd,The JavaScript / Wasm runtime that powers Cloudflare Workers,C++,8137,614,9 stars today,jasnell; kentonv; anonrig; fhanau; dom96
20,AngusJohnson/Clipper2,https://github.com/AngusJohnson/Clipper2,"Polygon Clipping, Offsetting & Triangulation in C++, C# and Delphi",C++,2276,414,1 star today,AngusJohnson; reunanen; philstopford; damiandixon; SebastianDirks
21,ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,Port of OpenAI's Whisper model in C/C++,C++,48512,5398,36 stars today,ggerganov; jeffbolznv; JohannesGaessler; slaren; danbev
22,tensorflow/tflite-micro,https://github.com/tensorflow/tflite-micro,Infrastructure to enable deployment of ML models to low-power resource-constrained embedded targets (including microcontrollers and digital signal processors).,C++,2848,1019,4 stars today,advaitjain; TFLM-bot; veblush; mergify; deqiangc
23,xbmc/xbmc,https://github.com/xbmc/xbmc,"Kodi is an award-winning free and open source home theater/media center software and entertainment hub for digital media. With its beautiful interface and powerful skinning engine, it's available for Android, BSD, Linux, macOS, iOS, tvOS and Windows.",C++,20636,6516,1 star today,ksooo; FernetMenta; Montellese; MartijnKaijser; Memphiz
