Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,LibreSpark/LibreTV,https://github.com/LibreSpark/LibreTV,一分钟搭建影视站，支持Vercel/Docker等部署方式,JavaScript,13419,27153,19 stars today,bestZwei; github-actions; senshinya; JohnsonRan; WLongSAMA
2,zen-browser/desktop,https://github.com/zen-browser/desktop,Welcome to a calmer internet,JavaScript,41673,1477,29 stars today,mr-cheffy; Slowlife01; kristijanribaric; octaviusz; BrhmDev
3,Anil-matcha/Open-Generative-AI,https://github.com/Anil-matcha/Open-Generative-AI,"Uncensored, open-source alternative to Higgsfield AI, Freepik AI, Krea AI, Openart AI — Free, unrestricted AI image & video generation studio with 200+ models (Flux, Midjourney, Kling, Sora, Veo). No content filters. Self-hosted, MIT licensed.",JavaScript,8922,1622,581 stars today,Anil-matcha; claude; jaiprasad04; vadootvpeer; taherfattahi
4,betaflight/betaflight-configurator,https://github.com/betaflight/betaflight-configurator,Cross platform configuration and management application for the Betaflight firmware,JavaScript,3159,1068,5 stars today,mikeller; cTn-dev; haslinghuis; McGiverGim; hydra
5,datawhalechina/easy-vibe,https://github.com/datawhalechina/easy-vibe,💻 vibe coding 2026 | Your first modern programming course for beginners to master step by step.,JavaScript,7011,710,280 stars today,sanbuphy; GeoDaoyu; claude; 1985312383; SherryTECNU
6,ComposioHQ/open-claude-cowork,https://github.com/ComposioHQ/open-claude-cowork,Open Source version of Claude Cowork with 500+ SaaS app integrations,JavaScript,3990,679,22 stars today,sujayjayjay; Prat011
7,tiagozip/cap,https://github.com/tiagozip/cap,"The privacy-first, self-hosted CAPTCHA for the modern web.",JavaScript,5995,412,552 stars today,tiagozip; claude; xxxijustwei; taciturnaxolotl; DorianCoding
8,libnoname/noname,https://github.com/libnoname/noname,Pas de description,JavaScript,4495,843,29 stars today,Spmario233; mengxinzxz; PZ157; xizifu; nonameShijian
9,ComposioHQ/awesome-claude-plugins,https://github.com/ComposioHQ/awesome-claude-plugins,"A curated list of Plugins that let you extend Claude Code with custom commands, agents, hooks, and MCP servers through the plugin system.",JavaScript,1527,347,22 stars today,Prat011; sujayjayjay; claude; yaniv-golan; mksglu
10,jo-inc/camofox-browser,https://github.com/jo-inc/camofox-browser,"Stealth headless browser for AI agents — bypass Cloudflare, bot detection, and anti-scraping. Drop-in Puppeteer/Playwright replacement.",JavaScript,3262,328,155 stars today,skyfallsin; mvanhorn; company8; leoneparise; Microck
11,juliangarnier/anime,https://github.com/juliangarnier/anime,JavaScript animation engine,JavaScript,67472,4529,62 stars today,juliangarnier; kn0wn; Maximilianos; lukeed; fljot
12,SillyTavern/SillyTavern,https://github.com/SillyTavern/SillyTavern,LLM Frontend for Power Users.,JavaScript,26342,5182,81 stars today,Cohee1207; Wolfsblvt; RossAscends; LenAnderson; valadaptive
13,is-a-dev/register,https://github.com/is-a-dev/register,Grab your own sweet-looking '.is-a.dev' subdomain.,JavaScript,10185,20597,5 stars today,wdhdev; DEV-DIBSTER; STICKnoLOGIC; iostpa; orangci
14,stephengpope/thepopebot,https://github.com/stephengpope/thepopebot,"The Pope Bot is an autonomous AI agent that you can configure and build to do just about anything you want, all day, everyday, 24/7.",JavaScript,1733,644,0 stars today,stephengpope; claude; github-actions
15,wwebjs/whatsapp-web.js,https://github.com/wwebjs/whatsapp-web.js,A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app,JavaScript,21692,4939,2 stars today,pedroslopez; alechkos; wwebjs-bot; purpshell; BenyFilho
