Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,bambulab/BambuStudio,https://github.com/bambulab/BambuStudio,PC Software for BambuLab and other 3D printers,C++,4883,915,3 stars today,Haidiye00; XunZhangBambu; walterwongbbl; bambu123; XinZhangBambu
2,microsoft/BitNet,https://github.com/microsoft/BitNet,Official inference framework for 1-bit LLMs,C++,39933,3673,101 stars today,potassiummmm; tsong-ms; younesbelkada; isHuangXin; XsquirrelC
3,LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,Self-hosted game stream host for Moonlight.,C++,40025,2008,27 stars today,ReenigneArcher; dependabot; cgutman; LizardByte-bot; loki-47-6F-64
4,LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,Truly independent web browser,C++,65116,3110,190 stars today,awesomekling; trflynn89; AtkinsSJ; linusg; kalenikaliaksandr
5,juce-framework/JUCE,https://github.com/juce-framework/JUCE,"JUCE is an open-source cross-platform C++ application framework for desktop and mobile applications, including VST, VST3, AU, AUv3, LV2 and AAX audio plug-ins.",C++,8746,2137,5 stars today,reuk; ed95; julianstorer; hogliux; tpoole
6,RPCS3/rpcs3,https://github.com/RPCS3/rpcs3,PlayStation 3 emulator and debugger,C++,19414,2377,20 stars today,Megamouse; kd-11; elad335; vlj; RipleyTom
7,Tencent/ncnn,https://github.com/Tencent/ncnn,ncnn is a high-performance neural network inference framework optimized for the mobile platform,C++,23681,4477,10 stars today,nihui; dependabot; zchrissirhcz; BUG1989; tpoisonooo
8,qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,qBittorrent BitTorrent client,C++,39374,4811,36 stars today,Chocobo1; sledgehammer999; glassez; Piccirello; zeule
9,mozilla-ai/llamafile,https://github.com/mozilla-ai/llamafile,Distribute and run LLMs with a single file.,C++,25527,1545,9 stars today,jart; aittalam; cjpais; stlhood; corebonts
10,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,123220,21490,108 stars today,ggerganov; ngxson; CISC; slaren; JohannesGaessler
11,notepad-plus-plus/notepad-plus-plus,https://github.com/notepad-plus-plus/notepad-plus-plus,Notepad++ official repository,C++,28958,5324,19 stars today,donho; ozone10; xomx; SinghRajenM; chcg
12,YimMenu/YimMenuV2,https://github.com/YimMenu/YimMenuV2,Experimental menu for GTA 5: Enhanced,C++,1637,379,2 stars today,maybegreat48; ShinyWasabi; Mr-X-GTA; playday3008; Deadlineem
13,throneproj/Throne,https://github.com/throneproj/Throne,Cross-platform GUI proxy utility (Empowered by sing-box),C++,6712,373,20 stars today,Mahdi-zarei; parhelia512; arm64v8a; CodeFreer; 0-Kutya-0
14,openvinotoolkit/openvino,https://github.com/openvinotoolkit/openvino,OpenVINO™ is an open source toolkit for optimizing and deploying AI inference,C++,10629,3312,6 stars today,ilya-lavrenov; rkazants; ilyachur; mvafin; dependabot
15,futo-org/android-keyboard,https://github.com/futo-org/android-keyboard,Official FUTO Keyboard Issue Tracker and Source Mirror of https://gitlab.futo.org/keyboard/latinime,C++,2987,210,1 star today,tgtakaoka; ksk9687; satok16; abb128; kep-google
16,azerothcore/azerothcore-wotlk,https://github.com/azerothcore/azerothcore-wotlk,Complete Open Source and Modular solution for MMO,C++,8745,3635,8 stars today,github-actions; Nyeriah; Kitzunu; Gultask; FrancescoBorzi
17,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,75590,11998,21 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
18,justcallmekoko/ESP32Marauder,https://github.com/justcallmekoko/ESP32Marauder,A suite of WiFi/Bluetooth offensive and defensive tools for the ESP32,C++,11883,1392,16 stars today,justcallmekoko; H4W9; bmorcelli; trisp3ar; evilpete
19,PancakeTAS/lsfg-vk,https://github.com/PancakeTAS/lsfg-vk,Lossless Scaling Frame Generation on Linux,C++,4640,129,6 stars today,PancakeTAS; Rerence1016; Samueru-sama; garyttierney; burrbull
20,audacity/audacity,https://github.com/audacity/audacity,Audio Editor,C++,17533,2608,7 stars today,Paul-Licameli; JamesCrook; lllucius; grliszas14; crsib
21,UE4SS-RE/RE-UE4SS,https://github.com/UE4SS-RE/RE-UE4SS,"Injectable LUA scripting system, SDK generator, live property editor and other dumping utilities for UE4/5 games",C++,2784,476,5 stars today,narknon; UE4SS; Buckminsterfullerene02; localcc; trumank
22,Azure/azure-sdk-for-cpp,https://github.com/Azure/azure-sdk-for-cpp,This repository is for active development of the Azure SDK for C++. For consumers of the SDK we recommend visiting our versioned developer docs at https://azure.github.io/azure-sdk-for-cpp.,C++,205,167,0 stars today,azure-sdk; Jinming-Hu; antkmsft; vhvb1989; ahsonkhan
23,aristocratos/btop,https://github.com/aristocratos/btop,A monitor of resources,C++,33906,1112,24 stars today,aristocratos; deckstose; kz6fittycent; renovate; vandabbin
