Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,refactoringhq/tolaria,https://github.com/refactoringhq/tolaria,Desktop app to manage markdown knowledge bases,TypeScript,15463,1063,604 stars today,LucaRonin; github-actions; claude; evolanakis; riipandi
2,mattermost/mattermost,https://github.com/mattermost/mattermost,Mattermost is an open source platform for secure collaboration across the entire software development lifecycle..,TypeScript,37377,8700,53 stars today,jwilander; hmhealey; coreyhulen; crspeller; mattermost-build
3,yikart/AiToEarn,https://github.com/yikart/AiToEarn,Let's use AI to Earn!,TypeScript,20809,3115,315 stars today,niuwenzheng; gaozhenqiang; Yuuki-Sakura; gao1234-prog; whh2333
4,fluxerapp/fluxer,https://github.com/fluxerapp/fluxer,"A free and open source instant messaging and VoIP platform built for friends, groups, and communities. Self-hosting and more activity in this repository is coming very soon! See the README.",TypeScript,8905,514,74 stars today,hampus-fluxer; Jiralite; M0n7y5; fenbyte; dynamicbark
5,Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,#1 PDF Application on GitHub that lets you edit PDFs on any device anywhere,TypeScript,80668,7070,71 stars today,Frooodle; Ludy87; dependabot; stirlingbot; jbrunton96
6,activeloopai/hivemind,https://github.com/activeloopai/hivemind,One brain for all your agents,TypeScript,1062,63,340 stars today,efenocchi; github-actions; khustup2; vlad-activeloop; claude
7,anomalyco/opencode,https://github.com/anomalyco/opencode,The open source coding agent.,TypeScript,173344,20850,566 stars today,thdxr; adamdotdevin; rekram1-node; opencode-agent; actions-user
8,mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown,TypeScript,88598,9040,31 stars today,sidharthv96; knsv; ashishjain0512; aloisklink; dependabot
9,withastro/astro,https://github.com/withastro/astro,The web framework for content-driven websites. ⭐️ Star to support our work!,TypeScript,60063,3535,48 stars today,matthewp; github-actions; astrobot-houston; ematipico; FredKSchott
10,mksglu/context-mode,https://github.com/mksglu/context-mode,"Context window optimization for AI coding agents. Sandboxes tool output, 98% reduction. 15 platforms",TypeScript,17188,1220,202 stars today,mksglu; claude; github-actions; ipedro; ousamabenyounes
11,adobe/react-spectrum,https://github.com/adobe/react-spectrum,"A collection of libraries and tools that help you build adaptive, accessible, and robust user experiences.",TypeScript,15475,1465,70 stars today,devongovett; snowystinger; LFDanLu; reidbarber; dannify
12,sirmalloc/ccstatusline,https://github.com/sirmalloc/ccstatusline,"🚀 Beautiful highly customizable statusline for Claude Code CLI with powerline support, themes, and more.",TypeScript,10605,451,64 stars today,sirmalloc; claude; dependabot; jackall3n; Jaahuo
13,grafana/grafana,https://github.com/grafana/grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more.",TypeScript,74360,14053,27 stars today,torkelo; bergquist; renovate; ryantxu; marefr
14,pascalorg/editor,https://github.com/pascalorg/editor,Create and share 3D architectural projects.,TypeScript,16676,2234,72 stars today,wass08; Aymericr; claude; sudhir9297; open-pascal
15,triggerdotdev/trigger.dev,https://github.com/triggerdotdev/trigger.dev,Trigger.dev – build and deploy fully‑managed AI agents and workflows,TypeScript,15312,1301,21 stars today,matt-aitken; ericallam; samejr; nicktrn; D-K-P
16,mui/base-ui,https://github.com/mui/base-ui,"Unstyled UI components for building accessible web apps and design systems. From the creators of Radix, Floating UI, and Material UI.",TypeScript,9931,463,11 stars today,renovate; atomiks; michaldudak; oliviertassinari; mj12albert
