Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Prompt as Code | GPT-Image2 工业级提示词引擎与模板库，530+ 个案例逆向工程，20+ 套工业级模板，并提炼出Skills，持续更新中,JavaScript,17894,1846,"1,698 stars today",freestylefly; claude; ImgBotApp; LengShangbai; sscodeai
2,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,Makes your AI agent think like the laziest senior dev in the room. The best code is the code you never wrote.,JavaScript,111051,6102,982 stars today,DietrichGebert; claude; Lakshya77089; ousamabenyounes; dhedhialy
3,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent – Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",JavaScript,91841,8065,131 stars today,thedotmack; claude; Copilot; rodboev; ousamabenyounes
4,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,243212,36791,305 stars today,affaan-m; claude; haelyra; pangerlkr; dependabot
5,decolua/9router,https://github.com/decolua/9router,"Unlimited FREE AI coding. Connect Claude Code, Codex, Cursor, Cline, Copilot, Antigravity to FREE Claude/GPT/Gemini via 40+ providers. Auto-fallback, RTK -40% tokens, never hit limits.",JavaScript,26332,4760,101 stars today,cursoragent; decolua; claude; anuragg-saxenaa; catalinstanciu
6,byoungd/up,https://github.com/byoungd/up,An advanced guide which might benefit you a lot 🎉 . 韩先凯的人生进阶指南 离谱的人生/人生进阶 离谱的英语学习指南/英语学习教程/英语学习/学英语,JavaScript,61512,6229,193 stars today,byoungd; fakesnow; holtenko; WMXPY; overtrue
7,FB208/OpenBidKit_Yibiao,https://github.com/FB208/OpenBidKit_Yibiao,开箱即用的AI标书编写工具，标书AI生成工具，投标工具箱、知识库、标书查重、废标项检查，完全开源免费，欢迎使用,JavaScript,2536,678,21 stars today,FB208; wll447; claude; cursoragent; yibiaoai
8,fmhy/edit,https://github.com/fmhy/edit,Make changes to FMHY,JavaScript,11359,2946,19 stars today,nbats; taskylizard; Rust1667; zinklog2; qiracy
9,WhiskeySockets/Baileys,https://github.com/WhiskeySockets/Baileys,Socket-based TS/JavaScript API for WhatsApp Web,JavaScript,10853,3327,16 stars today,adiwajshing; purpshell; edgardmessias; jlucaso1; github-actions
10,Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,"Taste-Skill - gives your AI good taste. stops the AI from generating boring, generic slop",JavaScript,80561,5519,446 stars today,Leonxlnx; cursoragent; claude; luojiyin1987; jkk442
11,alam00000/bentopdf,https://github.com/alam00000/bentopdf,The Privacy First PDF Toolkit,JavaScript,14818,1268,30 stars today,alam00000; Skillkiller; github-actions; dependabot; Stephan-P
12,Anil-matcha/Open-Generative-AI,https://github.com/Anil-matcha/Open-Generative-AI,"Unrestricted Open-source alternative to AI video platforms — Free AI image & video generation studio with 500+ models (Flux, Midjourney, Kling, Sora, Veo). No content filters. Self-hosted, MIT licensed.",JavaScript,27115,4796,67 stars today,Anil-matcha; jaiprasad04; claude; WhiteRaven11; NgoQuocViet2001
13,openai/codex-plugin-cc,https://github.com/openai/codex-plugin-cc,Use Codex from Claude Code to review code or delegate tasks.,JavaScript,32363,2232,110 stars today,dkundel-openai; VOIDXAI; claude; xiaolai; zeta987
14,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,89766,9610,280 stars today,addyosmani; nucliweb; federicobartoli; claude; Liyuk
