Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Yeachan-Heo/oh-my-codex,https://github.com/Yeachan-Heo/oh-my-codex,"OmX - Oh My codeX: Your codex is not alone. Add hooks, agent teams, HUDs, and so much more.",TypeScript,15721,1474,"1,789 stars today",Yeachan-Heo; claude; HaD0Yun; dependabot; junhoyeo
2,siddharthvaddem/openscreen,https://github.com/siddharthvaddem/openscreen,"Create stunning demos for free. Open-source, no subscriptions, no watermarks, and free for commercial use. An alternative to Screen Studio.",TypeScript,20140,1377,"1,591 stars today",siddharthvaddem; EtienneLescot; prayaslashkari; marcusschiesser; FabLrc
3,QwenLM/qwen-code,https://github.com/QwenLM/qwen-code,An open-source AI agent that lives in your terminal.,TypeScript,21795,1988,90 stars today,tanzhenxin; qwencoder; yiliang114; Mingholy; LaZzyMan
4,yamadashy/repomix,https://github.com/yamadashy/repomix,"📦 Repomix is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more.",TypeScript,23040,1100,63 stars today,yamadashy; claude; renovate; devin-ai-integration; dependabot
5,vercel-labs/just-bash,https://github.com/vercel-labs/just-bash,Bash for Agents,TypeScript,2583,153,137 stars today,cramforce; claude; robertyates; robertlyates; jscheid
6,code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,omo; the best agent harness - previously oh-my-opencode,TypeScript,48226,3760,472 stars today,code-yeongyu; sisyphus-dev-ai; github-actions; justsisyphus; acamq
7,anomalyco/opencode,https://github.com/anomalyco/opencode,The open source coding agent.,TypeScript,137181,15032,623 stars today,thdxr; adamdotdevin; rekram1-node; actions-user; iamdavidhill
8,clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",TypeScript,107753,7822,231 stars today,zzzgydi; Tunglies; MystiPanda; wonfen; huzibaca
9,github/copilot-sdk,https://github.com/github/copilot-sdk,Multi-platform SDK for integrating GitHub Copilot Agent into apps and services,TypeScript,8210,1075,36 stars today,SteveSandersonMS; Copilot; patniko; friggeri; Copilot
10,open-metadata/OpenMetadata,https://github.com/open-metadata/OpenMetadata,"OpenMetadata is a unified metadata platform for data discovery, data observability, and data governance powered by a central metadata repository, in-depth column level lineage, and seamless team collaboration.",TypeScript,9653,1760,73 stars today,pmbrull; harshach; ShaileshParmar11; chirag-madlani; Sachin-chaurasiya
