Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,112351,18617,217 stars today,ggerganov; ngxson; slaren; JohannesGaessler; CISC
2,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,C++,71259,16131,8 stars today,protobuf-github-bot; haberman; protobuf-team-bot; mkruskal-google; xfxyjwf
3,OpenTenBase/TXSQL,https://github.com/OpenTenBase/TXSQL,Pas de description,C++,155,133,17 stars today,blaudden; zmur; gkodinov; vasild; marcalff
4,godotengine/godot,https://github.com/godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,C++,111050,25416,43 stars today,akien-mga; Repiteo; reduz; Calinou; bruvzg
5,yuaotian/antigravity-proxy,https://github.com/yuaotian/antigravity-proxy,🚀 Transparent proxy injector for Antigravity. Force SOCKS5/HTTP proxy without TUN mode on Windows. | 专为 Antigravity 打造的免 TUN 强制代理工具，支持 DLL 注入与进程流量劫持。,C++,2988,242,30 stars today,yuaotian; Thankyou-Cheems; github-actions
6,justcallmekoko/ESP32Marauder,https://github.com/justcallmekoko/ESP32Marauder,A suite of WiFi/Bluetooth offensive and defensive tools for the ESP32,C++,10888,1253,12 stars today,justcallmekoko; H4W9; bmorcelli; trisp3ar; tracedgod
7,FlaxEngine/FlaxEngine,https://github.com/FlaxEngine/FlaxEngine,Flax Engine – multi-platform 3D game engine,C++,6799,682,20 stars today,mafiesto4; Tryibion; GoaLitiuM; xxSeys1; jb-perrier
8,google/perfetto,https://github.com/google/perfetto,"Production-grade client-side tracing, profiling, and analysis for complex software systems.",C++,5969,789,8 stars today,LalitMaganti; primiano; chromy; fmayer; stevegolton
9,opentoonz/opentoonz,https://github.com/opentoonz/opentoonz,OpenToonz - An open-source full-featured 2D animation creation software,C++,6651,762,80 stars today,RodneyBaker; shun-iwasawa; manongjohn; motionmonster; andeon
10,notepad-plus-plus/notepad-plus-plus,https://github.com/notepad-plus-plus/notepad-plus-plus,Notepad++ official repository,C++,28106,5227,14 stars today,donho; ozone10; xomx; SinghRajenM; chcg
11,facebook/react-native,https://github.com/facebook/react-native,A framework for building native applications using React,C++,125872,25149,8 stars today,reactjs-bot; mdvacca; shergin; cortinico; sammy-SC
