Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,androoAGI/starnet,https://github.com/androoAGI/starnet,"A living pixel-art station where real AI agents do real work. Local-first desktop agent harness - bring your own key, watch your crew actually run.",JavaScript,513,97,93 stars today,androoAGI; claude
2,pbakaus/impeccable,https://github.com/pbakaus/impeccable,The design language that makes your AI harness better at design.,JavaScript,71250,4310,306 stars today,pbakaus; claude; github-actions; abdulwahabone; cursoragent
3,darkzOGx/youtube-automation-agent,https://github.com/darkzOGx/youtube-automation-agent,"🎬 Fully automated YouTube channel management with AI agents. Creates, optimizes & publishes videos 24/7. Works with FREE Gemini API or OpenAI. No coding required!",JavaScript,3790,1139,56 stars today,claude; darkzOGx
4,copy/v86,https://github.com/copy/v86,"x86 PC emulator and x86-to-wasm JIT, running in the browser",JavaScript,23530,1909,8 stars today,copy; ErnWong; AmaanC; chschnell; SuperMaxusa
5,DuarteSantos8/openGym,https://github.com/DuarteSantos8/openGym,"Self-hosted gym & body-weight tracker — plan routines, log workouts (supersets, warm-ups, cardio), see which muscles are trained, fatigued or detrained, import from FitNotes/Strong/Hevy, passkey login. Your data, your server.",JavaScript,1397,338,38 stars today,DuarteSantos8; claude; sgoendoer; andi242; mflova
6,Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,"Taste-Skill - gives your AI good taste. stops the AI from generating boring, generic slop",JavaScript,90166,6143,262 stars today,Leonxlnx; cursoragent; claude; luojiyin1987; jkk442
7,BuilderIO/skills,https://github.com/BuilderIO/skills,Skills for agents,JavaScript,4429,222,19 stars today,steve8708; builder-bot; builder-io-integration; shanujans; 3mdistal
8,microsoft/power-platform-skills,https://github.com/microsoft/power-platform-skills,"A plugin marketplace for Claude Code/GitHub Copilot that provides Power Platform development plugins, including reusable skills, agents, and commands for building and deploying solutions.",JavaScript,930,190,6 stars today,priyanshu92; claude; Copilot; akshaymaloo; Copilot
9,pashov/skills,https://github.com/pashov/skills,Pashov Audit Group Skills,JavaScript,1206,219,8 stars today,claude; pashov; 0xfirefistt; Daneided; kartojal
10,mnfst/awesome-free-llm-apis,https://github.com/mnfst/awesome-free-llm-apis,List of Permanent Free LLM API (API Keys),JavaScript,8363,821,85 stars today,SebConejo; brunobuddy; claude; github-actions; codeusb
11,mrdoob/three.js,https://github.com/mrdoob/three.js,JavaScript 3D Library.,JavaScript,115907,36575,56 stars today,mrdoob; Mugen87; sunag; alteredq; WestLangley
12,zarazhangrui/follow-builders,https://github.com/zarazhangrui/follow-builders,"AI builders digest — monitors top AI builders on X and YouTube podcasts, remixes their content into digestible summaries. Follow builders, not influencers.",JavaScript,6794,887,7 stars today,github-actions; claude; zarazhangrui
13,nodejs/node,https://github.com/nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,JavaScript,122090,37908,27 stars today,Trott; ry; bnoordhuis; addaleax; isaacs
