Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,google/googletest,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework,C++,39102,10866,9 stars today,gennadiycivil; derekmauro; kuzkry; copybara-github
2,duckdb/duckdb,https://github.com/duckdb/duckdb,DuckDB is an analytical in-process SQL database management system,C++,40759,3643,69 stars today,Mytherin; Tishj; pdet; hannes; taniabogatsch
3,k4yt3x/video2x,https://github.com/k4yt3x/video2x,"A machine learning-based video super resolution and frame interpolation framework. Est. Hack the Valley II, 2018.",C++,21383,1855,61 stars today,k4yt3x; BrianPetkovsek; sat3ll; Integral-Tech; snixon
4,google/filament,https://github.com/google/filament,"Filament is a real-time physically based rendering engine for Android, iOS, Windows, Linux, macOS, and WebGL2",C++,20412,2240,6 stars today,pixelflinger; prideout; bejado; poweifeng; romainguy
5,NVIDIA/cutlass,https://github.com/NVIDIA/cutlass,CUDA Templates and Python DSLs for High-Performance Linear Algebra,C++,10334,2052,16 stars today,hwu36; kerrmudgeon; Junkai-Wu; fengxie; ANIKET-SHIVAM
6,MeisApps/pcbu-desktop,https://github.com/MeisApps/pcbu-desktop,Desktop app for PC Bio Unlock,C++,435,50,0 stars today,MeisApps; dodo939
7,catchorg/Catch2,https://github.com/catchorg/Catch2,"A modern, C++-native, test framework for unit-tests, TDD and BDD - using C++14, C++17 and later (C++11 support is in v2.x branch, and C++03 on the Catch1.x branch)",C++,21449,3503,5 stars today,horenmar; philsquared; ChrisThrasher; claremacrae; JoeyGrajciar
8,microsoft/BitNet,https://github.com/microsoft/BitNet,Official inference framework for 1-bit LLMs,C++,40209,3723,8 stars today,potassiummmm; tsong-ms; younesbelkada; isHuangXin; XsquirrelC
9,OpenRCT2/OpenRCT2,https://github.com/OpenRCT2/OpenRCT2,An open source re-implementation of RollerCoaster Tycoon 2 🎢,C++,16155,1885,7 stars today,IntelOrca; Gymnasiast; duncanspumpkin; janisozaur; ZehMatt
10,google/perfetto,https://github.com/google/perfetto,"Production-grade client-side tracing, profiling, and analysis for complex software systems.",C++,6407,863,9 stars today,LalitMaganti; primiano; chromy; fmayer; stevegolton
11,ArduPilot/ardupilot,https://github.com/ArduPilot/ardupilot,"ArduPlane, ArduCopter, ArduRover, ArduSub source",C++,15760,21303,7 stars today,peterbarker; tridge; rmackay9; IamPete1; andyp1per
12,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,126043,22305,177 stars today,ggerganov; ngxson; CISC; slaren; JohannesGaessler
13,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,C++,197756,76170,111 stars today,tensorflower-gardener; ezhulenev; akuegel; hawkinsp; mihaimaruseac
14,microsoft/wslg,https://github.com/microsoft/wslg,Enabling the Windows Subsystem for Linux to include support for Wayland and X server related scenarios,C++,11889,422,18 stars today,hideyukn88; spronovo; benhillis; OneBlue; Copilot
15,opentoonz/opentoonz,https://github.com/opentoonz/opentoonz,OpenToonz - An open-source full-featured 2D animation creation software,C++,7633,866,35 stars today,RodneyBaker; shun-iwasawa; manongjohn; motionmonster; andeon
16,juce-framework/JUCE,https://github.com/juce-framework/JUCE,"JUCE is an open-source cross-platform C++ application framework for desktop and mobile applications, including VST, VST3, AU, AUv3, LV2 and AAX audio plug-ins.",C++,8841,2164,13 stars today,reuk; ed95; julianstorer; hogliux; tpoole
17,dragonflydb/dragonfly,https://github.com/dragonflydb/dragonfly,A modern replacement for Redis and Memcached,C++,31050,1235,6 stars today,romange; dranikpg; kostasrim; vyavdoshenko; BorysTheDev
18,gabime/spdlog,https://github.com/gabime/spdlog,Fast C++ logging library.,C++,29536,5392,9 stars today,gabime; Gabi120; sylveon; DanielChabrowski; mguludag
19,78/xiaozhi-esp32,https://github.com/78/xiaozhi-esp32,An MCP-based chatbot | 一个基于MCP的聊天机器人,C++,29320,6779,42 stars today,78; Y1hsiaochunnn; laride; txp666; Kevincoooool
20,aseprite/aseprite,https://github.com/aseprite/aseprite,"Animated sprite editor & pixel art tool (Windows, macOS, Linux)",C++,39057,8782,28 stars today,dacap; martincapello; Gasparoken; ckaiser; iamOgunyinka
21,PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,C++,24063,6020,1 star today,reyoung; co63oc; luotao1; jacquesqiao; PaddleCI
22,vllm-project/vllm-ascend,https://github.com/vllm-project/vllm-ascend,Community maintained hardware plugin for vLLM on Ascend,C++,2729,2137,14 stars today,wangxiyuan; Potabk; zhangxinyuehfad; MengqingCao; Yikun
23,FEX-Emu/FEX,https://github.com/FEX-Emu/FEX,A fast usermode x86 and x86-64 emulator for Arm64 Linux,C++,7886,332,5 stars today,Sonicadvance1; lioncash; alyssarosenzweig; skmp; neobrain
