Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,github/github-mcp-server,https://github.com/github/github-mcp-server,GitHub's official MCP Server,Go,32741,4907,18 stars today,SamMorrowDrums; Copilot; dependabot; JoannaaKL; mattdholloway
2,ollama/ollama,https://github.com/ollama/ollama,"Get up and running with Kimi-K2.6, GLM-5.2, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",Go,180256,17716,100 stars today,mxyng; dhiltgen; jmorganca; BruceMacD; jessegross
3,Wei-Shaw/sub2api,https://github.com/Wei-Shaw/sub2api,Sub2API 一站式开源中转服务，让 Claude、Openai 、Gemini、Grok订阅统一接入，支持拼车共享，更高效分摊成本，原生工具无缝使用。,Go,40559,8414,102 stars today,Wei-Shaw; IanShaw027; touwaeriol; claude; wucm667
4,netbirdio/netbird,https://github.com/netbirdio/netbird,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",Go,28938,1656,36 stars today,mlsmaycon; pascal-fischer; lixmal; braginini; pappz
5,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman,Go,103815,6011,336 stars today,JuliusBrussee; claude; github-actions; hunleyd; Alot1z
6,hatchet-dev/hatchet,https://github.com/hatchet-dev/hatchet,"🪓 An orchestration engine for background tasks, AI agents, and durable workflows",Go,7880,490,8 stars today,dependabot; abelanger5; mrkaye97; grutt; mnafees
7,openfga/openfga,https://github.com/openfga/openfga,A high performance and flexible authorization/permission engine built for developers and inspired by Google Zanzibar,Go,5711,481,6 stars today,dependabot; jon-whit; adriantam; justincoh; senojj
8,livekit/livekit,https://github.com/livekit/livekit,End-to-end realtime stack for connecting humans and AI,Go,20729,2307,15 stars today,boks1971; davidzhao; cnderrauber; paulwe; renovate
9,rclone/rclone,https://github.com/rclone/rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",Go,59584,5366,32 stars today,ncw; albertony; nielash; ivandeex; B4dM4n
10,derailed/k9s,https://github.com/derailed/k9s,🐶 Kubernetes CLI To Manage Your Clusters In Style!,Go,34513,2278,7 stars today,derailed; dependabot; uozalp; wjiec; paivagustavo
11,Gentleman-Programming/gentle-ai,https://github.com/Gentleman-Programming/gentle-ai,"Gentle-AI configures the AI coding agents you already use: Claude Code, Cursor, OpenCode, Codex, Pi, and more. Choose persistent memory, Spec-Driven Development, curated skills, MCP servers, personas, and optional bounded review. Open source, no agent lock-in.",Go,6294,722,44 stars today,Alan-TheGentleman; dnlrsls; Matere413; decode2; ardelperal
12,multica-ai/multica,https://github.com/multica-ai/multica,Make humans and AI agents work as one team — open-source and self-hostable.,Go,49003,6331,125 stars today,multica-agent; claude; Bohan-J; forrestchang; NevilleQingNY
13,rook/rook,https://github.com/rook/rook,Storage Orchestration for Kubernetes,Go,13641,2859,1 star today,travisn; leseb; BlaineEXE; subhamkrai; dependabot
14,gastownhall/beads,https://github.com/gastownhall/beads,Beads - A memory upgrade for your coding agent,Go,26932,1826,32 stars today,steveyegge; claude; maphew; coffeegoddd; julianknutsen
15,MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,"Supporting multi-protocol multi-user(Vmess, Vless, Trojan, ShadowSocks, Wireguard, Hysteria, Tunnel, Mixed, HTTP, Tun, MTProto، AmneziaWG)",Go,45945,11097,47 stars today,MHSanaei; alireza0; dependabot; hamid-gh98; sh1shd
16,AlexxIT/go2rtc,https://github.com/AlexxIT/go2rtc,Ultimate camera streaming application,Go,14121,1299,17 stars today,AlexxIT; skrashevich; seydx; felipecrs; robvanoostenrijk
17,coredns/coredns,https://github.com/coredns/coredns,CoreDNS is a DNS server that chains plugins,Go,14294,2522,3 stars today,miekg; dependabot; yongtang; chrisohaver; dependabot-preview
18,looplj/axonhub,https://github.com/looplj/axonhub,"⚡️ Open-source AI Gateway — Use any SDK to call 100+ LLMs. Built-in failover, load balancing, cost control & end-to-end tracing.",Go,5167,697,3 stars today,looplj; github-actions; djdembeck; sisyphus-dev-ai; llc1123
19,kagent-dev/kagent,https://github.com/kagent-dev/kagent,Cloud Native Agentic AI | Discord: https://bit.ly/kagentdiscord,Go,3659,742,5 stars today,EItanya; peterj; dependabot; ilackarms; supreme-gg-gg
20,glanceapp/glance,https://github.com/glanceapp/glance,A self-hosted dashboard that puts all your feeds in one place,Go,36868,1446,23 stars today,svilenmarkov; ralphocdol; c0smicdev; wfg; DVDAndroid
21,jpillora/chisel,https://github.com/jpillora/chisel,A fast TCP/UDP tunnel over HTTP,Go,16493,1611,5 stars today,jpillora; noahsbwilliams; aus; sunshineco; claude
22,cloudreve/cloudreve,https://github.com/cloudreve/cloudreve,"🌩 Self-hosted file management and sharing system, supports multiple storage providers",Go,28666,3893,5 stars today,HFO4; YUDONGLING; WeidiDeng; dependabot; vvisionnn
