Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,magnitudedev/magnitude,https://github.com/magnitudedev/magnitude,"Open source inference server that runs the best local models for your hardware, plugged into the agent you already use. Works with Pi, OpenCode, Hermes, OpenClaw, Codex, Claude Code, Oh My Pi, and Cline.",TypeScript,2000,143,161 stars today,anerli; thrgreenwald; github-actions; fabianhug; nicolasdmolina
2,Gitlawb/openclaude,https://github.com/Gitlawb/openclaude,runs anywhere. uses anything,TypeScript,32376,9019,451 stars today,kevincodex1; chioarub; jatmn; claude; 0xfandom
3,vercel-labs/portless,https://github.com/vercel-labs/portless,"Replace port numbers with stable, named local URLs. For humans and agents.",TypeScript,12062,394,450 stars today,ctate; Railly; claude; tomdale; gerardbalaoro
4,stablyai/orca,https://github.com/stablyai/orca,"Orca is the ADE for working with a fleet of parallel agents. Run any coding agent with your own subscription. Available on desktop, mobile and VPS.",TypeScript,61084,4097,914 stars today,nwparker; AmethystLiang; orca-ide; brennanb2025; Jinwoo-H
5,ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,Chrome DevTools for coding agents,TypeScript,50850,3567,295 stars today,OrKoN; dependabot; Lightning00Blade; browser-automation-bot; yulunz
6,ibelick/ui-skills,https://github.com/ibelick/ui-skills,Skills for Design Engineers,TypeScript,8062,364,41 stars today,ibelick; cursoragent; fernandezbaptiste; claude; saadeghi
7,awslabs/aidlc-workflows,https://github.com/awslabs/aidlc-workflows,AI-Driven Life Cycle (AI-DLC) adaptive workflow steering rules for AI coding agents,TypeScript,4330,772,26 stars today,apackeer; leandrodamascena; raj-jain-aws; scottschreckengaust; dependabot
8,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit: unified LLM API, agent loop, TUI, coding agent CLI",TypeScript,101508,12626,493 stars today,badlogic; mitsuhiko; davidbrai; cristinaponcela; christianklotz
9,garrytan/gstack,https://github.com/garrytan/gstack,"Use Garry Tan's exact Claude Code setup: 23 opinionated tools that serve as CEO, Designer, Eng Manager, Release Manager, Doc Engineer, and QA",TypeScript,131202,19700,300 stars today,claude; garrytan; test22345; 16francej; jbetala7
10,openreplay/openreplay,https://github.com/openreplay/openreplay,"Session replay, cobrowsing and product analytics you can self-host. Best for reproducing issues and iterating on your product.",TypeScript,12664,822,30 stars today,tahayk; nick-delirium; shekarsiri; rjshrjndrn; zavorotynskiy
11,rmyndharis/OpenWA,https://github.com/rmyndharis/OpenWA,"Free, Open Source, Self-Hosted WhatsApp API Gateway",TypeScript,13729,3179,72 stars today,rmyndharis; dependabot; tobiasstrebitzer; m7fz7; dallascyclist
12,eneskirca/nodeterm,https://github.com/eneskirca/nodeterm,"Node-based terminal manager for AI coding agents — tmux-backed terminals and parallel agent sessions as draggable nodes on an infinite pan/zoom canvas. macOS, Linux, and a browser Server Edition.",TypeScript,1696,175,234 stars today,eneskirca; claude; gor3a; dkattan; parsa222
