Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView: WiFi DensePose turns commodity WiFi signals into real-time human pose estimation, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,48289,6455,713 stars today,ruvnet; claude; fr4iser90; MaTriXy; bilibili12433014
2,starship/starship,https://github.com/starship/starship,"☄🌌️ The minimal, blazing-fast, and infinitely customizable prompt for any shell!",Rust,56700,2484,83 stars today,renovate; matchai; davidkna; dependabot; dependabot-preview
3,tw93/Kaku,https://github.com/tw93/Kaku,"🎃 A fast, out-of-the-box terminal built for AI coding.",Rust,4487,225,49 stars today,wez; tw93; github-actions; bew; tzx
4,tailcallhq/forgecode,https://github.com/tailcallhq/forgecode,"AI enabled pair programmer for Claude, GPT, O Series, Grok, Deepseek, Gemini and 300+ models",Rust,6743,1367,69 stars today,tusharmath; autofix-ci; amitksingh1490; laststylebender14; ssddOnTop
5,signalapp/libsignal,https://github.com/signalapp/libsignal,Home to the Signal Protocol as well as other cryptographic primitives which make Signal possible.,Rust,5687,711,6 stars today,jrose-signal; jack-signal; akonradi-signal; moiseev-signal; andrew-signal
6,DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,"Fullstack app framework for web, desktop, and mobile.",Rust,35754,1630,24 stars today,jkelleyrtp; ealmloff; mrxiaozhuox; DogeDark; rMazeiks
7,a2x/cs2-dumper,https://github.com/a2x/cs2-dumper,Counter-Strike: 2 Offset Dumper,Rust,1948,293,3 stars today,a2x; Albert24GG; Coslly; mildnsj
8,alacritty/alacritty,https://github.com/alacritty/alacritty,"A cross-platform, OpenGL terminal emulator.",Rust,63568,3423,50 stars today,chrisduerr; jwilm; kchibisov; nixpulvis; matthiaskrgr
9,solana-foundation/anchor,https://github.com/solana-foundation/anchor,⚓ Solana Program Framework,Rust,5033,1906,1 star today,armaniferrante; acheroncrypto; paul-schaaf; fanatid; jamie-osec
10,0x192/universal-android-debloater,https://github.com/0x192/universal-android-debloater,"Cross-platform GUI written in Rust using ADB to debloat non-rooted android devices. Improve your privacy, the security and battery life of your device.",Rust,19191,1007,16 stars today,0x192; AnonymousWP; TheEmbracedOne; nozwock; charitra1022
11,ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,A smarter cd command. Supports all major shells.,Rust,35879,799,58 stars today,ajeetdsouza; dependabot; cole-h; alin23; sitiom
12,Universal-Debloater-Alliance/universal-android-debloater-next-generation,https://github.com/Universal-Debloater-Alliance/universal-android-debloater-next-generation,"Cross-platform GUI written in Rust using ADB to debloat non-rooted Android devices. Improve your privacy, the security and battery life of your device.",Rust,6419,277,14 stars today,AnonymousWP; 0x192; Frigyes06; Rudxain; lavafroth
13,Pumpkin-MC/Pumpkin,https://github.com/Pumpkin-MC/Pumpkin,Empowering everyone to host fast and efficient Minecraft servers.,Rust,7470,499,17 stars today,Snowiiii; kralverde; Bryntet; lukas0008; Purdze
14,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,112501,16819,175 stars today,rustdesk; fufesou; 21pages; Kingtous; Heap-Hop
15,containers/libkrun,https://github.com/containers/libkrun,A dynamic library providing Virtualization-based process isolation capabilities,Rust,2017,167,81 stars today,slp; tylerfanelli; mtjhrc; jakecorrenti; hoshinolina
16,sxyazi/yazi,https://github.com/sxyazi/yazi,"💥 Blazing fast terminal file manager written in Rust, based on async I/O.",Rust,36823,821,67 stars today,sxyazi; jnsgruk; ndtoan96; mikavilpas; XYenon
17,base/base,https://github.com/base/base,All components used to run Base,Rust,330,298,5 stars today,refcell; danyalprout; tynes; mattsse; emhane
