Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,dmtrKovalenko/fff,https://github.com/dmtrKovalenko/fff,"The fastest and the most accurate file search toolkit for AI agents, Neovim, Rust, C, and NodeJS",Rust,7237,298,135 stars today,dmtrKovalenko; github-actions; gustav-fff; sQVe; SamuelLHuber
2,ogulcancelik/herdr,https://github.com/ogulcancelik/herdr,agent multiplexer that lives in your terminal.,Rust,3736,240,287 stars today,ogulcancelik; github-actions; kangal-bot; Golden-Pigeon; othavioquiliao
3,run-llama/liteparse,https://github.com/run-llama/liteparse,"A fast, helpful, and open-source document parser",Rust,8749,521,407 stars today,logan-markewich; AstraBert; AdemBoukhris457; dependabot; github-actions
4,rust-lang/rust,https://github.com/rust-lang/rust,Empowering everyone to build reliable and efficient software.,Rust,113302,15049,59 stars today,bors; matthiaskrgr; RalfJung; GuillaumeGomez; matklad
5,zeroclaw-labs/zeroclaw,https://github.com/zeroclaw-labs/zeroclaw,"Fast, small, and fully autonomous AI personal assistant infrastructure, any OS, any platform — deploy anywhere, swap anything 🦀",Rust,31699,4669,34 stars today,theonlyhennygod; claude; chumyin; Audacity88
6,servo/servo,https://github.com/servo/servo,"Servo aims to empower developers with a lightweight, high-performance alternative for embedding web technologies in applications.",Rust,36893,3645,23 stars today,emilio; Ms2ger; dependabot; jdm; SimonSapin
7,eythaann/Seelen-UI,https://github.com/eythaann/Seelen-UI,The Fully Customizable Desktop Environment for Windows 10/11.,Rust,16951,544,13 stars today,eythaann; dependabot; github-actions; luriusTM; PhantomPixel-0418
8,bevyengine/bevy,https://github.com/bevyengine/bevy,A refreshingly simple data-driven game engine built in Rust,Rust,46396,4612,25 stars today,cart; mockersf; alice-i-cecile; ickshonpe; atlv24
9,AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,Hundreds of models & providers. One command to find what runs on your hardware.,Rust,27089,1654,134 stars today,AlexsJones; claude; three-foxes-in-a-trenchcoat; dependabot; github-actions
10,nautechsystems/nautilus_trader,https://github.com/nautechsystems/nautilus_trader,Production-grade Rust-native trading engine with deterministic event-driven architecture,Rust,23230,2919,20 stars today,cjdsellers; limx0; filipmacek; faysou; davidsblom
11,farion1231/cc-switch,https://github.com/farion1231/cc-switch,"A cross-platform desktop All-in-One assistant for Claude Code, Codex, OpenCode, OpenClaw, Gemini CLI & Hermes Agent. Only official website: ccswitch.io",Rust,88231,5749,"1,488 stars today",farion1231; yovinchen; claude; TinsFox; dependabot
12,uutils/coreutils,https://github.com/uutils/coreutils,Cross-platform Rust rewrite of the GNU coreutils,Rust,23333,1875,10 stars today,sylvestre; cakebaker; tertsdiepraam; renovate; rivy
13,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,69936,9345,487 stars today,ruvnet; claude; dependabot; github-actions; fr4iser90
14,lakehq/sail,https://github.com/lakehq/sail,"Drop-in Apache Spark replacement written in Rust, unifying batch processing, stream processing, and compute-intensive AI workloads.",Rust,2811,162,11 stars today,linhr; shehabgamin; dependabot; lonless9; Copilot
