Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,85171,9165,680 stars today,addyosmani; nucliweb; federicobartoli; claude; Liyuk
2,drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,"Free, simple, and intuitive online database diagram editor and SQL generator.",JavaScript,38645,3160,57 stars today,1ilit; dependabot; picimako; haecheonlee; KARM99
3,eslint/eslint,https://github.com/eslint/eslint,Find and fix problems in your JavaScript code.,JavaScript,27455,5153,2 stars today,nzakas; mdjermanovic; ilyavolodin; not-an-aardvark; mysticatea
4,WorldFlowAI/everything-claude-code,https://github.com/WorldFlowAI/everything-claude-code,"Claude Code toolkit - agents, commands, skills, rules, and hooks for productive AI-assisted development",JavaScript,1117,211,20 stars today,affaan-m; gzb1128; claude; zbennett10; zerx-lab
5,is-a-dev/register,https://github.com/is-a-dev/register,Grab your own sweet-looking '.is-a.dev' subdomain.,JavaScript,10940,26524,10 stars today,DEV-DIBSTER; STICKnoLOGIC; iostpa; wdhdev; orangci
6,jo-inc/camofox-browser,https://github.com/jo-inc/camofox-browser,"Stealth headless browser for AI agents — bypass Cloudflare, bot detection, and anti-scraping. Drop-in Puppeteer/Playwright replacement.",JavaScript,8457,895,22 stars today,skyfallsin; mvanhorn; epicsagas; leoneparise; joyjit
7,spicetify/cli,https://github.com/spicetify/cli,"Command-line tool to customize Spotify client. Supports Windows, macOS, and Linux.",JavaScript,24016,910,19 stars today,khanhas; rxri; kyrie25; SunsetTechuila; dependabot
8,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent – Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",JavaScript,90217,7856,106 stars today,thedotmack; claude; Copilot; rodboev; ousamabenyounes
9,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,239030,36307,240 stars today,affaan-m; claude; pangerlkr; dependabot; greptile-apps
10,Anil-matcha/Open-Generative-AI,https://github.com/Anil-matcha/Open-Generative-AI,"Unrestricted Open-source alternative to AI video platforms — Free AI image & video generation studio with 500+ models (Flux, Midjourney, Kling, Sora, Veo). No content filters. Self-hosted, MIT licensed.",JavaScript,25959,4575,82 stars today,Anil-matcha; claude; jaiprasad04; WhiteRaven11; NgoQuocViet2001
11,FortAwesome/Font-Awesome,https://github.com/FortAwesome/Font-Awesome,"The iconic SVG, font, and CSS toolkit",JavaScript,76820,12187,6 stars today,sensibleworld; fontawesome-github-bot; robmadole; mlwilkerson; jabronus
12,4ian/GDevelop,https://github.com/4ian/GDevelop,"🎮 Open-source, cross-platform 2D/3D/multiplayer game engine designed for everyone.",JavaScript,25493,1492,31 stars today,4ian; D8H; ClementPasteau; AlexandreSi; victorlevasseur
13,microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,A browser based code editor,JavaScript,46525,4105,8 stars today,alexdima; hediet; dependabot; aeschli; rebornix
14,open-telemetry/opentelemetry.io,https://github.com/open-telemetry/opentelemetry.io,The OpenTelemetry website and documentation,JavaScript,946,1918,1 star today,chalin; opentelemetrybot; otelbot; svrnm; cartermp
