Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,72958,9734,420 stars today,ruvnet; claude; dependabot; github-actions; fr4iser90
2,astral-sh/ruff,https://github.com/astral-sh/ruff,"An extremely fast Python linter and code formatter, written in Rust.",Rust,47916,2147,20 stars today,charliermarsh; MichaReiser; AlexWaygood; renovate; sharkdp
3,dmtrKovalenko/fff,https://github.com/dmtrKovalenko/fff,"The fastest and the most accurate file search toolkit for AI agents, Neovim, Rust, C, and NodeJS",Rust,8373,320,348 stars today,dmtrKovalenko; github-actions; gustav-fff; sQVe; SamuelLHuber
4,pydantic/monty,https://github.com/pydantic/monty,"A minimal, secure Python interpreter written in Rust for use by AI",Rust,7584,362,201 stars today,samuelcolvin; davidhewitt; claude; petyosi; rsr5
5,cloud-hypervisor/cloud-hypervisor,https://github.com/cloud-hypervisor/cloud-hypervisor,"A Virtual Machine Monitor for modern Cloud workloads. Features include CPU, memory and device hotplug, support for running Windows and Linux guests, device offload with vhost-user and a minimal compact footprint. Written in Rust with a strong focus on security.",Rust,5777,683,18 stars today,rbradford; dependabot; dependabot-preview; weltling; liuw
6,chroma-core/chroma,https://github.com/chroma-core/chroma,Search infrastructure for AI,Rust,28369,2310,28 stars today,rescrv; HammadB; codetheweb; jeffchuber; Sicheng-Pan
7,atuinsh/atuin,https://github.com/atuinsh/atuin,✨ Making your shell magical,Rust,30197,857,52 stars today,ellie; dependabot; BinaryMuse; conradludgate; akinomyoga
8,starship/starship,https://github.com/starship/starship,"☄🌌️ The minimal, blazing-fast, and infinitely customizable prompt for any shell!",Rust,58235,2551,94 stars today,renovate; matchai; davidkna; dependabot; dependabot-preview
9,RustAudio/cpal,https://github.com/RustAudio/cpal,Low-level cross-platform audio I/O library in Rust,Rust,3803,511,4 stars today,tomaka; mitchmindtree; roderickvd; est31; freesig
10,stalwartlabs/stalwart,https://github.com/stalwartlabs/stalwart,"All-in-one Mail & Collaboration server. Secure, scalable and fluent in every protocol (IMAP, JMAP, SMTP, CalDAV, CardDAV, WebDAV).",Rust,13132,778,19 stars today,mdecimus; dependabot; vickunwu; rmsc; stratacast
11,Michael-A-Kuykendall/shimmy,https://github.com/Michael-A-Kuykendall/shimmy,"⚡ Pure-Rust WebGPU inference engine — OpenAI-API compatible, GGUF native, runs on any GPU. No Python. No llama.cpp. Single binary.",Rust,5390,513,10 stars today,Michael-A-Kuykendall; claude; VMLYR-MikeKuykendall; Copilot; LopezNuance
12,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,Comfortably monitor your Internet traffic 🕵️‍♂️,Rust,38989,1640,71 stars today,GyulyVGC; dependabot; allcontributors; Crirock; colin99d
13,qdrant/qdrant,https://github.com/qdrant/qdrant,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",Rust,32016,2350,35 stars today,dependabot; generall; timvisee; agourlay; coszio
14,superradcompany/microsandbox,https://github.com/superradcompany/microsandbox,"🧱 easy, fast, local microVMs for untrusted workloads",Rust,6512,323,24 stars today,appcypher; toksdotdev; dependabot; github-actions; cedws
15,foundry-rs/foundry,https://github.com/foundry-rs/foundry,"Foundry is a blazing fast, portable and modular toolkit for Ethereum application development written in Rust.",Rust,10405,2548,9 stars today,mattsse; DaniPopes; grandizzy; zerosnacks; gakonst
16,paritytech/polkadot-sdk,https://github.com/paritytech/polkadot-sdk,The Parity Polkadot Blockchain SDK,Rust,2775,1207,1 star today,bkchr; gavofyork; dependabot; github-actions; shawntabrizi
17,lakehq/sail,https://github.com/lakehq/sail,"Drop-in Apache Spark replacement written in Rust, unifying batch processing, stream processing, and compute-intensive AI workloads.",Rust,2912,170,23 stars today,linhr; shehabgamin; lonless9; dependabot; Copilot
18,cube-js/cube,https://github.com/cube-js/cube,"📊 Cube Core is open-source semantic layer for AI, BI and embedded analytics",Rust,20138,2047,11 stars today,paveltiunov; ovr; hassankhan; vasilev-alex; igorlukanin
19,ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,A smarter cd command. Supports all major shells.,Rust,37403,827,92 stars today,ajeetdsouza; dependabot; cole-h; alin23; sitiom
20,gitbutlerapp/gitbutler,https://github.com/gitbutlerapp/gitbutler,"The GitButler version control client, backed by Git, powered by Tauri/Rust/Svelte",Rust,20993,956,22 stars today,estib-vega; mtsgrd; Byron; Caleb-T-Owens; ngalaiko
21,junhoyeo/tokscale,https://github.com/junhoyeo/tokscale,"🛰️ A CLI tool for tracking token usage from OpenCode, Claude Code, 🦞OpenClaw (Clawdbot/Moltbot), Pi, Codex, Gemini, Cursor, AmpCode, Factory Droid, Kimi, and more! • 🏅Global Leaderboard + 2D/3D Contributions Graph",Rust,3640,236,28 stars today,junhoyeo; IvGolovach; github-actions; claude; cantalupo555
