Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,lvgl/lvgl,https://github.com/lvgl/lvgl,"Embedded graphics library to create beautiful UIs for any MCU, MPU and display type.",C,23591,4174,9 stars today,kisvegabor; embeddedt; FASTSHIFT; github-actions; AndreCostaaa
2,zephyrproject-rtos/zephyr,https://github.com/zephyrproject-rtos/zephyr,"Primary Git Repository for the Zephyr Project. Zephyr is a new generation, scalable, optimized, secure RTOS for multiple hardware architectures.",C,15324,9182,21 stars today,nashif; jukkar; galak; gmarull; cvinayak
3,redis/redis,https://github.com/redis/redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",C,74446,24633,27 stars today,antirez; oranagra; pietern; enjoy-binbin; sundb
4,pgbackrest/pgbackrest,https://github.com/pgbackrest/pgbackrest,Reliable PostgreSQL Backup & Restore,C,4019,368,14 stars today,dwsteele; cmwshang; jreidthompson; pgstef; sfrost
5,espressif/esp-idf,https://github.com/espressif/esp-idf,Espressif IoT Development Framework. Official development framework for Espressif SoCs.,C,18094,8268,8 stars today,igrr; projectgus; jack0c; suda-morris; mahavirj
6,openssl/openssl,https://github.com/openssl/openssl,General purpose TLS and crypto library,C,30178,11271,7 stars today,levitte; mattcaswell; dot-asm; paulidale; snhenson
7,raysan5/raylib,https://github.com/raysan5/raylib,A simple and easy-to-use library to enjoy videogames programming,C,33016,3109,20 stars today,raysan5; a3f; JeffM2501; github-actions; victorfisac
8,duixcom/Duix-Avatar,https://github.com/duixcom/Duix-Avatar,🚀 Truly open-source AI avatar(digital human) toolkit for offline video generation and digital human cloning.,C,13042,2162,14 stars today,whl88; suifeng9203; haol666; flyingflyfly; Samge0
9,open-quantum-safe/liboqs,https://github.com/open-quantum-safe/liboqs,C library for prototyping and experimenting with quantum-resistant cryptography,C,2936,726,2 stars today,dstebila; christianpaquin; baentsch; SWilson4; xvzcf
10,Klipper3d/klipper,https://github.com/Klipper3d/klipper,Klipper is a 3d-printer firmware,C,11556,5867,3 stars today,KevinOConnor; Arksine; nefelim4ag; dmbutyugin; mcmatrix
11,valkey-io/valkey,https://github.com/valkey-io/valkey,A flexible distributed key-value database that is optimized for caching and other realtime workloads.,C,25830,1143,16 stars today,antirez; oranagra; enjoy-binbin; pietern; madolson
12,madler/zlib,https://github.com/madler/zlib,A massively spiffy yet delicately unobtrusive compression library.,C,6871,2760,3 stars today,madler; nmoinvaz; Chi-Iroh; DimitriPapadopoulos; jrn
13,containers/bubblewrap,https://github.com/containers/bubblewrap,Low-level unprivileged sandboxing tool used by Flatpak and similar projects,C,7278,333,22 stars today,smcv; alexlarsson; cgwalters; giuseppe; pwithnall
14,nrfconnect/sdk-nrf,https://github.com/nrfconnect/sdk-nrf,nRF Connect SDK main repository,C,1331,1524,2 stars today,MarekPieta; NordicBuilder; krish2718; nordic-piks; greg-fer
15,coturn/coturn,https://github.com/coturn/coturn,coturn TURN server project,C,14012,2247,4 stars today,misi; eakraly; tyranron; mom040267; ggarber
16,moonshine-ai/moonshine,https://github.com/moonshine-ai/moonshine,"Very low latency speech to text, intent recognition, and text to speech, for building voice agents and interfaces",C,8168,427,27 stars today,evmaki; kylehowells; petewarden; giovanninibarbosa; andimarafioti
17,libuv/libuv,https://github.com/libuv/libuv,Cross-platform asynchronous I/O,C,26851,3875,5 stars today,bnoordhuis; piscisaureus; saghul; ry; cjihrig
18,ThrowTheSwitch/Unity,https://github.com/ThrowTheSwitch/Unity,Simple unit testing for C,C,5224,1111,1 star today,mvandervoord; jsalling; farrrb; jlindgren90; dreamer-coding
19,veracrypt/VeraCrypt,https://github.com/veracrypt/VeraCrypt,Disk encryption with strong security based on TrueCrypt,C,9823,1186,3 stars today,idrassi; Jertzukka; Matthaiks; Patriccollu; sandakersmann
