Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Hmbown/DeepSeek-TUI,https://github.com/Hmbown/DeepSeek-TUI,Coding agent for DeepSeek models that runs in your terminal,Rust,23389,1888,"1,711 stars today",Hmbown; claude; axobase001; reidliu41; angziii
2,farion1231/cc-switch,https://github.com/farion1231/cc-switch,"A cross-platform desktop All-in-One assistant tool for Claude Code, Codex, OpenCode, openclaw & Gemini CLI.",Rust,65105,4196,"1,257 stars today",farion1231; yovinchen; claude; TinsFox; dependabot
3,HelixDB/helix-db,https://github.com/HelixDB/helix-db,HelixDB is an open-source graph-vector database built from scratch in Rust.,Rust,4334,231,36 stars today,xav-db; lukasnxyz; matthewsanetra; RaphaelDarley; Gand4lf
4,Canner/WrenAI,https://github.com/Canner/WrenAI,"The open context layer that gives AI agents grounded, governed SQL across 20+ data sources, that helps you build GenBI, dashboards, and advanced analytics.",Rust,15149,1712,42 stars today,cyyeh; goldmedal; onlyjackfrost; wwwy3y3; andreashimin
5,rolldown/rolldown,https://github.com/rolldown/rolldown,Fast Rust bundler for JavaScript/TypeScript with Rollup-compatible API.,Rust,13444,769,14 stars today,hyf0; IWANABETHATGUY; shulaoda; renovate; sapphi-red
6,rtk-ai/rtk,https://github.com/rtk-ai/rtk,"CLI proxy that reduces LLM token consumption by 60-90% on common dev commands. Single Rust binary, zero dependencies",Rust,45304,2752,562 stars today,aeppling; claude; pszymkowiak; FlorianBruniaux; github-actions
7,tracel-ai/burn,https://github.com/tracel-ai/burn,"Burn is a next generation tensor library and Deep Learning Framework that doesn't compromise on flexibility, efficiency and portability.",Rust,15069,900,13 stars today,nathanielsimard; laggui; antimora; dependabot; louisfd
8,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,Rust,81421,11756,383 stars today,bolinfest; jif-oai; aibrahim-oai; pakrym-oai; etraut-openai
9,jj-vcs/jj,https://github.com/jj-vcs/jj,A Git-compatible VCS that is both simple and powerful,Rust,28694,1042,44 stars today,yuja; martinvonz; dependabot; ilyagr; thoughtpolice
10,prefix-dev/pixi,https://github.com/prefix-dev/pixi,"Powerful system-level package manager for Linux, macOS and Windows written in Rust – building on top of the Conda ecosystem.",Rust,7018,506,17 stars today,github-actions; ruben-arts; Hofer-Julian; baszalmstra; tdejager
11,qxcnm/Codex-Manager,https://github.com/qxcnm/Codex-Manager,一个Codex cli 账号管理与切换工具。为 Codex cli提供本地网关转发。,Rust,1957,266,38 stars today,qxcnm; xiaoyiluck666; MDX-Tom; DemosHume
12,fables-tales/rubyfmt,https://github.com/fables-tales/rubyfmt,Ruby Autoformatter!,Rust,1184,57,5 stars today,fables-tales; reese; reese-stripe; phiggins; froydnj
13,vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,Browser automation CLI for AI agents,Rust,32440,2002,197 stars today,ctate; github-actions; claude; hyunjinee; jin-2-kakaoent
14,git-ai-project/git-ai,https://github.com/git-ai-project/git-ai,A Git extension for tracking the AI-generated code in your repos,Rust,1823,166,19 stars today,svarlamov; acunniffe; claude; jwiegley; devin-ai-integration
15,DataDog/pup,https://github.com/DataDog/pup,Give your AI agent a Pup — a CLI companion with 200+ commands across 33+ Datadog products.,Rust,759,71,3 stars today,platinummonkey; claude; srosenthal-dd; jack-edmonds-dd; dependabot
16,kata-containers/kata-containers,https://github.com/kata-containers/kata-containers,"Kata Containers is an open source project and community working to build a standard implementation of lightweight Virtual Machines (VMs) that feel and perform like containers, but provide the workload isolation and security advantages of VMs. https://katacontainers.io/",Rust,7888,1303,8 stars today,fidencio; GabyCT; stevenhorsman; bergwolf; jcvenegas
17,0xPlaygrounds/rig,https://github.com/0xPlaygrounds/rig,⚙️🦀 Build modular and scalable LLM Applications in Rust,Rust,7219,802,13 stars today,joshua-mo-143; cvauclair; marieaurore123; 0xMochan; mateobelanger
