Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,wonderwhy-er/DesktopCommanderMCP,https://github.com/wonderwhy-er/DesktopCommanderMCP,"This is MCP server for Claude that gives it terminal control, file system search and diff file editing capabilities",TypeScript,7344,934,328 stars today,wonderwhy-er; serg33v; edgarsskore; claude; dmitry-ottic-ai
2,microsoft/TypeScript,https://github.com/microsoft/TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,TypeScript,109787,13632,177 stars today,ahejlsberg; sheetalkamat; DanielRosenwasser; sandersn; mhegazy
3,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,"TencentDB Agent Memory delivers fully local long-term memory for AI Agents via a 4-tier progressive pipeline, with zero external API dependencies.",TypeScript,8261,760,123 stars today,Yuntong8888; Maxwell-Code07; Huang10q; YOMXXX; akhilesharora
4,google-labs-code/stitch-skills,https://github.com/google-labs-code/stitch-skills,"A library of Agent Skills designed to work with the Stitch MCP server. Each skill follows the Agent Skills open standard, for compatibility with coding agents such as Antigravity, Gemini CLI, Claude Code, Cursor.",TypeScript,6765,929,117 stars today,JLXIA; davideast; dalmaer; meeChn; vinothsubramanian
5,jestjs/jest,https://github.com/jestjs/jest,Delightful JavaScript Testing.,TypeScript,45534,6797,79 stars today,SimenB; cpojer; docusaurus-bot; mrazauskas; jest-bot
6,vuejs/vue,https://github.com/vuejs/vue,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core",TypeScript,210118,33903,162 stars today,yyx990803; vue-bot; posva; Hanks10100; defcc
7,browseros-ai/BrowserOS,https://github.com/browseros-ai/BrowserOS,"🌐 The open-source Agentic browser; alternative to ChatGPT Atlas, Perplexity Comet, Dia.",TypeScript,11811,1212,54 stars today,shadowfax92; felarof99; DaniAkash; shivammittal274; claude
8,EveryInc/compound-engineering-plugin,https://github.com/EveryInc/compound-engineering-plugin,"Official Compound Engineering plugin for Claude Code, Codex, Cursor, and more",TypeScript,23022,1840,127 stars today,tmchow; claude; kieranklaassen; github-actions; mvanhorn
9,grafana/grafana,https://github.com/grafana/grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more.",TypeScript,75496,14343,108 stars today,torkelo; bergquist; renovate; ryantxu; marefr
10,iptv-org/iptv,https://github.com/iptv-org/iptv,Collection of publicly available IPTV channels from all over the world,TypeScript,132128,7518,425 stars today,freearhey; iptv-bot; BellezaEmporium; Dum4G; UltraHDR
11,prisma/prisma,https://github.com/prisma/prisma,"Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite, MongoDB and CockroachDB",TypeScript,47096,2457,284 stars today,timsuchanek; prisma-bot; Jolg42; renovate; nikolasburk
12,ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,Chrome DevTools for coding agents,TypeScript,46640,3181,145 stars today,OrKoN; dependabot; Lightning00Blade; browser-automation-bot; nroscino
13,angular/angular,https://github.com/angular/angular,Deliver web apps with confidence 🚀,TypeScript,100594,27458,140 stars today,gkalpak; petebacondarwin; devversion; crisbeto; angular-robot
14,cypress-io/cypress,https://github.com/cypress-io/cypress,"Fast, easy and reliable testing for anything that runs in a browser.",TypeScript,50520,3577,75 stars today,brian-mann; chrisbreiding; jennifer-shehane; renovate-bot; flotwig
15,jamiepine/voicebox,https://github.com/jamiepine/voicebox,"The open-source AI voice studio. Clone, dictate, create.",TypeScript,40493,4883,515 stars today,jamiepine; claude; tomasmach; mvanhorn; selop
16,nrwl/nx,https://github.com/nrwl/nx,"The Monorepo Platform that amplifies both developers and AI agents. Nx optimizes your builds, scales your CI, and fixes failed PRs automatically. Ship in half the time.",TypeScript,29150,2919,79 stars today,FrozenPandaz; vsavkin; jaysoo; leosvelperez; Coly010
17,apollographql/apollo-client,https://github.com/apollographql/apollo-client,"The industry-leading GraphQL client for TypeScript, JavaScript, React, Vue, Angular, and more. Apollo Client delivers powerful caching, intuitive APIs, and comprehensive developer tools to accelerate your app development.",TypeScript,19864,2826,74 stars today,benjamn; renovate-bot; hwillson; helfer; stubailo
18,nestjs/nest,https://github.com/nestjs/nest,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",TypeScript,76214,8445,103 stars today,kamilmysliwiec; dependabot; renovate-bot; renovate; micalevisk
19,vitejs/vite,https://github.com/vitejs/vite,Next generation frontend tooling. It's fast!,TypeScript,81980,8567,99 stars today,sapphi-red; yyx990803; patak-cat; bluwy; renovate
