Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,atlassian/atlassian-mcp-server,https://github.com/atlassian/atlassian-mcp-server,"Remote MCP Server that securely connects Jira and Confluence with your LLM, IDE, or agent platform of choice.",JavaScript,689,85,10 stars today,lsosa1; pnguyen-atlassian; iosamaatlassian; ekahinga; evperlman1
2,AikidoSec/safe-chain,https://github.com/AikidoSec/safe-chain,"Protect against malicious code installed via npm, yarn, pnpm, npx, pnpx, pip, uv and poetry with Aikido Safe Chain. Free to use, no tokens required.",JavaScript,1291,83,17 stars today,SanderDeclerck; reiniercriel; bitterpanda63; hansott; mcmeeking
3,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering.",JavaScript,28601,4628,197 stars today,coreyhaines31; claude; njcameron; Jiliac; basseko
4,mrdoob/three.js,https://github.com/mrdoob/three.js,JavaScript 3D Library.,JavaScript,112480,36374,25 stars today,mrdoob; Mugen87; alteredq; sunag; WestLangley
5,affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,182364,28099,924 stars today,affaan-m; claude; pangerlkr; greptile-apps; Copilot
6,Axorax/awesome-free-apps,https://github.com/Axorax/awesome-free-apps,Curated list of the best free apps for PC and mobile,JavaScript,3867,197,30 stars today,Axorax; trimclain; 1337Core; github-actions; 6512345
7,gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,"A light-weight and powerful meta-prompting, context engineering and spec-driven development system for Claude Code by TÂCHES.",JavaScript,62265,5282,260 stars today,trek-e; claude; glittercowboy; Tibsfox; jeremymcs
8,hzm0321/real-time-fund,https://github.com/hzm0321/real-time-fund,基金实时估值查看,JavaScript,1242,409,3 stars today,hzm0321; Latezly
9,viarotel-org/escrcpy,https://github.com/viarotel-org/escrcpy,📱 Display and control your Android device graphically with scrcpy.,JavaScript,9856,704,26 stars today,viarotel; reindex-ot; dainamiter; salmanmkc; ahmed-0011
10,trekhleb/javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings,JavaScript,195962,31076,10 stars today,trekhleb; alexstulov; m-maksyutin; appleJax; albertstill
11,juliangarnier/anime,https://github.com/juliangarnier/anime,JavaScript animation engine,JavaScript,68156,4580,57 stars today,juliangarnier; kn0wn; Maximilianos; lukeed; fljot
12,swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui,"Swagger UI is a collection of HTML, JavaScript, and CSS assets that dynamically generate beautiful documentation from a Swagger-compliant API.",JavaScript,28786,9263,3 stars today,shockey; dependabot; fehguy; char0n; bodnia
13,mailcow/mailcow-dockerized,https://github.com/mailcow/mailcow-dockerized,mailcow: dockerized - 🐮 + 🐋 = 💕,JavaScript,12756,1690,13 stars today,andryyy; FreddleSpl0it; DerLinkman; milkmaker; MAGICCC
14,gaotianliuyun/gao,https://github.com/gaotianliuyun/gao,FongMi影视和tvbox配置文件，如果喜欢，请Fork自用。使用前请仔细阅读仓库说明，一旦使用将被视为你已了解。,JavaScript,7364,2570,8 stars today,gaotianliuyun; xuy132; ghaner; lanceyang; Baobei321
