Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,dmtrKovalenko/fff.nvim,https://github.com/dmtrKovalenko/fff.nvim,"The fastest and the most accurate file search toolkit for AI agents, Neovim, Rust, C, and NodeJS",Rust,3279,131,750 stars today,dmtrKovalenko; github-actions; sQVe; WillLillis; disrupted
2,antinomyhq/forgecode,https://github.com/antinomyhq/forgecode,"AI enabled pair programmer for Claude, GPT, O Series, Grok, Deepseek, Gemini and 300+ models",Rust,5785,1270,99 stars today,tusharmath; autofix-ci; amitksingh1490; laststylebender14; ssddOnTop
3,farion1231/cc-switch,https://github.com/farion1231/cc-switch,"A cross-platform desktop All-in-One assistant tool for Claude Code, Codex, OpenCode, openclaw & Gemini CLI.",Rust,38500,2380,695 stars today,farion1231; yovinchen; claude; TinsFox; tianrking
4,jj-vcs/jj,https://github.com/jj-vcs/jj,A Git-compatible VCS that is both simple and powerful,Rust,27534,993,37 stars today,yuja; martinvonz; dependabot; ilyagr; thoughtpolice
5,fathyb/carbonyl,https://github.com/fathyb/carbonyl,Chromium running inside your terminal,Rust,17984,464,179 stars today,fathyb; licy183; kianmeng; glensc; reynoldsme
6,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,Rust,72959,10234,415 stars today,bolinfest; jif-oai; aibrahim-oai; pakrym-oai; etraut-openai
7,EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs,"Fast, flexible LLM inference",Rust,6826,554,53 stars today,EricLBuehler; lucasavila00; LLukas22; guoqingbao; polarathene
8,SpikeHD/Dorion,https://github.com/SpikeHD/Dorion,"Tiny alternative Discord client with a smaller footprint, snappier startup, themes, plugins and more!",Rust,2063,56,27 stars today,SpikeHD; dependabot; Small-Ku; P34R1; headquarter8302
9,raine/workmux,https://github.com/raine/workmux,git worktrees + tmux windows for zero-friction parallel dev,Rust,1152,80,15 stars today,raine; Infonautica; rstacruz; evatt-harvey-salinger; bps
10,always-further/nono,https://github.com/always-further/nono,"Kernel-enforced agent sandbox. Capability-based isolation with secure key management, atomic rollback, cryptographic immutable audit chain of provenance. Run your agents in a zero-trust environment.",Rust,1603,109,53 stars today,lukehinds; dependabot; claude; josephgimenez; andreaTP
11,lightonai/next-plaid,https://github.com/lightonai/next-plaid,"NextPlaid, ColGREP: Multi-vector search, from database to coding agents.",Rust,312,35,5 stars today,raphaelsty; claude; cepera-ang; artemdinaburg; OmerFarukOruc
12,spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,"Spacedrive is an open source cross-platform file explorer, powered by a virtual distributed filesystem written in Rust.",Rust,37649,1252,53 stars today,jamiepine; Brendonovich; oscartbeaumont; ameer2468; Rocky43007
13,embassy-rs/embassy,https://github.com/embassy-rs/embassy,"Modern embedded framework, using Rust and async.",Rust,9016,1435,4 stars today,Dirbaio; xoviat; lulf; bors; jamesmunns
14,pydantic/monty,https://github.com/pydantic/monty,"A minimal, secure Python interpreter written in Rust for use by AI",Rust,6657,273,18 stars today,samuelcolvin; davidhewitt; claude; petyosi; evalstate
