Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,83923,11245,741 stars today,ruvnet; claude; dependabot; github-actions; fr4iser90
2,DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,"Fullstack app framework for web, desktop, and mobile.",Rust,38046,1786,420 stars today,jkelleyrtp; ealmloff; mrxiaozhuox; DogeDark; rMazeiks
3,Pumpkin-MC/Pumpkin,https://github.com/Pumpkin-MC/Pumpkin,Empowering everyone to host fast and efficient Minecraft servers.,Rust,8460,593,108 stars today,Snowiiii; kralverde; Bryntet; lukas0008; Purdze
4,1jehuang/jcode,https://github.com/1jehuang/jcode,The most intelligent agent harness for code,Rust,10771,1179,502 stars today,1jehuang; claude; FabianAmherd; hongnoul; AlazBatu
5,t8y2/dbx,https://github.com/t8y2/dbx,"20 MB lightweight cross-platform database client for 70+ databases, including MySQL, PostgreSQL, SQLite, Redis, MongoDB, DuckDB, SQL Server, and Dameng. Built-in AI, MCP Server, CLI, desktop and Docker. | 轻量级跨平台数据库管理工具，支持 MySQL、PostgreSQL、SQLite、Redis、MongoDB、达梦等 70+ 数据库，提供桌面端、Docker、CLI、内置 AI 助手和 MCP Server。",Rust,11243,1049,369 stars today,t8y2; zipg; github-actions; eryajf; Abeautifulsnow
6,Julian-adv/OpenMMO,https://github.com/Julian-adv/OpenMMO,Pas de description,Rust,1123,155,395 stars today,Julian-adv; claude; project-catsy; treestar84; jckdotim
7,rtk-ai/rtk,https://github.com/rtk-ai/rtk,"CLI proxy that reduces LLM token consumption by 60-90% on common dev commands. Single Rust binary, zero dependencies",Rust,72658,4527,305 stars today,aeppling; claude; pszymkowiak; FlorianBruniaux; github-actions
8,NVIDIA/OpenShell,https://github.com/NVIDIA/OpenShell,"OpenShell is the safe, private runtime for autonomous AI agents.",Rust,7758,1039,26 stars today,drew; johntmyers; pimlock; miyoungc; kirit93
9,AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,Hundreds of models & providers. One command to find what runs on your hardware.,Rust,30474,1855,373 stars today,AlexsJones; claude; three-foxes-in-a-trenchcoat; dependabot; github-actions
10,rustdesk/rustdesk-server,https://github.com/rustdesk/rustdesk-server,RustDesk Server Program,Rust,10112,2470,12 stars today,rustdesk; paspo; n-connect; open-trade; xlionjuan
11,tonhowtf/omniget,https://github.com/tonhowtf/omniget,"Open-source desktop app for downloading, organizing and studying media. Native cross-platform (Tauri + Rust + Svelte). PDF/EPUB reader with focus mode, timestamped notes and spaced repetition. Media downloads via yt-dlp (1.800+ sites). Extensible plugin system.",Rust,7291,621,357 stars today,tonhowtf; InstaZDLL; claude; cursoragent; D0n-A
12,block/buzz,https://github.com/block/buzz,A hive mind communication platform,Rust,4292,333,"3,252 stars today",wesbillman; wpfleger96; tlongwell-block; claude; klopez4212
13,tokio-rs/topcoat,https://github.com/tokio-rs/topcoat,A batteries-included framework for building web apps,Rust,2384,65,223 stars today,pikaju; akoll; carllerche; github-actions; claymcleod
14,transact-rs/sqlx,https://github.com/transact-rs/sqlx,"🧰 The Rust SQL Toolkit. An async, pure Rust SQL crate featuring compile-time checked queries without a DSL. Supports PostgreSQL, MySQL, and SQLite.",Rust,17332,1650,8 stars today,mehcode; abonander; jplatte; janaakhterov; paolobarbolini
15,ZSeven-W/openpencil,https://github.com/ZSeven-W/openpencil,The world's first open-source AI-native vector design tool and the first to feature concurrent Agent Teams. Design-as-Code. Turn prompts into UI directly on the live canvas. A modern alternative to Pencil.,Rust,4358,422,57 stars today,Kayshen-X; finiking; leinaldo; claude; raiscui
16,kata-containers/kata-containers,https://github.com/kata-containers/kata-containers,"Kata Containers is an open source project and community working to build a standard implementation of lightweight Virtual Machines (VMs) that feel and perform like containers, but provide the workload isolation and security advantages of VMs. https://katacontainers.io/",Rust,8362,1400,9 stars today,fidencio; stevenhorsman; GabyCT; bergwolf; Apokleos
