Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill to stop your coding agent from burying the answer. ADHD-friendly output.,Python,38697,2218,"3,882 stars today",ayghri; thejesh23; claude; SillyDark; commie70
2,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,54160,9434,630 stars today,rohitg00; github-actions; abhinav-m22; thereisnotime; thejesh23
3,jiji262/douyin-downloader,https://github.com/jiji262/douyin-downloader,"A practical Douyin downloader for both single-item and profile batch downloads, with progress display, retries, SQLite deduplication, and browser fallback support. 抖音批量下载工具，去水印，支持视频、图集、合集、音乐(原声)。",Python,9922,1555,55 stars today,jiji262; dennistodo; greptile-apps; craft-agents-bot; claude
4,NVIDIA/Megatron-LM,https://github.com/NVIDIA/Megatron-LM,Ongoing research training transformer models at scale,Python,17846,4490,31 stars today,ko3n1g; jaredcasper; shanmugamr1992; lmcafee-nvidia; deepakn94
5,TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,Python,104524,20036,745 stars today,Yijia-Xiao; EdwardoSunny; CadeYu; luohy15; claude
6,openai/skills,https://github.com/openai/skills,Skills Catalog for Codex,Python,26869,1801,89 stars today,dkundel-openai; gverma-openai; vb-openai; ae-openai; quuu
7,gpustack/gpustack,https://github.com/gpustack/gpustack,"A GPU cluster manager for high-performance AI model serving (vLLM, SGLang) and on-demand SSH-accessible GPU instances.",Python,5664,641,12 stars today,gitlawr; aiwantaozi; orangedeng; thxCode; yxf0314
8,huggingface/speech-to-speech,https://github.com/huggingface/speech-to-speech,Build voice agents with open-source models,Python,13152,1653,27 stars today,andimarafioti; eustlb; A-Mahla; salignatmoandal; Hotragn
9,ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,"Ultralytics YOLO26, YOLO11, YOLOv8 — object detection, instance segmentation, semantic segmentation, image classification, pose estimation, object tracking",Python,61489,11750,43 stars today,glenn-jocher; UltralyticsAssistant; Laughing-q; RizwanMunawar; Y-T-G
10,google-deepmind/alphagenome,https://github.com/google-deepmind/alphagenome,This API provides programmatic access to the AlphaGenome model developed by Google DeepMind.,Python,2084,291,18 stars today,tomwardio; adamgayoso; LaurenNicoln; n-latysheva
11,datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,📚 《从零开始构建智能体》——从零开始的智能体原理与实践教程,Python,78309,9728,256 stars today,jjyaoao; HeteroCat; JJasonSun; fengju0213; Tasselszcx
12,Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,The 30 Days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than 100 days. Follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw,Python,73414,13425,142 stars today,Asabeneh; yuzaiakira; pkiczko; Momokh99; kjs1019
