Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,antirez/ds4,https://github.com/antirez/ds4,"DeepSeek 4 Flash and PRO local inference engine for Metal, CUDA and ROCm",C,20385,1802,384 stars today,antirez; mitsuhiko; claude; jackygurui; cv
2,obsproject/obs-studio,https://github.com/obsproject/obs-studio,OBS Studio - Free and open source software for live streaming and screen recording,C,74488,9545,48 stars today,jp9000; jpark37; derrod; PatTheMav; RytoEX
3,HarbourMasters/Lighthouse,https://github.com/HarbourMasters/Lighthouse,Pas de description,C,290,22,73 stars today,Caladius; JeodC; scorched11; Malkierian; Fredomato
4,xiaojieonly/Ehviewer_CN_SXJ,https://github.com/xiaojieonly/Ehviewer_CN_SXJ,ehviewer，用爱发电，快乐前行,C,25840,684,45 stars today,xiaojieonly; UjuiUjuMandan; wyapx; zhao-ng327; eithwa
5,meshcore-dev/MeshCore,https://github.com/meshcore-dev/MeshCore,"A new lightweight, hybrid routing mesh protocol for packet radios",C,3369,1169,7 stars today,ripplebiz; liamcottle; fdlamotte; recrof; oltaco
6,lcdyk0517/arkos4clone,https://github.com/lcdyk0517/arkos4clone,ArkOS for Unofficial Devices,C,609,323,0 stars today,lcdyk; lcdyk0517; xunicatt; AeolusUX; leehihi123
7,FalkorDB/FalkorDB,https://github.com/FalkorDB/FalkorDB,A super fast Graph Database uses GraphBLAS under the hood for its sparse adjacency matrix graph representation. Our goal is to provide the best Knowledge Graph for LLM (GraphRAG).,Rust,5137,414,252 stars today,swilly22; AviAvni; jeffreylovitz; gkorland; dependabot
8,mgba-emu/mgba,https://github.com/mgba-emu/mgba,mGBA Game Boy Advance Emulator,C,7249,1039,2 stars today,endrift; ahigerd; lotharsm; bentley; waddlesplash
9,flipperdevices/flipperzero-firmware,https://github.com/flipperdevices/flipperzero-firmware,Flipper Zero firmware source code,C,16410,3427,6 stars today,skotopes; hedger; DrZlo13; gornekich; glitchcore
10,nothings/stb,https://github.com/nothings/stb,stb single-file public domain libraries for C/C++,C,34336,8072,4 stars today,nothings; rygorous; BSVino; ocornut; rwhitworth
11,karpathy/llama2.c,https://github.com/karpathy/llama2.c,Inference Llama 2 in one file of pure C,C,19915,2593,21 stars today,karpathy; mpcusack-color; atamurad; richinseattle; tairov
12,HandBrake/HandBrake,https://github.com/HandBrake/HandBrake,HandBrake's development repository,C,23920,1668,18 stars today,sr55; jstebbins; galad87; bradleysepos; jbrjake
13,immortalwrt/immortalwrt,https://github.com/immortalwrt/immortalwrt,An opensource OpenWrt variant for mainland China users.,C,11332,3778,10 stars today,juhosg; 1715173329; ffainelli; nbd168; hauke
14,olikraus/u8g2,https://github.com/olikraus/u8g2,"U8glib library for monochrome displays, version 2",C,6610,1216,5 stars today,olikraus; izilzty; basilfx; matthijskooijman; fherrera124
15,darktable-org/darktable,https://github.com/darktable-org/darktable,darktable is an open source photography workflow application and raw developer,C,12888,1390,9 stars today,TurboGit; hanatos; houz; LebedevRI; jenshannoschwalm
16,mit-pdos/xv6-riscv,https://github.com/mit-pdos/xv6-riscv,Xv6 for RISC-V,C,10139,4127,7 stars today,kaashoek; zeldovich; segfauIt; 4ge32; anishathalye
17,micropython/micropython,https://github.com/micropython/micropython,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems,C,21960,8918,5 stars today,dpgeorge; pfalcon; jimmo; robert-hh; iabdalkader
18,systemd/systemd,https://github.com/systemd/systemd,The systemd System and Service Manager,C,16557,4612,5 stars today,poettering; yuwata; keszybz; bluca; daandemeyer
