Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,"GitNexus: The Zero-Server Code Intelligence Engine - GitNexus is a client-side knowledge graph creator that runs entirely in your browser. Drop in a GitHub repo or ZIP file, and get an interactive knowledge graph wit a built in Graph RAG Agent. Perfect for code exploration",TypeScript,24593,2739,"1,195 stars today",abhigyanpatwari; claude; magyargergo; naicud; zander-raycraft
2,tobi/qmd,https://github.com/tobi/qmd,"mini cli search engine for your docs, knowledge bases, meeting notes, whatever. Tracking current sota approaches while being all local",TypeScript,19603,1180,859 stars today,tobi; claude; danmackinlay; shreyaskarnik; burke
3,alibaba/page-agent,https://github.com/alibaba/page-agent,JavaScript in-page GUI agent. Control web interfaces with natural language.,TypeScript,16227,1296,535 stars today,gaomeng1900; dependabot; Copilot; JasonOA888; Copilot
4,ResearAI/DeepScientist,https://github.com/ResearAI/DeepScientist,"Now, Stronger AI Pushes Frontiers, Stronger Our Shared Future.",TypeScript,1793,185,191 stars today,ResearAI; netizenXuan; zhwxv; gaofeng21cn; Okyumi
5,freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free.",TypeScript,442139,44178,239 stars today,ojeytonwilliams; raisedadead; camperbot; renovate; renovate-bot
6,badlogic/pi-mono,https://github.com/badlogic/pi-mono,"AI agent toolkit: coding agent CLI, unified LLM API, TUI & web UI libraries, Slack bot, vLLM pods",TypeScript,32917,3612,510 stars today,badlogic; hjanuschka; github-actions; markusylisiurunen; aliou
7,xandemon/developer-icons,https://github.com/xandemon/developer-icons,"A collection of well-optimized SVG tech logos for developers and designers—customizable, scalable, and free.",TypeScript,1803,160,783 stars today,xandemon; The-Best-Codes; Mori-Yang; walkerrandolphsmith; Sawrozzz
8,openclaw/openclaw,https://github.com/openclaw/openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞,TypeScript,351332,70665,"1,339 stars today",steipete; vincentkoc; Takhoffman; obviyus; gumadeiras
9,fluxerapp/fluxer,https://github.com/fluxerapp/fluxer,"A free and open source instant messaging and VoIP platform built for friends, groups, and communities. Self-hosting and more activity in this repository is coming very soon! See the README.",TypeScript,7977,440,62 stars today,hampus-fluxer; Jiralite; M0n7y5; fenbyte; dynamicbark
10,remotion-dev/remotion,https://github.com/remotion-dev/remotion,🎥 Make videos programmatically with React,TypeScript,42212,2756,146 stars today,JonnyBurger; patsalv; samohovets; claude; UmungoBungo
11,KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,"Shannon Lite is an autonomous, white-box AI pentester for web applications and APIs. It analyzes your source code, identifies attack vectors, and executes real exploits to prove vulnerabilities before they reach production.",TypeScript,37404,3967,988 stars today,ajmallesh; ezl-keygraph; claude; keygraphVarun; Khaushik-keygraph
12,YishenTu/claudian,https://github.com/YishenTu/claudian,An Obsidian plugin that embeds Claude Code as an AI collaborator in your vault,TypeScript,6244,362,160 stars today,YishenTu; claude; summerKK; github-actions; AlexSuprun
13,a-ghorbani/pocketpal-ai,https://github.com/a-ghorbani/pocketpal-ai,An app that brings language models directly to your phone.,TypeScript,6434,642,25 stars today,a-ghorbani; actions-user; weblate; menachem-dadon; ArkaneFans
14,lukilabs/craft-agents-oss,https://github.com/lukilabs/craft-agents-oss,Pas de description,TypeScript,3630,565,94 stars today,github-actions; balintorosz; rjulius23; eachann1024; fagemx
