Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,koala73/worldmonitor,https://github.com/koala73/worldmonitor,"Real-time global intelligence dashboard. AI-powered news aggregation, geopolitical monitoring, and infrastructure tracking in a unified situational awareness interface",TypeScript,71774,10813,"3,175 stars today",koala73; claude; SebastienMelki; NewCoder3294; lspassos1
2,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Never stop coding. Free MIT AI gateway: one endpoint, 290+ providers (90+ free), 500+ models — Kimi, Claude, GPT, OpenAI, Gemini, GLM, DeepSeek, MiniMax. Works with Claude Code, Codex, Cursor, OpenCode, Cline & Copilot. Quota-aware auto-fallback, RTK+Caveman compression saves 15-95% tokens, MCP/A2A, Desktop/PWA. Built by 500+ contributors",TypeScript,27351,3584,"1,929 stars today",diegosouzapw; oyi77; claude; dependabot; rdself
3,agegr/pi-web,https://github.com/agegr/pi-web,Web UI for the pi coding agent,TypeScript,2398,327,315 stars today,agegr; lifu963; fallleave; zhudatou630; Kabochar
4,likec4/likec4,https://github.com/likec4/likec4,"Visualize, collaborate, and evolve the software architecture with always actual and live diagrams from your code",TypeScript,4733,321,472 stars today,davydkov; renovate; sraphaz; cursoragent; pavelpykhtin
5,freemocap/freemocap,https://github.com/freemocap/freemocap,Free Motion Capture for Everyone 💀✨,TypeScript,9680,891,52 stars today,jonmatthis; aaroncherian; endurance; philipqueen; trentwirth
6,CoreBunch/Instatic,https://github.com/CoreBunch/Instatic,Instatic is a modern self-hosted visual CMS - get it running in 1 minute,TypeScript,3950,375,179 stars today,DavidBabinec; claude; RemiAsselin42; hrq-chiuchi; mvanhorn
7,stablyai/orca,https://github.com/stablyai/orca,"Orca is the ADE for working with a fleet of parallel agents. Run any coding agent with your own subscription. Available on desktop, mobile and VPS.",TypeScript,27475,1953,"1,307 stars today",nwparker; orca-ide; AmethystLiang; Jinwoo-H; brennanb2025
8,Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,Spec-driven development (SDD) for AI coding assistants.,TypeScript,62342,4316,191 stars today,TabishB; claude; clay-good; github-actions; openspec-release-bot
9,every-app/open-seo,https://github.com/every-app/open-seo,Open source alternative to Semrush and Ahrefs,TypeScript,7511,807,408 stars today,bensenescu; claude; bookingseo; mvanhorn; shuvamk
10,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit: unified LLM API, agent loop, TUI, coding agent CLI",TypeScript,76396,9406,816 stars today,badlogic; mitsuhiko; github-actions; cristinaponcela; hjanuschka
11,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,"Open Multi-Agent Interactive Classroom — Get an immersive, multi-agent learning experience in just one click",TypeScript,20077,3947,72 stars today,wyuc; claude; cosarah; YizukiAme; ly-wang19
12,C4illin/ConvertX,https://github.com/C4illin/ConvertX,💾 Self-hosted online file converter. Supports 1000+ formats ⚙️,TypeScript,17857,987,240 stars today,C4illin; renovate; dependabot; Laertes87; flrjrf
13,can1357/oh-my-pi,https://github.com/can1357/oh-my-pi,"⌥ AI Coding agent for the terminal — hash-anchored edits, optimized tool harness, LSP, Python, browser, subagents, and more",TypeScript,19428,1817,196 stars today,can1357; badlogic; roboomp; Mathews-Tom; metaphorics
14,oblien/openship,https://github.com/oblien/openship,Self-hosted deployment platform,TypeScript,7938,604,744 stars today,Hydralerne; shuvamk; claude; Rajioba1; Rish-it
