Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,192690,29805,"2,025 stars today",affaan-m; claude; pangerlkr; greptile-apps; dependabot
2,Axorax/awesome-free-apps,https://github.com/Axorax/awesome-free-apps,Curated list of the best free apps for PC and mobile,JavaScript,4630,238,192 stars today,Axorax; trimclain; 1337Core; github-actions; 6512345
3,nodejs/node,https://github.com/nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,JavaScript,117380,35653,19 stars today,Trott; ry; bnoordhuis; addaleax; isaacs
4,pbakaus/impeccable,https://github.com/pbakaus/impeccable,The design language that makes your AI harness better at design.,JavaScript,30256,1658,265 stars today,pbakaus; claude; vinaypokharkar; rohan-tessl; shog86
5,gorhill/uBlock,https://github.com/gorhill/uBlock,uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.,JavaScript,64996,4131,58 stars today,gorhill; Deathamns; chrisaljoudi; mjethani; AlexVallat
6,jellyfin/jellyfin-web,https://github.com/jellyfin/jellyfin-web,The Free Software Media System - Official Web Client,JavaScript,3597,2013,8 stars today,thornbill; LukePulverenti; dkanada; WWWesten; renovate
7,jtenniswood/espcontrol,https://github.com/jtenniswood/espcontrol,Esphome based smart home control panel,JavaScript,429,50,14 stars today,jtenniswood; renovate; claude; wonderslug; benJDtom
8,zen-browser/desktop,https://github.com/zen-browser/desktop,Welcome to a calmer internet,JavaScript,42215,1510,44 stars today,mr-cheffy; Slowlife01; kristijanribaric; octaviusz; BrhmDev
9,SillyTavern/SillyTavern,https://github.com/SillyTavern/SillyTavern,LLM Frontend for Power Users.,JavaScript,28323,5395,81 stars today,Cohee1207; Wolfsblvt; RossAscends; LenAnderson; valadaptive
10,gildas-lormeau/SingleFile,https://github.com/gildas-lormeau/SingleFile,Web Extension for saving a faithful copy of a complete web page in a single HTML file,JavaScript,21304,1336,44 stars today,gildas-lormeau; solokot; xesarni; frostblazergit; strel
11,qist/tvbox,https://github.com/qist/tvbox,OK影视、tvbox配置文件，如果喜欢，请Fork自用。使用前请仔细阅读仓库说明，一旦使用将被视为你已了解。,JavaScript,9471,3464,16 stars today,gaotianliuyun; qist; st7833232; dependabot; taomi
