Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,cloudflare/security-audit-skill,https://github.com/cloudflare/security-audit-skill,"A coding-agent skill for multi-phase security audits with independently verified, machine-readable findings",JavaScript,7609,431,927 stars today,literally-dan; CooperSheroy; kennysarnoski-jarvis
2,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,95547,10115,658 stars today,addyosmani; nucliweb; federicobartoli; claude; HMAKT99
3,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,260404,38979,"1,057 stars today",affaan-m; haelyra; claude; dependabot; pangerlkr
4,fleetbase/fleetbase,https://github.com/fleetbase/fleetbase,Modular logistics and supply chain operating system (LSOS),JavaScript,3740,966,282 stars today,roncodes; shivthakker; claude; ekini; TemuulenBM
5,darkzOGx/youtube-automation-agent,https://github.com/darkzOGx/youtube-automation-agent,"🎬 Fully automated YouTube channel management with AI agents. Creates, optimizes & publishes videos 24/7. Works with FREE Gemini API or OpenAI. No coding required!",JavaScript,3656,1031,108 stars today,claude; darkzOGx
6,kunchenguid/lavish-axi,https://github.com/kunchenguid/lavish-axi,HTML is the new markdown. Lavish is the new editor for your HTML artifacts.,JavaScript,3855,328,106 stars today,kunchenguid; github-actions; cursoragent; claude; Julian-Dasilva
7,stdlib-js/stdlib,https://github.com/stdlib-js/stdlib,✨ The fundamental numerical library for JavaScript and TypeScript. ✨                   ⭐️ Star to support our work!,JavaScript,6087,1278,5 stars today,kgryte; Planeshifter; stdlib-bot; gururaj1512; headlessNode
8,laoma2053/awesome-zhuiju-free,https://github.com/laoma2053/awesome-zhuiju-free,免费无广告的追剧资源指南，人工精选资源、每天检测资源有效性。收录在线影视、影视APP、网盘搜索、磁力BT、字幕、TVBox / 影视仓空壳软件/配置地址、IPTV直播源、会员拼团、影视相关开源项目。开源，社区共同维护。,JavaScript,8777,540,60 stars today,github-actions; laoma2053
9,Mathieu2301/TradingView-API,https://github.com/Mathieu2301/TradingView-API,📈 Get real-time stocks from TradingView,JavaScript,5251,899,183 stars today,Mathieu2301; clins1994; brandonros; OguzBey; dependabot
10,Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,Stop renting your intelligence. Own it with AnythingLLM. Everything you need for a powerful local-first agent experience,JavaScript,66201,7345,45 stars today,timothycarambat; shatfield4; angelplusultra; marmar9615-cloud; KPCOFGS
11,jarrodwatts/claude-hud,https://github.com/jarrodwatts/claude-hud,"A Claude Code plugin that shows what's happening - context usage, active tools, running agents, and todo progress",JavaScript,28118,1298,22 stars today,jarrodwatts; github-actions; claude; dependabot; UnpxreTW
12,mozilla/pdf.js,https://github.com/mozilla/pdf.js,PDF Reader in JavaScript,JavaScript,53993,10679,10 stars today,Snuffleupagus; timvandermeij; calixteman; yurydelendik; brendandahl
13,ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,"Open-source foundation of ToolJet AI - the enterprise app generation platform for internal tools, dashboards, business applications, workflows and AI agents. Build visually, from a prompt, or from Claude Code, Codex and Cursor over MCP 🚀",JavaScript,41030,5449,13 stars today,johnsoncherian; adishM98; Navaneeth-pk; gsmithun4; akshaysasidrn
14,xuanyustudio/LocalMiniDrama,https://github.com/xuanyustudio/LocalMiniDrama,"🎬 seedance2接入 开源本地 AI 短剧 & 漫剧生成工具 —— 从故事到成片一站式完成，数据不出本机，短剧工作流管理平台，高灵活度，AI真人剧，AI漫剧本地搞定。 Open-source local AI short drama maker: story → storyboard → video, fully offline, your data stays yours. 纳米流水线",JavaScript,1892,428,116 stars today,xuanyustudio; cursoragent; Link-1028; 4022chat; Linorman
