Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,rivet-dev/rivet,https://github.com/rivet-dev/rivet,"Rivet Actors are the primitive for stateful workloads. Built for AI agents, collaborative apps, and durable execution.",Rust,5978,212,25 stars today,NathanFlurry; MasterPtato; jog1t; IGassmann; NicholasKissel
2,jdx/mise,https://github.com/jdx/mise,"dev tools, env vars, task runner",Rust,32208,1344,48 stars today,jdx; claude; mise-en-dev; renovate; autofix-ci
3,HakanSeven12/OpenCADStudio,https://github.com/HakanSeven12/OpenCADStudio,"A CAD application built with Rust — 2D/3D drawing, DWG/DXF support, and GPU-accelerated rendering",Rust,679,77,87 stars today,HakanSeven12; claude; KarimJerbi; KevinGriffin-new; sLuCHaa
4,denoland/celld,https://github.com/denoland/celld,"self-hosted, distributed Durable Objects",Rust,2891,92,384 stars today,ry; magurotuna; wperron
5,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,89098,11868,156 stars today,ruvnet; claude; proffesor-for-testing; dependabot; github-actions
6,lancedb/lancedb,https://github.com/lancedb/lancedb,Developer-friendly OSS embedded retrieval library for multimodal AI. Search More; Manage Less.,Rust,11108,996,8 stars today,wjones127; changhiskhan; eddyxu; westonpace; AyushExel
7,DioxusLabs/blitz,https://github.com/DioxusLabs/blitz,A radically modular HTML/CSS rendering engine,Rust,3977,177,21 stars today,nicoburns; jkelleyrtp; kokoISnoTarget; claude; tonybierman
8,servo/servo,https://github.com/servo/servo,"Servo aims to empower developers with a lightweight, high-performance alternative for embedding web technologies in applications.",Rust,37655,3744,27 stars today,emilio; Ms2ger; dependabot; jdm; mrobinson
9,surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,"A scalable, distributed, collaborative, document-graph database, for the realtime web",Rust,32858,1331,14 stars today,tobiemh; rushmorem; emmanuel-keller; ssttuu; kearfy
10,RustPython/RustPython,https://github.com/RustPython/RustPython,A Python Interpreter written in Rust,Rust,22260,1471,9 stars today,youknowone; coolreader18; windelbouwman; fanninpm; palaviv
11,malisper/pgrust,https://github.com/malisper/pgrust,"Postgres rewritten in Rust, now faster than Postgres and Clickhouse",Rust,4273,160,60 stars today,malisper; BookSock; claude; github-actions; detail-app
12,lanyeeee/bilibili-video-downloader,https://github.com/lanyeeee/bilibili-video-downloader,哔哩哔哩 bilibili B站 视频 下载器，图形界面 + nfo刮削 + 广告标记 + 字幕下载 + 弹幕下载，轻松将视频加入emby等媒体库,Rust,1818,113,9 stars today,lanyeeee; zhiyu1998
13,microsoft/mxc,https://github.com/microsoft/mxc,"Policy-driven, layered isolation and containment",Rust,1212,61,5 stars today,Copilot; MGudgin; SohamDas2021; bbonaby; caarlos0
14,louis-e/arnis,https://github.com/louis-e/arnis,Generate any location from the real world in Minecraft with a high level of detail.,Rust,17376,1448,32 stars today,louis-e; claude; dependabot; Oleg4260; XianlinSheng
15,juspay/hyperswitch,https://github.com/juspay/hyperswitch,"Open source, composable payments platform | PCI compliant | SaaS and Self-host options | Enables connectivity to multiple payment, payout, fraud, vault and tokenization providers | Uplifts authorization with intelligent routing and revenue recovery | Reduce payment processing costs with cost observability | Reduces payment ops with reconciliation",Rust,43428,5024,15 stars today,hyperswitch-bot; github-actions; SanchithHegde; Narayanbhat166; swangi-kumari
16,Pumpkin-MC/Pumpkin,https://github.com/Pumpkin-MC/Pumpkin,Empowering everyone to host fast and efficient Minecraft servers.,Rust,10639,722,13 stars today,Snowiiii; kralverde; Bryntet; lukas0008; Purdze
17,claration/Impactor,https://github.com/claration/Impactor,Cross-platform & feature rich iOS/iPadOS/tvOS sideloading application.,Rust,2889,173,26 stars today,claration; se2crid; ssalggnikool; Perry-322; mq1
18,rustfs/rustfs,https://github.com/rustfs/rustfs,"🚀2.3x faster than MinIO for 4KB object payloads. RustFS is an open-source, S3-compatible high-performance object storage system supporting migration and coexistence with other S3-compatible platforms such as MinIO and Ceph.",Rust,30824,1374,37 stars today,overtrue; houseme; heihutu; weisd; loverustfs
19,Kuberwastaken/claurst,https://github.com/Kuberwastaken/claurst,Agentic Coding for Builders who Ship,Rust,10217,7785,6 stars today,Kuberwastaken; jhult; k99k5; AdamBajger; github-actions
