Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,microsoft/terminal,https://github.com/microsoft/terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",C++,103184,9280,27 stars today,DHowett; zadjii-msft; lhecker; carlos-zamora; miniksa
2,hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,"Hyprland is an independent, highly customizable, dynamic tiling Wayland compositor that doesn't sacrifice on its looks.",C++,35818,1732,48 stars today,vaxerski; fufexan; gulafaran; MightyPlaza; UjinT34
3,google/perfetto,https://github.com/google/perfetto,"Production-grade client-side tracing, profiling, and analysis for complex software systems.",C++,5934,783,6 stars today,LalitMaganti; primiano; chromy; fmayer; stevegolton
4,srsran/srsRAN_Project,https://github.com/srsran/srsRAN_Project,Open source O-RAN 5G CU/DU solution from Software Radio Systems (SRS) https://docs.srsran.com/projects/project,C++,1065,379,5 stars today,frankist; alvasMan; asaezper; FabianEckermann; herlesupreeth
5,bambulab/BambuStudio,https://github.com/bambulab/BambuStudio,PC Software for BambuLab and other 3D printers,C++,4470,778,6 stars today,Haidiye00; XunZhangBambu; walterwongbbl; bambu123; zhimin-zeng-bambulab
6,juce-framework/JUCE,https://github.com/juce-framework/JUCE,"JUCE is an open-source cross-platform C++ application framework for desktop and mobile applications, including VST, VST3, AU, AUv3, LV2 and AAX audio plug-ins.",C++,8415,2068,3 stars today,reuk; ed95; julianstorer; hogliux; tpoole
7,OpenRCT2/OpenRCT2,https://github.com/OpenRCT2/OpenRCT2,An open source re-implementation of RollerCoaster Tycoon 2 🎢,C++,15621,1782,10 stars today,IntelOrca; Gymnasiast; duncanspumpkin; janisozaur; ZehMatt
8,wazuh/wazuh,https://github.com/wazuh/wazuh,Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.,C++,15603,2300,15 stars today,vikman90; Dwordcito; TomasTurina; chemamartinez; juliancnn
9,FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,"Official source code of FreeCAD, a free and opensource multiplatform 3D parametric modeler.",C++,30928,5551,12 stars today,wwmayer; yorikvanhavre; berndhahnebach; chennes; WandererFan
10,google/sentencepiece,https://github.com/google/sentencepiece,Unsupervised text tokenizer for Neural Network-based text generation.,C++,11824,1347,3 stars today,taku910; dependabot; resec; thammegowda; kenhys
11,electronicarts/mesh2splat,https://github.com/electronicarts/mesh2splat,Fast mesh to 3D gaussian splat conversion,C++,818,72,4 stars today,scolariscolapasta; MMittring; Xxianna; zigguratvertigo; jambuttenshaw
12,esphome/esphome,https://github.com/esphome/esphome,"ESPHome is a system to control your ESP32, ESP8266, BK72xx, RP2040 by simple yet powerful configuration files and control them remotely through Home Automation systems.",C++,11076,5281,10 stars today,jesserockz; bdraco; OttoWinter; swoboda1337; dependabot
13,shader-slang/slang,https://github.com/shader-slang/slang,Making it easier to work with shaders,C++,5293,447,2 stars today,csyonghe; jsmall-zzz; expipiplus1; jkwak-work; slangbot
14,gcc-mirror/gcc,https://github.com/gcc-mirror/gcc,Pas de description,C++,10935,4754,3 stars today,jakubjelinek; rguenth; jwakely; jicama; ebotcazou
15,kvcache-ai/Mooncake,https://github.com/kvcache-ai/Mooncake,"Mooncake is the serving platform for Kimi, a leading LLM service provided by Moonshot AI.",C++,5341,750,8 stars today,stmatengss; xiaguan; alogfans; ShangmingCai; ykwd
16,grpc/grpc,https://github.com/grpc/grpc,"C++ based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",C++,44762,11172,11 stars today,ctiller; jtattermusch; markdroth; vjpai; yashykt
17,ossrs/srs,https://github.com/ossrs/srs,"SRS is a simple, high-efficiency, real-time media server supporting RTMP, WebRTC, HLS, HTTP-FLV, HTTP-TS, SRT, MPEG-DASH, and GB28181, with codec support for H.264, H.265, AV1, VP9, AAC, Opus, and G.711.",C++,28828,5672,6 stars today,winlinvip; ossrs-ai; xiaozhihong; duiniuluantanqin; chundonglinlin
18,carla-simulator/carla,https://github.com/carla-simulator/carla,Open-source simulator for autonomous driving research.,C++,13959,4564,9 stars today,nsubiron; bernatx; marcgpuig; Axel1092; DSantosO
