Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,tradesdontlie/tradingview-mcp,https://github.com/tradesdontlie/tradingview-mcp,AI-assisted TradingView chart analysis — connect Claude Code to your TradingView Desktop for personal workflow automation,JavaScript,5070,2199,352 stars today,tradesdontlie; claude; xxhanselxx-sudo; jawadtazi-dot; wowkin2
2,earthtojake/text-to-cad,https://github.com/earthtojake/text-to-cad,"A collection of agent skills for CAD, robotics and hardware design",JavaScript,9621,1060,621 stars today,earthtojake; github-actions; claude; arronzhang; vasco3
3,react/react,https://github.com/react/react,The library for web and native user interfaces.,JavaScript,246668,51288,69 stars today,sebmarkbage; zpao; gaearon; acdlite; sophiebits
4,axios/axios,https://github.com/axios/axios,Promise based HTTP client for the browser and node.js,JavaScript,109138,11774,14 stars today,jasonsaayman; mzabriskie; DigitalBrainJS; nickuraltsev; github-actions
5,swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui,"Swagger UI is a collection of HTML, JavaScript, and CSS assets that dynamically generate beautiful documentation from a Swagger-compliant API.",JavaScript,28919,9263,12 stars today,shockey; dependabot; fehguy; char0n; bodnia
6,microsoft/power-platform-skills,https://github.com/microsoft/power-platform-skills,"A plugin marketplace for Claude Code/GitHub Copilot that provides Power Platform development plugins, including reusable skills, agents, and commands for building and deploying solutions.",JavaScript,539,108,14 stars today,priyanshu92; claude; Copilot; lesaltzm; Copilot
7,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman,JavaScript,92121,5225,400 stars today,JuliusBrussee; claude; github-actions; sebastianbreguel; vraj00222
8,HughYau/qiushi-skill,https://github.com/HughYau/qiushi-skill,"求是Skill——从经典唯物辩证法与实践哲学中提炼出一条总原则和九大方法论工具武装AI大脑。Qiushi-Skill: Build agents that investigate first, focus on the main contradiction, validate in practice, and keep pushing until the work is actually done.",JavaScript,3606,271,11 stars today,HughYau; skytodmoon; theLittleStone; 5p2O5pe25ouT; arnold117
9,atlassian/atlassian-mcp-server,https://github.com/atlassian/atlassian-mcp-server,"Official remote MCP server for Atlassian. Securely connect Jira, Confluence, Jira Service Management, Bitbucket, and Compass to Claude, ChatGPT, Cursor, VS Code, and other AI tools using OAuth 2.1 or API tokens.",JavaScript,894,114,8 stars today,lsosa1; jatinkrmalik; pnguyen-atlassian; iosamaatlassian; ekahinga
10,hzm0321/real-time-fund,https://github.com/hzm0321/real-time-fund,基金实时估值查看,JavaScript,1553,481,8 stars today,hzm0321; Latezly
11,qeeqbox/social-analyzer,https://github.com/qeeqbox/social-analyzer,"API, CLI, and Web App for analyzing and finding a person's profile in 1000 social media \ websites",JavaScript,23554,2263,29 stars today,giga-a; qb-auto; SethFalco; dependabot; supersourlemons
12,playcanvas/engine,https://github.com/playcanvas/engine,"Powerful web graphics runtime built on WebGL, WebGPU, WebXR and glTF",JavaScript,16298,1937,16 stars today,willeastcott; daredevildave; mvaligursky; guycalledfrank; vkalpias
13,bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,</> htmx - high power tools for HTML,JavaScript,48623,1622,34 stars today,1cg; bencroker; benpate; alexpetros; Telroshan
14,WebGoat/WebGoat,https://github.com/WebGoat/WebGoat,WebGoat is a deliberately insecure application,JavaScript,9235,7786,4 stars today,nbaars; misfir3; dependabot; zubcevic; mayhew64
15,sandeco/reversa,https://github.com/sandeco/reversa,Transform legacy systems into executable specifications for AI coding agents,JavaScript,1387,370,6 stars today,claude; sandeco
16,remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,Source for remoteintech.company — a community-maintained directory of remote-friendly tech companies,JavaScript,40577,3940,8 stars today,dougaitken; jessicard; dependabot; claude; nylen
17,jgraph/drawio,https://github.com/jgraph/drawio,"draw.io is a JavaScript, client-side editor for general diagramming.",JavaScript,6978,1091,35 stars today,davidjgraph; alderg; mediaslav; m-mohamedin; MJomaa
