Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,google/osv-scanner,https://github.com/google/osv-scanner,Vulnerability scanner written in Go which uses the data provided by https://osv.dev,Go,9744,642,404 stars today,another-rex; G-Rath; renovate-bot; cuixq; osv-robot
2,hatchet-dev/hatchet,https://github.com/hatchet-dev/hatchet,🪓 Run Background Tasks at Scale,Go,6982,353,18 stars today,dependabot; abelanger5; grutt; mrkaye97; mnafees
3,etcd-io/etcd,https://github.com/etcd-io/etcd,Distributed reliable key-value store for the most critical data of a distributed system,Go,51640,10325,10 stars today,gyuho; xiang90; ahrtr; serathius; yichengq
4,kubernetes-sigs/agent-sandbox,https://github.com/kubernetes-sigs/agent-sandbox,"agent-sandbox enables easy management of isolated, stateful, singleton workloads, ideal for use cases like AI agent runtimes.",Go,1936,215,19 stars today,k8s-ci-robot; janetkuo; justinsb; barney-s; shrutiyam-glitch
5,moby/moby,https://github.com/moby/moby,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,Go,71490,18920,2 stars today,thaJeztah; cpuguy83; crosbymichael; vdemeester; vieux
6,microsoft/typescript-go,https://github.com/microsoft/typescript-go,Staging repo for development of native port of TypeScript,Go,25091,912,130 stars today,jakebailey; ahejlsberg; andrewbranch; Copilot; Andarist
7,Wei-Shaw/sub2api,https://github.com/Wei-Shaw/sub2api,Sub2API-CRS2 一站式开源中转服务，让 Claude、Openai 、Gemini、Antigravity订阅统一接入，支持拼车共享，更高效分摊成本，原生工具无缝使用。,Go,15426,2706,240 stars today,Wei-Shaw; IanShaw027; touwaeriol; claude; slovx2
8,gastownhall/gascity,https://github.com/gastownhall/gascity,Orchestration-builder SDK for multi-agent coding workflows,Go,417,109,55 stars today,julianknutsen; claude; sjarmak; GraemeF; csells
9,gin-gonic/gin,https://github.com/gin-gonic/gin,"Gin is a high-performance HTTP web framework written in Go. It provides a Martini-like API but with significantly better performance—up to 40 times faster—thanks to httprouter. Gin is designed for building REST APIs, web applications, and microservices.",Go,88378,8583,11 stars today,manucorporat; appleboy; javierprovecho; thinkerou; dependabot
10,everywall/ladder,https://github.com/everywall/ladder,Selfhosted alternative to 12ft.io. and 1ft.io. Proxy to remove CORS headers and modify HTML,Go,6438,301,9 stars today,mms-gianni; joncrangle; deoxykev; boomam; dkbednarczyk
11,cli/cli,https://github.com/cli/cli,GitHub’s official command line tool,Go,44057,8336,25 stars today,mislav; vilmibm; BagToad; williammartin; babakks
12,aldinokemal/go-whatsapp-web-multidevice,https://github.com/aldinokemal/go-whatsapp-web-multidevice,"GOWA - WhatsApp REST API with support for UI, Multi Account, Webhooks, and MCP, and Chatwoot. Built with Golang for efficient memory use.",Go,3831,911,6 stars today,aldinokemal; cursoragent; coderabbitai; AlmogBaku; claude
13,kgateway-dev/kgateway,https://github.com/kgateway-dev/kgateway,The Cloud-Native API Gateway and AI Gateway,Go,5468,744,3 stars today,soloio-bulldozer; jenshu; kdorosh; sam-heilbron; yuval-k
14,quic-go/quic-go,https://github.com/quic-go/quic-go,A production-ready QUIC implementation in pure Go,Go,11553,1548,0 stars today,marten-seemann; lucas-clemente; dependabot; WeidiDeng; Glonee
15,krillinai/KrillinAI,https://github.com/krillinai/KrillinAI,Video translation and dubbing tool powered by LLMs. The video translator offers 100 language translations and one-click full-process deployment. The video translation output is optimized for platforms like YouTube，TikTok. AI视频翻译配音工具，100种语言双向翻译，一键部署全流程，可以生抖音，小红书，哔哩哔哩，视频号，TikTok，Youtube等形态的内容成适配,Go,9905,887,15 stars today,maranello-o; wulien; krillinai; puji4810; PairZhu
16,grpc/grpc-go,https://github.com/grpc/grpc-go,The Go language implementation of gRPC. HTTP/2 based RPC,Go,22918,4664,1 star today,iamqizhao; menghanl; easwars; dfawley; zasweq
17,hashicorp/consul,https://github.com/hashicorp/consul,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",Go,29860,4582,5 stars today,slackpad; dnephin; armon; johncowen; mkeeler
18,hashicorp/vault,https://github.com/hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",Go,35502,4657,10 stars today,jefferai; hc-github-team-secure-vault-core; vishalnayak; armon; ncabatoff
19,vxcontrol/pentagi,https://github.com/vxcontrol/pentagi,Fully autonomous AI Agents system capable of performing complex penetration testing tasks,Go,15629,2102,60 stars today,asdek; mason5052; sirozha; dependabot; hhktony
20,coredns/coredns,https://github.com/coredns/coredns,CoreDNS is a DNS server that chains plugins,Go,14020,2435,1 star today,miekg; dependabot; chrisohaver; yongtang; dependabot-preview
