Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ruvnet/ruflo,https://github.com/ruvnet/ruflo,"🌊 The leading agent orchestration platform for Claude. Deploy intelligent multi-agent swarms, coordinate autonomous workflows, and build conversational AI systems. Features enterprise-grade architecture, self-learning swarm intelligence, RAG integration, and native Claude Code / Codex Integration",TypeScript,43869,4876,"2,432 stars today",ruvnet; claude; alexx-ftw; lanemc; tommy-ca
2,virattt/dexter,https://github.com/virattt/dexter,An autonomous agent for deep financial research,TypeScript,23861,2904,659 stars today,virattt; MkDev11; cursoragent; gupta-8; sjhddh
3,mksglu/context-mode,https://github.com/mksglu/context-mode,"Context window optimization for AI coding agents. Sandboxes tool output, 98% reduction. 14 platforms",TypeScript,13131,899,276 stars today,mksglu; claude; github-actions; ipedro; rjkaes
4,czlonkowski/n8n-mcp,https://github.com/czlonkowski/n8n-mcp,A MCP for Claude Desktop / Claude Code / Windsurf / Cursor to build n8n workflows for you,TypeScript,20104,3289,294 stars today,czlonkowski; claude; kimbo128; thesved; naXa777
5,ionic-team/capacitor,https://github.com/ionic-team/capacitor,"Build cross-platform Native Progressive Web Apps for iOS, Android, and the Web ⚡️",TypeScript,15596,1181,12 stars today,mlynch; jcesarmobile; imhoffd; markemer; IT-MikeS
6,Eugeny/tabby,https://github.com/Eugeny/tabby,A terminal for a more modern age,TypeScript,70990,4001,50 stars today,Eugeny; dependabot-preview; allcontributors; dependabot; Clem-Fern
7,blakeblackshear/frigate,https://github.com/blakeblackshear/frigate,NVR with realtime local object detection for IP cameras,TypeScript,31766,3067,26 stars today,NickM-27; blakeblackshear; hawkeye217; weblate; paularmstrong
8,thesysdev/openui,https://github.com/thesysdev/openui,The Open Standard for Generative UI,TypeScript,4306,282,190 stars today,i-subham23; ankit-thesys; abhithesys; rabisg; Aditya-thesys
9,actualbudget/actual,https://github.com/actualbudget/actual,A local-first personal finance app,TypeScript,26315,2407,18 stars today,MatissJanis; matt-fidd; joel-jeremy; j-f1; github-actions
10,vercel-labs/ai-cli,https://github.com/vercel-labs/ai-cli,Generate anything from your terminal,TypeScript,352,31,80 stars today,dancer; ctate; rauchg; shaper
11,ourongxing/newsnow,https://github.com/ourongxing/newsnow,Elegant reading of real-time and hottest news,TypeScript,19950,5621,62 stars today,ourongxing; bruceblink; d380025303; urlyy; jianlingzhong
