Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,google/googletest,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework,C++,39545,10895,8 stars today,gennadiycivil; derekmauro; kuzkry; copybara-github
2,duckdb/duckdb,https://github.com/duckdb/duckdb,DuckDB is an analytical in-process SQL database management system,C++,41323,3789,46 stars today,Mytherin; Tishj; pdet; hannes; carlopi
3,Neroued/ninfer,https://github.com/Neroued/ninfer,High-performance single-GPU inference for selected model checkpoints and GPUs.,C++,1949,363,113 stars today,Neroued; ARVLab; MichaelDementii; MOVIBALE; claude
4,microsoft/BitNet,https://github.com/microsoft/BitNet,Official inference framework for 1-bit LLMs,C++,40266,3730,11 stars today,potassiummmm; tsong-ms; younesbelkada; isHuangXin; XsquirrelC
5,godotengine/godot,https://github.com/godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,C++,117336,26777,78 stars today,akien-mga; Repiteo; reduz; Calinou; bruvzg
6,OrcaSlicer/OrcaSlicer,https://github.com/OrcaSlicer/OrcaSlicer,"G-code generator for 3D printers (Bambu, Prusa, Voron, VzBot, RatRig, Creality, etc.)",C++,15701,3084,4 stars today,SoftFever; Noisyfox; XinZhangBambu; walterwongbbl; ianalexis
7,ROCm/rocm-systems,https://github.com/ROCm/rocm-systems,super repo for rocm systems projects,C++,500,408,2 stars today,lmoriche; marifamd; dgaliffiAMD; kiritigowda; AryanSalmanpour
8,wazuh/wazuh,https://github.com/wazuh/wazuh,Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.,C++,16902,2486,10 stars today,vikman90; TomasTurina; Dwordcito; chemamartinez; juliancnn
9,Atmosphere-NX/Atmosphere,https://github.com/Atmosphere-NX/Atmosphere,Atmosphère is a work-in-progress customized firmware for the Nintendo Switch.,C++,19668,1475,27 stars today,SciresM; TuxSH; hexkyz; lioncash; ktemkin
10,react/react-native,https://github.com/react/react-native,A framework for building native applications using React,C++,126635,25277,22 stars today,reactjs-bot; mdvacca; cortinico; shergin; javache
11,JingMatrix/NeoZygisk,https://github.com/JingMatrix/NeoZygisk,Zygote injection with ptrace,C++,2300,184,7 stars today,JingMatrix; 5ec1cff; yujincheng08; Ylarod
12,YimMenu/YimMenuV2,https://github.com/YimMenu/YimMenuV2,Experimental menu for GTA 5: Enhanced,C++,1735,394,11 stars today,maybegreat48; ShinyWasabi; Mr-X-GTA; playday3008; Deadlineem
13,apache/arrow,https://github.com/apache/arrow,Apache Arrow is the universal columnar format and multi-language toolbox for fast data interchange and in-memory analytics,C++,17122,4300,7 stars today,kou; pitrou; wesm; kszucs; jorisvandenbossche
14,Z3Prover/z3,https://github.com/Z3Prover/z3,The Z3 Theorem Prover,C++,12682,1689,12 stars today,NikolajBjorner; levnach; Copilot; leodemoura; nunoplopes
15,ArduPilot/ardupilot,https://github.com/ArduPilot/ardupilot,"ArduPlane, ArduCopter, ArduRover, ArduSub source",C++,15877,21406,9 stars today,peterbarker; tridge; rmackay9; IamPete1; andyp1per
16,nlohmann/json,https://github.com/nlohmann/json,JSON for Modern C++,C++,50621,7500,11 stars today,nlohmann; dependabot; theodelrieu; falbrechtskirchinger; Teemperor
17,microsoft/WSL,https://github.com/microsoft/WSL,Windows Subsystem for Linux,C++,33714,1827,10 stars today,OneBlue; benhillis; Copilot; 49081; craigloewen-msft
18,vllm-project/vllm-ascend,https://github.com/vllm-project/vllm-ascend,Community maintained hardware plugin for vLLM on Ascend,C++,2836,2272,7 stars today,wangxiyuan; Potabk; zhangxinyuehfad; MengqingCao; Yikun
19,MrNeRF/LichtFeld-Studio,https://github.com/MrNeRF/LichtFeld-Studio,"Train, inspect, edit, automate, and export 3D Gaussian Splatting scenes from a single native application.",C++,3701,457,3 stars today,MrNeRF; github-actions; kmeirlaen; miriameng; dozeri83
20,yuaotian/antigravity-proxy,https://github.com/yuaotian/antigravity-proxy,🚀 Transparent proxy injector for Antigravity. Force SOCKS5/HTTP proxy without TUN mode on Windows. | 专为 Antigravity 打造的免 TUN 强制代理工具，支持 DLL 注入与进程流量劫持。,C++,4126,302,22 stars today,yuaotian; Thankyou-Cheems; github-actions
21,NVIDIA/cuda-quantum,https://github.com/NVIDIA/cuda-quantum,C++ and Python support for the CUDA Quantum programming model for heterogeneous quantum-classical workflows,C++,1136,457,1 star today,schweitzpgi; 1tnguyen; khalatepradnya; bettinaheim; sacpis
22,ZLMediaKit/ZLMediaKit,https://github.com/ZLMediaKit/ZLMediaKit,WebRTC/RTSP/RTMP/HTTP/HLS/HTTP-FLV/WebSocket-FLV/HTTP-TS/HTTP-fMP4/WebSocket-TS/WebSocket-fMP4/GB28181/SRT/STUN/TURN server and client framework based on C++11,C++,17546,4132,4 stars today,xia-chu; xiongguangjie; wasphin; Dw9; alexliyu7352
23,realsenseai/librealsense,https://github.com/realsenseai/librealsense,RealSense SDK,C++,9016,5042,1 star today,maloel; Nir-Az; dorodnic; remibettan; OhadMeir
