Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,davila7/claude-code-templates,https://github.com/davila7/claude-code-templates,CLI tool for configuring and monitoring Claude Code,Python,29041,3186,232 stars today,davila7; claude; github-actions; dependabot; cubic-dev-ai
2,home-assistant/core,https://github.com/home-assistant/core,🏡 Open source home automation that puts local control and privacy first.,Python,88716,38050,80 stars today,bdraco; balloob; epenet; frenck; emontnemery
3,ansible/ansible,https://github.com/ansible/ansible,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com.",Python,69600,24276,24 stars today,bcoca; mpdehaan; mattclay; jimi-c; abadger
4,pytorch/pytorch,https://github.com/pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,Python,101757,28478,43 stars today,pytorchmergebot; ezyang; malfet; zou3519; cyyever
5,FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,"No fortress, purely open ground. OpenManus is Coming.",Python,57179,9953,226 stars today,mannaandpoem; fred913; 666haiwen; CZH-THU; XiangJinyu
6,Soju06/codex-lb,https://github.com/Soju06/codex-lb,"Codex/ChatGPT multiple account load balancer & proxy with usage tracking, dashboard, and OpenCode-compatible endpoints",Python,2261,353,22 stars today,Soju06; Komzpa; allcontributors; huzky-v; Quack6765
7,microsoft/agent-governance-toolkit,https://github.com/microsoft/agent-governance-toolkit,"AI Agent Governance Toolkit — Policy enforcement, zero-trust identity, execution sandboxing, and reliability engineering for autonomous AI agents. Covers 10/10 OWASP Agentic Top 10.",Python,4823,847,30 stars today,imran-siddique; Copilot; dependabot; claude; finnoybu
8,AUTOMATIC1111/stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,Stable Diffusion web UI,Python,164194,30535,20 stars today,AUTOMATIC1111; w-e-w; dfaker; akx; catboxanon
9,openai/openai-python,https://github.com/openai/openai-python,The official Python library for the OpenAI API,Python,31254,5023,26 stars today,stainless-app; stainless-bot; RobertCraigie; apcha-oai; hallacy
10,lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,Focus on prompting and generating,Python,50980,8340,31 stars today,lllyasviel; mashb1t; MoonRide303; xhoxye
11,python/cpython,https://github.com/python/cpython,The Python programming language,Python,73783,35000,50 stars today,gvanrossum; vstinner; benjaminp; serhiy-storchaka; birkenfeld
12,volcengine/OpenViking,https://github.com/volcengine/OpenViking,"Self-evolving Context Database for AI Agents. Unify Agent Memory, Knowledge RAG and Skills.",Python,26594,2083,35 stars today,qin-ctx; claude; zhoujh01; r266-tech; ZaynJarvis
13,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.,Python,96852,14284,123 stars today,harry0703; yyhhyyyyyy; vuisme; claude; KevinZhang19870314
14,huggingface/speech-to-speech,https://github.com/huggingface/speech-to-speech,Build local voice agents with open-source models,Python,6078,857,94 stars today,andimarafioti; eustlb; A-Mahla; ylacombe; claude
15,cognizant-ai-lab/neuro-san-studio,https://github.com/cognizant-ai-lab/neuro-san-studio,A playground for neuro-san,Python,784,230,25 stars today,Noravee; ofrancon; d1donlydfink; shrushtiimehta; deepsaia
16,langflow-ai/langflow,https://github.com/langflow-ai/langflow,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,Python,151707,9655,117 stars today,ogabrielluiz; anovazzi1; Cristhianzl; lucaseduoli; autofix-ci
17,anthropics/claude-code,https://github.com/anthropics/claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",Python,137468,22203,157 stars today,actions-user; bcherny; claude; ant-kurt; ashwin-ant
18,ATH-MaaS/Pixelle-Video,https://github.com/ATH-MaaS/Pixelle-Video,🚀 AI 全自动短视频引擎 | AI Fully Automated Short Video Engine,Python,25117,3613,115 stars today,puke3615; hit-cxf; lltt90511; AuroraChloe; xianshi-yyds
19,yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp,A feature-rich command-line audio/video downloader,Python,177363,15162,261 stars today,dstftw; phihag; pukkandan; remitamine; jaimeMF
20,Skyvern-AI/skyvern,https://github.com/Skyvern-AI/skyvern,Automate browser based workflows with AI,Python,22195,2081,8 stars today,wintonzheng; LawyZheng; AronPerez; ykeremy; andrewneilson
21,Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,"Use claude code and codex for free in the terminal, VSCode extension, and discord like OpenClaw (voice supported)",Python,39664,6475,117 stars today,Alishahryar1; cursoragent; dependabot; claude; rishiskhare
22,Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,"100+ AI Agent & RAG apps you can actually run — clone, customize, ship.",Python,118036,17537,549 stars today,Shubhamsaboo; Madhuvod; claude; onestardao; libw0430
