Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,"A set of ready to use Agent Skills for research, science, engineering, analysis, finance and writing.",Python,23246,2491,673 stars today,TKassis; borealBytes; leipzig; claude; fedorov
2,anthropics/skills,https://github.com/anthropics/skills,Public repository for Agent Skills,Python,135858,16018,900 stars today,klazuka; claude; ericharmeling; rlancemartin; maheshmurag
3,awslabs/agent-plugins,https://github.com/awslabs/agent-plugins,"Agent Plugins for AWS equip AI coding agents with the skills to help you architect, deploy, and operate on AWS.",Shell,723,99,5 stars today,krokoko; scottschreckengaust; dependabot; claude; theagenticguy
4,PurpleAILAB/Decepticon,https://github.com/PurpleAILAB/Decepticon,Autonomous Hacking Agent for Red Team,Python,3863,769,39 stars today,PurpleCHOIms; claude; VoidChecksum; dependabot; Lempkey
5,HKUDS/CLI-Anything,https://github.com/HKUDS/CLI-Anything,"""CLI-Anything: Making ALL Software Agent-Native"" -- CLI-Hub: https://clianything.cc/",Python,35141,3453,333 stars today,yuh-yang; claude; AiMiDi; omerarslan0; furkankoykiran
6,rossant/awesome-math,https://github.com/rossant/awesome-math,A curated list of awesome mathematics resources,Python,15263,1502,116 stars today,rossant; davidleejy; mostafatouny; jackdolgin; mdave16
7,dograh-hq/dograh,https://github.com/dograh-hq/dograh,Open Source Voice Agent Platform,Python,1344,321,287 stars today,a6kme; chewwbaka; claude; greenfieldtech-nirs; drascom
8,Free-TV/IPTV,https://github.com/Free-TV/IPTV,M3U Playlist for free TV channels,Python,16339,2430,61 stars today,KAMI911; freetv332; NezbednikSK; TVKaista; infid0
9,cheahjs/free-llm-api-resources,https://github.com/cheahjs/free-llm-api-resources,A list of free LLM inference resources accessible via API.,Python,21665,2200,71 stars today,cheahjs; github-actions; salmanmkc; justmarkham; k-bose
10,confident-ai/deepeval,https://github.com/confident-ai/deepeval,The LLM Evaluation Framework,Python,15481,1434,22 stars today,penguine-ip; A-Vamshi; jwongster2; kritinv; spike-spiegel-21
11,NVIDIA-AI-Blueprints/video-search-and-summarization,https://github.com/NVIDIA-AI-Blueprints/video-search-and-summarization,Suite of reference architectures for building GPU-accelerated vision agents and AI-powered video analytics applications.,Python,1300,270,235 stars today,shubham050300; zac-wang-nv; nv-unnikrishnankgs; shaunakg-nv; hugoverjus
12,BigBodyCobain/Shadowbroker,https://github.com/BigBodyCobain/Shadowbroker,"Open-source intelligence for the global theater. Track everything from the corporate/private jets of the wealthy, and spy satellites, to seismic events in one unified interface. Hook an AI agent up to have it parse through data and find previously unseen correlations. The knowledge is available to all but rarely aggregated in the open, until now.",Python,6570,1055,165 stars today,anoracleofra-code; BigBodyCobain; claude; suranyami; dependabot
13,luongnv89/claude-howto,https://github.com/luongnv89/claude-howto,"A visual, example-driven guide to Claude Code — from basic concepts to advanced agents, with copy-paste templates that bring immediate value.",Python,33193,4059,165 stars today,luongnv89; claude; edocltd; toanalien; lzw-git-all
14,shiyu-coder/Kronos,https://github.com/shiyu-coder/Kronos,Kronos: A Foundation Model for the Language of Financial Markets,Python,25167,4400,110 stars today,shiyu-coder; Luciferbobo; CharlesJ-ABu; AnMakc; randyy179
15,NVIDIA/warp,https://github.com/NVIDIA/warp,"A Python framework for GPU-accelerated simulation, robotics, and machine learning.",Python,6640,509,7 stars today,shi-eric; mmacklin; christophercrouzet; c0d1f1ed; nvlukasz
