Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,music-assistant/server,https://github.com/music-assistant/server,"Music Assistant is a free, opensource Media library manager that connects to your streaming services and a wide range of connected speakers. The server is the beating heart, the core of Music Assistant and must run on an always-on device like a Raspberry Pi, a NAS or an Intel NUC or alike.",Python,2024,430,270 stars today,marcelveldt; dependabot; MarvinSchenkel; music-assistant-machine; OzGav
2,LMCache/LMCache,https://github.com/LMCache/LMCache,LMCache: Supercharge Your LLM with the Fastest KV Cache Layer,Python,8928,1308,238 stars today,ApostaC; maobaolong; YaoJiayi; sammshen; chunxiaozheng
3,andrewyng/aisuite,https://github.com/andrewyng/aisuite,"Simple, unified interface to multiple Generative AI providers",Python,14154,1489,127 stars today,rohitprasad15; ksolo; standsleeping; tavinashb; drp8226
4,NVIDIA/SkillSpector,https://github.com/NVIDIA/SkillSpector,"Security scanner for AI agent skills. Detect vulnerabilities, malicious patterns, and security risks.",Python,4544,346,804 stars today,keshprad; lrecknagel; wernerkasselman-au
5,hexo-ai/sia,https://github.com/hexo-ai/sia,SIA is a Self Improving AI framework to autonomously improve the performance of any AI system (Model / Agent) on a benchmark task.,Python,1662,192,57 stars today,selvamHexo; chartotu19; VigneshHexo; yogendrahexo; prannayHexo
6,reflex-dev/reflex,https://github.com/reflex-dev/reflex,🕸️ Web apps in pure Python 🐍,Python,28495,1740,13 stars today,masenf; adhami3310; Lendemor; picklelo; ElijahAhianyo
7,scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,scikit-learn: machine learning in Python,Python,66322,27060,17 stars today,ogrisel; amueller; GaelVaroquaux; glemaitre; thomasjpfan
8,tirth8205/code-review-graph,https://github.com/tirth8205/code-review-graph,"Local-first code intelligence graph for MCP and CLI. Builds a persistent map of your codebase so AI coding tools read only what matters, with benchmarked context reductions on reviews and large-repo workflows.",Python,18474,1981,30 stars today,tirth8205; claude; michael-denyer; Minidoracat; krmahadevan
9,NVIDIA/physicsnemo,https://github.com/NVIDIA/physicsnemo,"Open-source deep-learning framework for building, training, and fine-tuning deep learning models using state-of-the-art Physics-ML methods",Python,2935,703,6 stars today,ktangsali; mnabian; coreyjadams; peterdsharpe; CharlelieLrt
10,shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,"Bash is all you need - A nano claude code–like 「agent harness」, built from 0 to 1",Python,66402,10821,112 stars today,CrazyBoyM; claude; Gui-Yue; bansalkanav; chablino
11,anthropics/skills,https://github.com/anthropics/skills,Public repository for Agent Skills,Python,150383,17753,377 stars today,klazuka; rlancemartin; claude; ericharmeling; maheshmurag
12,Azure/azure-cli,https://github.com/Azure/azure-cli,Azure Command-Line Interface,Python,4563,3424,1 star today,derekbekoe; tjprescott; yugangw-msft; jiasli; troydai
13,maziyarpanahi/openmed,https://github.com/maziyarpanahi/openmed,open-source healthcare ai,Python,3404,328,257 stars today,maziyarpanahi; Technolity; claude; thirdwing; sawirricardo
14,frappe/frappe,https://github.com/frappe/frappe,"Low code web framework for real world applications, in Python and Javascript",Python,10233,5017,15 stars today,rmehta; surajshetty3416; ankush; anandpdoshi; nabinhait
15,ansible/ansible,https://github.com/ansible/ansible,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com.",Python,68912,24092,20 stars today,bcoca; mpdehaan; mattclay; jimi-c; abadger
16,py-pdf/pypdf,https://github.com/py-pdf/pypdf,"A pure-python PDF library capable of splitting, merging, cropping, and transforming the pages of PDF files",Python,10054,1587,6 stars today,MartinThoma; stefan6419846; pubpub-zz; j-t-1; mstamy2
17,skypilot-org/skypilot,https://github.com/skypilot-org/skypilot,"Run, manage, and scale AI workloads on any AI infrastructure. Use one system to access & manage all AI compute (Kubernetes, Slurm, 20+ clouds, on-prem).",Python,10138,1097,46 stars today,Michaelvll; concretevitamin; romilbhardwaj; cblmemo; SeungjinYang
18,browser-use/browser-use,https://github.com/browser-use/browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,Python,98708,11014,172 stars today,MagMueller; pirate; mertunsall; sauravpanda; gregpr07
