Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,"High-performance code intelligence MCP server. Indexes codebases into a persistent knowledge graph — average repo in milliseconds. 158 languages, sub-ms queries, 99% fewer tokens. Single static binary, zero dependencies.",C,20037,1446,"2,190 stars today",DeusData; claude; shanemccarron-maker; dependabot; dLo999
2,microsoft/PowerToys,https://github.com/microsoft/PowerToys,Microsoft PowerToys is a collection of utilities that supercharge productivity and customization on Windows,C,135838,8171,222 stars today,crutkas; bao-qian; qianlifeng; jaimecbernardo; niels9001
3,bvschaik/julius,https://github.com/bvschaik/julius,An open source re-implementation of Caesar III,C,3292,418,10 stars today,bvschaik; crudelios; devnoname120; rsn8887; b483
4,veracrypt/VeraCrypt,https://github.com/veracrypt/VeraCrypt,Disk encryption with strong security based on TrueCrypt,C,10267,1222,114 stars today,idrassi; Jertzukka; sandakersmann; Patriccollu; Matthaiks
5,git/git,https://github.com/git/git,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.,C,61844,28063,144 stars today,gitster; peff; dscho; pks-t; avar
6,espressif/esp-idf,https://github.com/espressif/esp-idf,Espressif IoT Development Framework. Official development framework for Espressif SoCs.,C,18431,8349,15 stars today,igrr; projectgus; jack0c; suda-morris; mahavirj
7,apache/nuttx,https://github.com/apache/nuttx,"Apache NuttX is a mature, real-time embedded operating system (RTOS)",C,3925,1613,1 star today,gregory-nutt; xiaoxiang781216; raiden00pl; yamt; anchao
8,php/php-src,https://github.com/php/php-src,The PHP Interpreter,C,40207,8086,6 stars today,dstogov; nikic; weltling; cmb69; laruence
9,HansKristian-Work/vkd3d-proton,https://github.com/HansKristian-Work/vkd3d-proton,Fork of VKD3D. Development branches for Proton's Direct3D 12 implementation.,C,2857,293,4 stars today,HansKristian-Work; jozefkucia; doitsujin; misyltoad; Saancreed
10,FreeRDP/FreeRDP,https://github.com/FreeRDP/FreeRDP,FreeRDP is a free remote desktop protocol library and clients,C,13356,15363,5 stars today,akallabeth; awakecoding; hardening; bmiklautz; mfleisz
11,openwrt/openwrt,https://github.com/openwrt/openwrt,This repository is a mirror of https://git.openwrt.org/openwrt/openwrt.git It is for reference only and is not active for check-ins. We will continue to accept Pull Requests here. They will be merged via staging trees then into openwrt.git.,C,27357,12561,14 stars today,juhosg; ffainelli; nbd168; hauke; jow-
12,lcdyk0517/arkos4clone,https://github.com/lcdyk0517/arkos4clone,ArkOS for Unofficial Devices,C,553,121,2 stars today,lcdyk; lcdyk0517; xunicatt; leehihi123; AeolusUX
13,glfw/glfw,https://github.com/glfw/glfw,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input",C,15133,5902,7 stars today,elmindreda; linkmauve; dougbinks; adrianbroher; siavashserver
14,mpv-player/mpv,https://github.com/mpv-player/mpv,🎥 Command line media player,C,35804,3401,21 stars today,kasper93; Dudemanguy; guidocella; haasn; pigoz
15,Limine-Bootloader/Limine,https://github.com/Limine-Bootloader/Limine,"Modern, secure, portable, multiprotocol bootloader and boot manager.",C,3403,205,4 stars today,Mintsuki; qookei; Andy-Python-Programmer; dependabot; pitust
16,redis/redis,https://github.com/redis/redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",C,75156,24689,24 stars today,antirez; oranagra; pietern; enjoy-binbin; sundb
17,xiaojieonly/Ehviewer_CN_SXJ,https://github.com/xiaojieonly/Ehviewer_CN_SXJ,ehviewer，用爱发电，快乐前行,C,24899,653,30 stars today,xiaojieonly; UjuiUjuMandan; wyapx; zhao-ng327; eithwa
18,RT-Thread/rt-thread,https://github.com/RT-Thread/rt-thread,RT-Thread is an open source IoT Real-Time Operating System (RTOS). https://rt-thread.github.io/rt-thread/,C,12071,5424,2 stars today,BernardXiong; mysterywolf; Guozhanxin; aozima; armink
