Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,longbridge/gpui-component,https://github.com/longbridge/gpui-component,Rust GUI components for building fantastic cross-platform desktop application by using GPUI.,Rust,12841,777,34 stars today,huacnlee; madcodelife; claude; ylinwind; codex
2,macro-inc/macro,https://github.com/macro-inc/macro,"Macro is a unified workspace for teams: email, chat, docs, tasks, agents, calls, and CRM — @-linked together with shared AI memory.",Rust,3272,327,325 stars today,whutchinson98; gbirman; synoet; sedson; evanhutnik
3,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,120893,18478,395 stars today,rustdesk; fufesou; 21pages; Kingtous; Heap-Hop
4,NVIDIA-NeMo/Switchyard,https://github.com/NVIDIA-NeMo/Switchyard,"Switchyard lets LLM applications route traffic across models and providers while preserving native OpenAI and Anthropic API compatibility - enabling flexible model selection, benchmarking, and cost/performance optimization.",Rust,1587,144,128 stars today,nachiketb-nvidia; elyasmnvidian; grahamking; ayushag-nv; ryan-lempka
5,mayocream/koharu,https://github.com/mayocream/koharu,"ML-powered manga translator, written in Rust.",Rust,5249,342,98 stars today,mayocream; dependabot; fffonion; Map1en; liksunrice
6,lbjlaq/Antigravity-Manager,https://github.com/lbjlaq/Antigravity-Manager,Professional Antigravity Account Manager & Switcher. One-click seamless account switching for Antigravity Tools. Built with Tauri v2 + React (Rust).专业的 Antigravity 账号管理与切换工具。为 Antigravity 提供一键无缝账号切换功能。,Rust,30383,3288,24 stars today,lbjlaq; new-Beginner; claude; normal-coder; karasungur
7,t8y2/dbx,https://github.com/t8y2/dbx,"20 MB lightweight cross-platform database client for 70+ databases, including MySQL, PostgreSQL, SQLite, Redis, MongoDB, DuckDB, SQL Server, and Dameng. Built-in AI, MCP Server, CLI, desktop and Docker. | 轻量级跨平台数据库管理工具，支持 MySQL、PostgreSQL、SQLite、Redis、MongoDB、达梦等 70+ 数据库，提供桌面端、Docker、CLI、内置 AI 助手和 MCP Server。",Rust,14985,1508,187 stars today,t8y2; zipg; github-actions; eryajf; Abeautifulsnow
8,superradcompany/microsandbox,https://github.com/superradcompany/microsandbox,🧱 easy fast local-first microVM runtime and library,Rust,7533,400,32 stars today,appcypher; toksdotdev; dependabot; mintlify; github-actions
9,oven-sh/bun,https://github.com/oven-sh/bun,"Incredibly fast JavaScript runtime, bundler, test runner, and package manager – all in one",Rust,95414,4963,26 stars today,Jarred-Sumner; robobun; dylan-conway; autofix-ci; nektro
10,EFForg/rayhunter,https://github.com/EFForg/rayhunter,Rust tool to detect cell site simulators on an orbic mobile hotspot,Rust,5530,465,22 stars today,wgreenberg; untitaker; cooperq; oopsbagel; bmw
11,kenforthewin/atomic,https://github.com/kenforthewin/atomic,"Self-hosted, semantically-connected personal knowledge base",Rust,1891,131,21 stars today,kenforthewin; claude; illuminaryETH; bk-ty; redoswald
12,Automattic/harper,https://github.com/Automattic/harper,"Offline, privacy-first grammar checker. Fast, open-source, Rust-powered",Rust,14472,563,40 stars today,elijah-potter; hippietrail; dependabot; grantlemons; mcecode
13,Hmbown/CodeWhale,https://github.com/Hmbown/CodeWhale,"Open-source, community-driven agent harness",Rust,40805,3528,45 stars today,Hmbown; claude; cyq1017; nightt5879; idling11
14,unionlabs/union,https://github.com/unionlabs/union,"The trust-minimized, zero-knowledge bridging protocol, designed for censorship resistance, extremely high security, and usage in decentralized finance.",Rust,73861,3888,7 stars today,cor; benluelo; hussein-aitlahcen; Swepool; PoisonPhang
15,base/base,https://github.com/base/base,All components used to run Base,Rust,846,577,1 star today,refcell; danyalprout; ratankaliani; jackchuma; fakedev9999
16,pnpm/pnpm,https://github.com/pnpm/pnpm,"Fast, disk space efficient package manager",Rust,36101,1648,20 stars today,zkochan; KSXGitHub; rstacruz; renovate-bot; anonrig
