Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,aaif-goose/goose,https://github.com/aaif-goose/goose,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",Rust,48162,5072,699 stars today,blackgirlbytes; angiejones; dianed-square; michaelneale; alexhancock
2,hyperlight-dev/hyperlight,https://github.com/hyperlight-dev/hyperlight,Hyperlight is a lightweight Virtual Machine Manager (VMM) designed to be embedded within applications. It enables safe execution of untrusted code within micro virtual machines with very low latency and minimal overhead.,Rust,4404,186,25 stars today,dependabot; ludfjig; simongdavies; danbugs; syntactically
3,microsoft/pg_durable,https://github.com/microsoft/pg_durable,PostgreSQL in-database durable execution,Rust,1706,41,339 stars today,pinodeca; AbeOmor; affandar; tjgreen42; Copilot
4,microsoft/mxc,https://github.com/microsoft/mxc,"Policy-driven, layered isolation and containment",Rust,777,32,65 stars today,Copilot; MGudgin; SohamDas2021; bbonaby; ppenna
5,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,Comfortably monitor your Internet traffic 🕵️‍♂️,Rust,38788,1616,601 stars today,GyulyVGC; dependabot; allcontributors; Crirock; colin99d
6,denoland/deno,https://github.com/denoland/deno,A modern runtime for JavaScript and TypeScript.,Rust,107011,6066,30 stars today,bartlomieju; dsherret; ry; littledivy; nayeemrmn
7,zhom/donutbrowser,https://github.com/zhom/donutbrowser,Simple Yet Powerful Anti-Detect Browser 🍩,Rust,2739,263,27 stars today,zhom; dependabot; github-actions; HassiyYT; webees
8,slint-ui/slint,https://github.com/slint-ui/slint,"Slint is an open-source declarative GUI toolkit to build native user interfaces for Rust, C++, JavaScript, or Python apps.",Rust,22844,899,14 stars today,tronical; ogoffart; hunger; NigelBreslaw; dependabot
9,qdrant/qdrant,https://github.com/qdrant/qdrant,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",Rust,31939,2333,35 stars today,dependabot; generall; timvisee; agourlay; coszio
10,ast-grep/ast-grep,https://github.com/ast-grep/ast-grep,"⚡A CLI tool for code structural search, lint and rewriting. Written in Rust",Rust,14434,394,31 stars today,HerringtonDarkholme; renovate; Copilot; mohebifar; SigureMo
11,spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,"Spacedrive is an open source cross-platform file explorer, powered by a virtual distributed filesystem written in Rust.",Rust,38238,1289,14 stars today,jamiepine; Brendonovich; oscartbeaumont; ameer2468; Rocky43007
12,helix-editor/helix,https://github.com/helix-editor/helix,A post-modern modal text editor.,Rust,44824,3528,56 stars today,archseer; the-mikedavis; dependabot; pascalkuthe; sudormrfbin
13,idootop/open-xiaoai,https://github.com/idootop/open-xiaoai,🔊 让小爱音箱「听见你的声音」，解锁无限可能。,Rust,2512,338,1 star today,idootop; x1a0b0; kslr; NullYing; NicodeSS
14,harehare/mq,https://github.com/harehare/mq,A jq-like Markdown query language for command-line processing,Rust,787,13,99 stars today,harehare; dependabot; Copilot; claude; Copilot
15,biomejs/biome,https://github.com/biomejs/biome,"A toolchain for web projects, aimed to provide functionalities to maintain them. Biome offers formatter and linter, usable via CLI and LSP.",Rust,24926,1019,22 stars today,ematipico; Conaclos; sebmck; renovate; dyc3
16,DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,"Fullstack app framework for web, desktop, and mobile.",Rust,36305,1692,25 stars today,jkelleyrtp; ealmloff; mrxiaozhuox; DogeDark; rMazeiks
17,nearai/ironclaw,https://github.com/nearai/ironclaw,"IronClaw is an Agent OS focused on privacy, security and extensibility",Rust,12433,1448,15 stars today,serrrfirat; claude; henrypark133; ilblackdragon; zmanian
18,tw93/Pake,https://github.com/tw93/Pake,🤱🏻 Turn any webpage into a desktop app with one command.,Rust,50195,10234,100 stars today,tw93; Tlntin; github-actions; jeasonnow; actions-user
19,RustAudio/cpal,https://github.com/RustAudio/cpal,Low-level cross-platform audio I/O library in Rust,Rust,3791,509,8 stars today,tomaka; mitchmindtree; roderickvd; est31; freesig
20,oven-sh/bun,https://github.com/oven-sh/bun,"Incredibly fast JavaScript runtime, bundler, test runner, and package manager – all in one",Rust,92954,4693,38 stars today,Jarred-Sumner; dylan-conway; robobun; autofix-ci; nektro
