Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,sohzm/cheating-daddy,https://github.com/sohzm/cheating-daddy,a free and opensource app that lets you gain an unfair advantage,JavaScript,5512,938,22 stars today,sohzm; byigitt; sandys; claude; ManojINaik
2,outsourc-e/hermes-workspace,https://github.com/outsourc-e/hermes-workspace,"Native web workspace for Hermes Agent — chat, terminal, memory, skills, inspector.",JavaScript,6166,967,45 stars today,outsourc-e; Interstellar-code; claude; dontcallmejames; kadeross
3,sveltejs/kit,https://github.com/sveltejs/kit,"web development, streamlined",JavaScript,20679,2286,5 stars today,Rich-Harris; benmccann; github-actions; teemingc; dummdidumm
4,FB208/OpenBidKit_Yibiao,https://github.com/FB208/OpenBidKit_Yibiao,开箱即用的AI标书编写工具，标书AI生成工具，投标工具箱、知识库、标书查重、废标项检查，完全开源免费，欢迎使用,JavaScript,1879,509,129 stars today,FB208; wll447; claude; yibiaoai; kkjzio
5,InterfaceX-co-jp/genshijin,https://github.com/InterfaceX-co-jp/genshijin,genshijin 原始人 🗿| Claude Code / Codex等AIエージェント 向け超圧縮コミュニケーションスキル。caveman の日本語版をベースに、日本語特有の冗長表現に最適化。,JavaScript,259,9,8 stars today,mikana0918; claude; github-actions; renovate
6,Stremio/stremio-web,https://github.com/Stremio/stremio-web,Stremio - Freedom to Stream,JavaScript,12383,1402,13 stars today,kKaskak; tymmesyde; nklhtv; swetlasg; Botsy
7,greensock/GSAP,https://github.com/greensock/GSAP,"GSAP (GreenSock Animation Platform), a JavaScript animation library for the modern web",JavaScript,26739,2091,44 stars today,jackdoyle; PeterDaveHello
8,jarrodwatts/claude-hud,https://github.com/jarrodwatts/claude-hud,"A Claude Code plugin that shows what's happening - context usage, active tools, running agents, and todo progress",JavaScript,26570,1227,42 stars today,jarrodwatts; github-actions; claude; dependabot; UnpxreTW
9,hexgrad/kokoro,https://github.com/hexgrad/kokoro,https://hf.co/hexgrad/Kokoro-82M,JavaScript,8037,860,14 stars today,hexgrad; xenova; remsky; ArEnSc; alesaccoia
10,poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,⭐️ Companies that don't have a broken hiring process,JavaScript,51155,3905,39 stars today,bors; poteto; desjardinsalec; abdusabri; stansotn
11,jackwener/OpenCLI,https://github.com/jackwener/OpenCLI,Make Any Website into CLI & Use your logged-in browser by AI agent.,JavaScript,26913,2653,71 stars today,jackwener; claude; Astro-Han; Benjamin-eecs; ByteYue
12,mozilla/pdf.js,https://github.com/mozilla/pdf.js,PDF Reader in JavaScript,JavaScript,53605,10647,14 stars today,Snuffleupagus; timvandermeij; calixteman; yurydelendik; brendandahl
13,jo-inc/camofox-browser,https://github.com/jo-inc/camofox-browser,"Stealth headless browser for AI agents — bypass Cloudflare, bot detection, and anti-scraping. Drop-in Puppeteer/Playwright replacement.",JavaScript,7808,820,29 stars today,skyfallsin; mvanhorn; gustavosmendes; company8; leoneparise
