Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,dmtrKovalenko/fff,https://github.com/dmtrKovalenko/fff,"The fastest and the most accurate file search toolkit for AI agents, Neovim, Rust, C, and NodeJS",Rust,7513,305,95 stars today,dmtrKovalenko; github-actions; gustav-fff; sQVe; SamuelLHuber
2,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,115513,17439,103 stars today,rustdesk; fufesou; 21pages; Kingtous; Heap-Hop
3,AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,Hundreds of models & providers. One command to find what runs on your hardware.,Rust,27325,1671,135 stars today,AlexsJones; claude; three-foxes-in-a-trenchcoat; dependabot; github-actions
4,farion1231/cc-switch,https://github.com/farion1231/cc-switch,"A cross-platform desktop All-in-One assistant for Claude Code, Codex, OpenCode, OpenClaw, Gemini CLI & Hermes Agent. Only official website: ccswitch.io",Rust,90804,5922,"1,320 stars today",farion1231; yovinchen; claude; TinsFox; makoMakoGo
5,dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use to build applications.,Rust,12926,2403,10 stars today,drewbanin; beckjake; jtcohen6; emmyoop; gshank
6,aaif-goose/goose,https://github.com/aaif-goose/goose,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",Rust,46361,4826,65 stars today,blackgirlbytes; angiejones; dianed-square; michaelneale; alexhancock
7,rustfs/rustfs,https://github.com/rustfs/rustfs,"🚀2.3x faster than MinIO for 4KB object payloads. RustFS is an open-source, S3-compatible high-performance object storage system supporting migration and coexistence with other S3-compatible platforms such as MinIO and Ceph.",Rust,28362,1231,54 stars today,houseme; overtrue; weisd; loverustfs; guojidan
8,graykode/abtop,https://github.com/graykode/abtop,"Like htop, but for AI coding agents. Monitor Claude Code & Codex CLI sessions, tokens, context window, rate limits, and ports in real-time.",Rust,2467,232,21 stars today,graykode; claude; tbouquet; YanxinXue; KorenKrita
9,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,Rust,88405,12981,342 stars today,bolinfest; jif-oai; aibrahim-oai; pakrym-oai; etraut-openai
10,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,Comfortably monitor your Internet traffic 🕵️‍♂️,Rust,37920,1541,31 stars today,GyulyVGC; dependabot; allcontributors; Crirock; colin99d
11,malbiruk/driftwm,https://github.com/malbiruk/driftwm,A trackpad-first infinite canvas Wayland compositor.,Rust,1018,34,70 stars today,malbiruk; TZK13; lama2923; nico4348; wwmaxik
12,servo/servo,https://github.com/servo/servo,"Servo aims to empower developers with a lightweight, high-performance alternative for embedding web technologies in applications.",Rust,36952,3652,28 stars today,emilio; Ms2ger; dependabot; jdm; SimonSapin
13,wasmerio/wasmer,https://github.com/wasmerio/wasmer,"🚀 Fast, secure, lightweight containers based on WebAssembly",Rust,20772,975,27 stars today,syrusakbary; Hywan; MarkMcCaskey; bors; xdoardo
14,ai-dynamo/dynamo,https://github.com/ai-dynamo/dynamo,A Datacenter Scale Distributed Inference Serving Framework,Rust,7188,1204,21 stars today,PeaBrane; claude; grahamking; rmccorm4; nv-anants
15,googleworkspace/cli,https://github.com/googleworkspace/cli,"Google Workspace CLI — one command-line tool for Drive, Gmail, Calendar, Sheets, Docs, Chat, Admin, and more. Dynamically built from Google Discovery Service. Includes AI agent skills.",Rust,26824,1413,54 stars today,googleworkspace-bot; jpoehnelt-bot; jpoehnelt; github-actions; malob
16,0xPlaygrounds/rig,https://github.com/0xPlaygrounds/rig,⚙️🦀 Build modular and scalable LLM Applications in Rust,Rust,7518,836,12 stars today,joshua-mo-143; cvauclair; gold-silver-copper; marieaurore123; 0xMochan
17,bee-san/RustScan,https://github.com/bee-san/RustScan,🤖 The Modern Port Scanner 🤖,Rust,19876,1332,8 stars today,bee-san; dependabot; PsypherPunk; allcontributors; bernardoamc
18,BoundaryML/baml,https://github.com/BoundaryML/baml,The AI framework that adds the engineering to prompt engineering (Python/TS/Ruby/Java/C#/Rust/Go compatible),Rust,8331,425,7 stars today,hellovai; aaronvg; sxlijin; antoniosarosi; imalsogreg
