Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,"Official source code of FreeCAD, a free and opensource multiplatform 3D parametric modeler.",C++,29860,5342,328 stars today,wwmayer; yorikvanhavre; berndhahnebach; chennes; WandererFan
2,google/benchmark,https://github.com/google/benchmark,A microbenchmark support library,C++,10103,1756,2 stars today,dmah42; EricWF; LebedevRI; dependabot; biojppm
3,google/filament,https://github.com/google/filament,"Filament is a real-time physically based rendering engine for Android, iOS, Windows, Linux, macOS, and WebGL2",C++,19948,2138,5 stars today,pixelflinger; prideout; bejado; romainguy; poweifeng
4,CollaboraOnline/online,https://github.com/CollaboraOnline/online,Collabora Online is a collaborative online office suite based on LibreOffice technology. This is also the source for the Collabora Office apps for iOS and Android.,C++,3089,992,3 stars today,Ashod; eszkadev; timar; hcvcastro; mmeeks
5,google/googletest,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework,C++,38409,10729,3 stars today,gennadiycivil; derekmauro; kuzkry; copybara-github
6,assimp/assimp,https://github.com/assimp/assimp,The official Open-Asset-Importer-Library Repository. Loads 40+ 3D-file-formats into one unified and clean data structure.,C++,12827,3164,1 star today,kimkulling; acgessler; turol; RichardTea; matyrr-havok
7,HailToDodongo/pyrite64,https://github.com/HailToDodongo/pyrite64,N64 Game-Engine and Editor using libdragon & tiny3d,C++,2790,110,38 stars today,HailToDodongo; thekovic; Q-Bert-Reynolds; Byterset; rasky
8,catchorg/Catch2,https://github.com/catchorg/Catch2,"A modern, C++-native, test framework for unit-tests, TDD and BDD - using C++14, C++17 and later (C++11 support is in v2.x branch, and C++03 on the Catch1.x branch)",C++,20276,3214,3 stars today,horenmar; philsquared; ChrisThrasher; claremacrae; JoeyGrajciar
9,iree-org/iree,https://github.com/iree-org/iree,A retargetable MLIR-based machine learning compiler and runtime toolkit.,C++,3677,871,2 stars today,iree-github-actions-bot; benvanik; ScottTodd; hanhanW; GMNGeoffrey
10,praydog/REFramework,https://github.com/praydog/REFramework,"Mod loader, scripting platform, and VR support for all RE Engine games",C++,4879,528,15 stars today,praydog; cursey; angelfor3v3r; Strackeror; hcdd0304
11,nlohmann/json,https://github.com/nlohmann/json,JSON for Modern C++,C++,49258,7343,14 stars today,nlohmann; theodelrieu; dependabot; falbrechtskirchinger; Teemperor
12,grpc/grpc,https://github.com/grpc/grpc,"C++ based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",C++,44563,11097,8 stars today,ctiller; jtattermusch; markdroth; vjpai; yashykt
13,wazuh/wazuh,https://github.com/wazuh/wazuh,Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.,C++,15070,2212,10 stars today,vikman90; Dwordcito; TomasTurina; chemamartinez; juliancnn
14,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,99749,15966,169 stars today,ggerganov; ngxson; slaren; JohannesGaessler; CISC
15,google/flatbuffers,https://github.com/google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library,C++,25728,3525,1 star today,dbaileychess; aardappel; vglavnyy; rw; mustiikhalil
16,ZLMediaKit/ZLMediaKit,https://github.com/ZLMediaKit/ZLMediaKit,WebRTC/RTSP/RTMP/HTTP/HLS/HTTP-FLV/WebSocket-FLV/HTTP-TS/HTTP-fMP4/WebSocket-TS/WebSocket-fMP4/GB28181/SRT/STUN/TURN server and client framework based on C++11,C++,16805,3976,1 star today,xia-chu; xiongguangjie; wasphin; Dw9; alexliyu7352
17,MAZHARMIK/Interview_DS_Algo,https://github.com/MAZHARMIK/Interview_DS_Algo,Super Repository for Coding Interview Preperation,C++,3917,1771,2 stars today,MAZHARMIK; MAZHAR-TOKOPEDIA
18,google-ai-edge/LiteRT-LM,https://github.com/google-ai-edge/LiteRT-LM,Pas de description,C++,1002,144,5 stars today,ai-edge-bot; protobird-git; whhone; matthewchan-g; hheydary
19,chongdashu/unreal-mcp,https://github.com/chongdashu/unreal-mcp,"Enable AI assistant clients like Cursor, Windsurf and Claude Desktop to control Unreal Engine through natural language using the Model Context Protocol (MCP).",C++,1654,254,3 stars today,chongdashu; zenoengine
20,chromium/chromium,https://github.com/chromium/chromium,The official GitHub mirror of the Chromium source,C++,23294,8733,10 stars today,leizleiz; colinblundell; tkent-google; sdefresne; nico
21,carla-simulator/carla,https://github.com/carla-simulator/carla,Open-source simulator for autonomous driving research.,C++,13758,4502,9 stars today,nsubiron; bernatx; marcgpuig; Axel1092; DSantosO
22,luau-lang/luau,https://github.com/luau-lang/luau,"A small, fast, and embeddable programming language based on Lua with a gradual type system.",C++,5382,545,1 star today,zeux; vegorov-rbx; andyfriesen; Vighnesh-V; aatxe
23,qgis/QGIS,https://github.com/qgis/QGIS,"QGIS is a free, open source, cross platform (lin/win/mac) geographical information system (GIS)",C++,13504,3392,8 stars today,nyalldawson; m-kuhn; elpaso; jef-n; 3nids
