Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,tursodatabase/turso,https://github.com/tursodatabase/turso,"Turso is an in-process SQL database, compatible with SQLite.",Rust,21551,1091,540 stars today,penberg; jussisaurio; PThorpe92; pedrocarlo; sivukhin
2,run-llama/liteparse,https://github.com/run-llama/liteparse,"A fast, helpful, and open-source document parser",Rust,10723,706,147 stars today,logan-markewich; AstraBert; dependabot; AdemBoukhris457; github-actions
3,1jehuang/jcode,https://github.com/1jehuang/jcode,Coding Agent Harness,Rust,7607,842,90 stars today,1jehuang; claude
4,erebe/wstunnel,https://github.com/erebe/wstunnel,Tunnel all your traffic over Websocket or HTTP2 - Bypass firewalls/DPI - Static binary available,Rust,6855,547,24 stars today,erebe; JasonGiedymin; gebner; siepkes; KazamaSion
5,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,Comfortably monitor your Internet traffic 🕵️‍♂️,Rust,39540,1688,57 stars today,GyulyVGC; dependabot; allcontributors; Crirock; colin99d
6,ogulcancelik/herdr,https://github.com/ogulcancelik/herdr,agent multiplexer that lives in your terminal.,Rust,6840,420,180 stars today,ogulcancelik; github-actions; kangal-bot; Golden-Pigeon; othavi0
7,cjpais/Handy,https://github.com/cjpais/Handy,"A free, open source, and extensible speech-to-text application that works completely offline.",Rust,24555,2071,75 stars today,cjpais; vladstudio; claude; VirenMohindra; xilec
8,spiceai/spiceai,https://github.com/spiceai/spiceai,"A portable accelerated SQL query, search, and LLM-inference engine, written in Rust, for data-grounded AI apps and agents.",Rust,2989,205,4 stars today,lukekim; phillipleblanc; sgrebnov; Jeadie; peasee
9,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,75139,10042,183 stars today,ruvnet; claude; dependabot; github-actions; fr4iser90
10,vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,Browser automation CLI for AI agents,Rust,36834,2342,154 stars today,ctate; github-actions; claude; hyunjinee; jin-2-kakaoent
11,domcyrus/rustnet,https://github.com/domcyrus/rustnet,"Per-process network monitoring for your terminal with deep packet inspection. Cross-platform, sandboxed.",Rust,4544,209,27 stars today,domcyrus; dependabot; obchain; 0xghost42; deepakpjose
12,vercel/turborepo,https://github.com/vercel/turborepo,"Build system optimized for JavaScript and TypeScript, written in Rust",Rust,30579,2365,3 stars today,anthonyshew; sokra; chris-olszewski; tknickman; jaredpalmer
13,zeroclaw-labs/zeroclaw,https://github.com/zeroclaw-labs/zeroclaw,"Fast, small, and fully autonomous AI personal assistant infrastructure, any OS, any platform — deploy anywhere, swap anything 🦀",Rust,32000,4751,25 stars today,theonlyhennygod; claude; chumyin; Audacity88
14,louis-e/arnis,https://github.com/louis-e/arnis,Generate any location from the real world in Minecraft with a high level of detail.,Rust,16145,1341,44 stars today,louis-e; claude; dependabot; Oleg4260; XianlinSheng
15,wezterm/wezterm,https://github.com/wezterm/wezterm,A GPU-accelerated cross-platform terminal emulator and multiplexer written by @wez and implemented in Rust,Rust,26804,1512,56 stars today,wez; bew; tzx; chipsenkbeil; jsgf
16,modelcontextprotocol/rust-sdk,https://github.com/modelcontextprotocol/rust-sdk,The official Rust SDK for the Model Context Protocol,Rust,3547,543,9 stars today,DaleSeo; jokemanfire; 4t145; github-actions; alexhancock
