Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,0xShug0/audio.cpp,https://github.com/0xShug0/audio.cpp,"An all-in-one, pure C++ inference engine for audio models, powered by ggml. Supports TTS, STT, VAD, voice conversion, music generation, and more, with highly optimized performance. No Python dependency.",C++,2597,298,89 stars today,0xShug0; mirek190; IIIIIllllIIIIIlllll; claude; fedeizzo
2,Atmosphere-NX/Atmosphere,https://github.com/Atmosphere-NX/Atmosphere,Atmosphère is a work-in-progress customized firmware for the Nintendo Switch.,C++,19548,1466,13 stars today,SciresM; TuxSH; hexkyz; lioncash; ktemkin
3,memgraph/memgraph,https://github.com/memgraph/memgraph,"High-performance open-source in-memory graph database for GraphRAG, AI memory, agentic AI, and real-time graph analytics. Cypher-compatible, built in C++.",C++,4550,282,22 stars today,mferencevic; gitbuda; as51340; Ignition; mattkjames7
4,ai-dynamo/nixl,https://github.com/ai-dynamo/nixl,NVIDIA Inference Xfer Library (NIXL),C++,1249,440,3 stars today,aranadive; ovidiusm; mkhazraee; Alexey-Rivkin; ColinNV
5,hyperfield/ai-file-sorter,https://github.com/hyperfield/ai-file-sorter,"Cross-platform desktop application for content-aware file organization and renaming. Supports local and remote LLMs, preview-based workflows, and fully user-controlled changes.",C++,1714,176,14 stars today,hyperfield; nbkhope; mervick; Spas012
6,ArduPilot/ardupilot,https://github.com/ArduPilot/ardupilot,"ArduPlane, ArduCopter, ArduRover, ArduSub source",C++,15849,21375,5 stars today,peterbarker; tridge; rmackay9; IamPete1; andyp1per
7,SatDump/SatDump,https://github.com/SatDump/SatDump,A generic satellite data processing software.,C++,2187,283,5 stars today,Aang23; JVital2013; RAD750; sp5ews; juliasatt
8,lkimuk/ReArk,https://github.com/lkimuk/ReArk,"An intelligent reverse engineering analysis tool designed for multiple target platforms, currently supporting HarmonyOS (HAP/APP/ABC) and Android (APK/AAB).",C++,282,49,29 stars today,lkimuk; xieruoshui
9,ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,ClickHouse® is a real-time analytics database management system,C++,49837,8950,31 stars today,alexey-milovidov; claude; alesapin; KochetovNicolai; azat
10,vllm-project/vllm-ascend,https://github.com/vllm-project/vllm-ascend,Community maintained hardware plugin for vLLM on Ascend,C++,2803,2237,9 stars today,wangxiyuan; Potabk; zhangxinyuehfad; MengqingCao; Yikun
11,iamaisim/ProjectAirSim,https://github.com/iamaisim/ProjectAirSim,"Project AirSim is Microsoft's evolution of AirSim, an advanced simulation platform for building, training, and testing autonomous systems in high-fidelity virtual environments",C++,847,156,5 stars today,jonyMarino; aurebidart; LucasJSch; MarinaGloc; iamaisim-team
12,catchorg/Catch2,https://github.com/catchorg/Catch2,"A modern, C++-native, test framework for unit-tests, TDD and BDD - using C++14, C++17 and later (C++11 support is in v2.x branch, and C++03 on the Catch1.x branch)",C++,21470,3499,0 stars today,horenmar; philsquared; ChrisThrasher; claremacrae; JoeyGrajciar
13,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,C++,199715,76303,391 stars today,tensorflower-gardener; ezhulenev; akuegel; hawkinsp; mihaimaruseac
14,Tencent/ncnn,https://github.com/Tencent/ncnn,ncnn is a high-performance neural network inference framework optimized for the mobile platform,C++,23804,4500,2 stars today,nihui; dependabot; zchrissirhcz; BUG1989; tpoisonooo
15,geo-tp/ESP32-Bit-Pirate,https://github.com/geo-tp/ESP32-Bit-Pirate,A Hardware Hacking Tool with Web-Based CLI That Speaks Every Protocol,C++,5779,476,15 stars today,geo-tp; AndreiVladescu; fdufnews; 82ghost82; yashikada
16,microsoft/WSL,https://github.com/microsoft/WSL,Windows Subsystem for Linux,C++,33677,1820,12 stars today,OneBlue; benhillis; Copilot; 49081; craigloewen-msft
17,argotorg/solidity,https://github.com/argotorg/solidity,"Solidity, the Smart Contract Programming Language",C++,25736,6156,4 stars today,chriseth; axic; cameel; ekpyron; clonker
18,MariaDB/server,https://github.com/MariaDB/server,"MariaDB server is a community developed fork of MySQL server. Started by core members of the original MySQL team, MariaDB actively works with outside developers to deliver the most featureful, stable, and sanely licensed open SQL server in the industry.",C++,8206,2096,6 stars today,dr-m; vuvova; prohaska; spetrunia; vaintroub
19,assimp/assimp,https://github.com/assimp/assimp,The official Open-Asset-Importer-Library Repository. Loads 40+ 3D-file-formats into one unified and clean data structure.,C++,13197,3234,6 stars today,kimkulling; acgessler; turol; RichardTea; matyrr-havok
