Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,lfnovo/open-notebook,https://github.com/lfnovo/open-notebook,An Open Source implementation of Notebook LM with more flexibility and features,TypeScript,27417,3108,554 stars today,lfnovo; dependabot; claude; xeader; troykelly
2,yikart/AiToEarn,https://github.com/yikart/AiToEarn,Let's use AI to Earn!,TypeScript,18935,2921,183 stars today,niuwenzheng; gaozhenqiang; Yuuki-Sakura; gao1234-prog; whh2333
3,Crosstalk-Solutions/project-nomad,https://github.com/Crosstalk-Solutions/project-nomad,"Project N.O.M.A.D, is a self-contained, offline survival computer packed with critical tools, knowledge, and AI to keep you informed and empowered—anytime, anywhere.",TypeScript,29799,2955,309 stars today,jakeaturner; chriscrosstalk; claude; cosmistack-bot; dependabot
4,refactoringhq/tolaria,https://github.com/refactoringhq/tolaria,Desktop app to manage markdown knowledge bases,TypeScript,12983,915,245 stars today,LucaRonin; github-actions; claude; evolanakis; riipandi
5,withastro/flue,https://github.com/withastro/flue,The sandbox agent framework.,TypeScript,4791,253,69 stars today,FredKSchott; stainlu; ketankhairnar; claude; zhoufengen
6,danielmiessler/Personal_AI_Infrastructure,https://github.com/danielmiessler/Personal_AI_Infrastructure,Agentic AI Infrastructure for magnifying HUMAN capabilities.,TypeScript,15193,2145,337 stars today,danielmiessler; claude; christauff; kaimagnus; ksylvan
7,CopilotKit/CopilotKit,https://github.com/CopilotKit/CopilotKit,"The Frontend Stack for Agents & Generative UI. React, Angular, Mobile, Slack, and more. Makers of the AG-UI Protocol",TypeScript,33761,4281,578 stars today,jpr5; ataibarkai; AlemTuzlak; mme; tylerslaton
8,Makisuo/maple,https://github.com/Makisuo/maple,OpenTelemetry observability platform,TypeScript,1129,67,242 stars today,Makisuo; claude; dbrimley
9,NangoHQ/nango,https://github.com/NangoHQ/nango,Build product integrations with AI.,TypeScript,10178,1074,159 stars today,khaliqgant; bodinsamuel; hassan254-prog; TBonnin; bastienbeurier
10,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,Write HTML. Render video. Built for agents.,TypeScript,25450,2383,395 stars today,miguel-heygen; jrusso1020; claude; vanceingalls; ukimsanov
11,openclaw/openclaw,https://github.com/openclaw/openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞,TypeScript,377470,78919,247 stars today,steipete; vincentkoc; shakkernerd; obviyus; Takhoffman
12,twentyhq/twenty,https://github.com/twentyhq/twenty,"The open alternative to Salesforce, designed for AI.",TypeScript,49355,7087,163 stars today,charlesBochet; github-actions; FelixMalfait; Weiko; lucasbordeau
13,iptv-org/iptv,https://github.com/iptv-org/iptv,Collection of publicly available IPTV channels from all over the world,TypeScript,117379,6235,384 stars today,freearhey; iptv-bot; BellezaEmporium; Dum4G; UltraHDR
14,cline/cline,https://github.com/cline/cline,"Autonomous coding agent as an SDK, IDE extension, or CLI assistant.",TypeScript,62892,6633,46 stars today,saoudrizwan; abeatrix; celestial-vault; arafatkatze; sjf
15,ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,人人都能用英语,TypeScript,34369,4799,145 stars today,an-lee; xiaolai; lyricat; zgw010; divisey
16,InsForge/InsForge,https://github.com/InsForge/InsForge,"The all-in-one, open-source backend platform for agentic coding. InsForge gives your coding agent database, auth, storage, compute, hosting, and AI gateway to ship full-stack apps end-to-end.",TypeScript,11544,982,151 stars today,Fermionic-Lyu; tonychang04; Leo-rq-yu; jwfing; CarmenDou
