Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Fincept-Corporation/FinceptTerminal,https://github.com/Fincept-Corporation/FinceptTerminal,"FinceptTerminal is a modern finance application offering advanced market analytics, investment research, and economic data tools, designed for interactive exploration and data-driven decision-making in a user-friendly environment.",C++,29087,4072,104 stars today,tilakpatel22; claude; Jaimin-ptl07; github-actions; rudrasheth
2,mosaic-group/openfpm,https://github.com/mosaic-group/openfpm,OpenFPM: A scalable open framework for particle and particle-mesh codes on parallel computers,C++,122,28,4 stars today,abhinavsns; syaskovets; antonioleo89; sachu92; churli
3,cifertech/ESP32-DIV,https://github.com/cifertech/ESP32-DIV,ESP32DIV is a multi-purpose wireless offensive and defensive toolkit powered by an ESP32,C++,3478,480,26 stars today,cifertech; baugusto; prestarius; pangerlkr
4,FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,"Official source code of FreeCAD, a free and opensource multiplatform 3D parametric modeler.",C++,32372,5806,29 stars today,wwmayer; yorikvanhavre; chennes; berndhahnebach; WandererFan
5,ai-dynamo/nixl,https://github.com/ai-dynamo/nixl,NVIDIA Inference Xfer Library (NIXL),C++,1152,379,2 stars today,aranadive; ovidiusm; mkhazraee; Alexey-Rivkin; ColinNV
6,OpenLoco/OpenLoco,https://github.com/OpenLoco/OpenLoco,An open source re-implementation of Chris Sawyer's Locomotion,C++,1782,199,26 stars today,AaronVanGeffen; duncanspumpkin; marijnvdwerf; ZehMatt; IntelOrca
7,catchorg/Catch2,https://github.com/catchorg/Catch2,"A modern, C++-native, test framework for unit-tests, TDD and BDD - using C++14, C++17 and later (C++11 support is in v2.x branch, and C++03 on the Catch1.x branch)",C++,21335,3373,15 stars today,horenmar; philsquared; ChrisThrasher; claremacrae; JoeyGrajciar
8,google/benchmark,https://github.com/google/benchmark,A microbenchmark support library,C++,10307,1784,4 stars today,dmah42; EricWF; LebedevRI; dependabot; biojppm
9,wxWidgets/wxWidgets,https://github.com/wxWidgets/wxWidgets,Cross-Platform C++ GUI Library,C++,7217,1943,4 stars today,vadz; RobinD42; vslavik; JulianSmart; csomor
10,deepseek-ai/FlashMLA,https://github.com/deepseek-ai/FlashMLA,FlashMLA: Efficient Multi-head Latent Attention Kernels,C++,12776,1103,8 stars today,beginlner; interestingLSY; uchihatmtkinu; sijiac; dianzhangchen
11,facebook/folly,https://github.com/facebook/folly,An open-source C++ library developed and used at Facebook.,C++,30474,5867,4 stars today,yfeldblum; Orvid; ot; simpkins; snarkmaster
12,ros-navigation/navigation2,https://github.com/ros-navigation/navigation2,ROS 2 Navigation Framework and System,C++,4506,1885,1 star today,SteveMacenski; ruffsl; mhpanah; mini-1235; orduno
13,google/perfetto,https://github.com/google/perfetto,"Production-grade client-side tracing, profiling, and analysis for complex software systems.",C++,6275,844,4 stars today,LalitMaganti; primiano; chromy; fmayer; stevegolton
14,google/flatbuffers,https://github.com/google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library,C++,26267,3613,5 stars today,dbaileychess; aardappel; vglavnyy; rw; mustiikhalil
15,skypjack/entt,https://github.com/skypjack/entt,Gaming meets modern C++ - a fast and reliable entity component system (ECS) and much more,C++,12948,1109,6 stars today,skypjack; zaucy; Innokentiy-Alaytsev; DNKpp; morbo84
16,lballabio/QuantLib,https://github.com/lballabio/QuantLib,The QuantLib C++ library,C++,7411,2266,10 stars today,lballabio; fametrano; klausspanderen; pcaspers; marcin-rybacki
17,simdjson/simdjson,https://github.com/simdjson/simdjson,"Parsing gigabytes of JSON per second : used by Facebook/Meta Velox, the Node.js runtime, ClickHouse, WatermelonDB, Apache Doris, Milvus, StarRocks",C++,24066,1266,17 stars today,lemire; jkeiser; geofflangdale; pauldreik; FranciscoThiesen
