Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool: deterministic pipelines + LLM Agent, precise line-level comments, built-in multi-language ruleset (NPE, thread-safety, XSS, SQL injection), OpenAI & Anthropic compatible.",Go,32361,2292,"3,231 stars today",lizhengfeng101; wu21-web; chethanuk; stay-foolish-forever; claude
2,Tencent/WeKnora,https://github.com/Tencent/WeKnora,"Open-source LLM knowledge platform: turn raw documents into a queryable RAG, an autonomous reasoning agent, and a self-maintaining Wiki.",Go,25514,3494,"1,197 stars today",lyingbug; voidkey; begoniezhao; claude; dependabot
3,TencentCloud/CubeSandbox,https://github.com/TencentCloud/CubeSandbox,"Instant, Concurrent, Secure & Lightweight Sandbox for AI Agents.",Go,12617,1125,51 stars today,fslongjin; chenhengqi; ls-ggg; zyl1121; cursoragent
4,e2b-dev/runtime,https://github.com/e2b-dev/runtime,"The runtime behind every E2B stack: Cloud, Enterprise, and your own machine.",Go,1621,430,109 stars today,ValentaTomas; jakubno; dobrac; mlejva; djeebus
5,versity/versitygw,https://github.com/versity/versitygw,A simple to deploy but feature rich S3 object storage server for your filesystem,Go,2942,302,23 stars today,benmcclelland; niksis02; mlt180; dependabot; lrm25
6,ollama/ollama,https://github.com/ollama/ollama,"Get up and running with Kimi, GLM, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",Go,181202,17912,111 stars today,mxyng; dhiltgen; jmorganca; BruceMacD; jessegross
7,tailscale/tailcat,https://github.com/tailscale/tailcat,"like netcat, but over Tailscale's data plane, without Tailscale's control plane",Go,7437,304,149 stars today,bradfitz; danderson; andrew-d; raggi; jwhited
8,cockroachdb/cockroach,https://github.com/cockroachdb/cockroach,"CockroachDB — the cloud native, distributed SQL database designed for high availability, effortless scale, and control over data placement.",Go,32535,4110,10 stars today,tbg; yuzefovich; knz; nvb; RaduBerinde
9,projectdiscovery/nuclei,https://github.com/projectdiscovery/nuclei,"Nuclei is a fast, customizable vulnerability scanner powered by the global security community and built on a simple YAML-based DSL, enabling collaboration to tackle trending vulnerabilities on the internet. It helps you find vulnerabilities in your applications, APIs, networks, DNS, and cloud configurations.",Go,31304,3873,33 stars today,Mzack9999; dependabot; ehsandeep; Ice3man543; dwisiswant0
10,nats-io/nats-server,https://github.com/nats-io/nats-server,"High-Performance server for NATS.io, the cloud and edge native messaging system.",Go,20781,1958,10 stars today,derekcollison; kozlovic; neilalexander; MauriceVanVeen; matthiashanel
11,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick. Viral skill + proxy for coding agents that cuts 65% of tokens by talking like a caveman.,Go,106085,6143,229 stars today,JuliusBrussee; claude; github-actions; hunleyd; AmirF194
12,grpc/grpc-go,https://github.com/grpc/grpc-go,The Go language implementation of gRPC. HTTP/2 based RPC,Go,23107,4765,3 stars today,iamqizhao; menghanl; easwars; dfawley; zasweq
13,temporalio/temporal,https://github.com/temporalio/temporal,Temporal service,Go,23160,1904,26 stars today,wxing1292; yycptt; dnr; stephanos; yux0
14,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes,Production-Grade Container Scheduling and Management,Go,127821,44352,29 stars today,k8s-ci-robot; liggitt; thockin; wojtek-t; brendandburns
15,kubernetes-sigs/agent-sandbox,https://github.com/kubernetes-sigs/agent-sandbox,"agent-sandbox enables easy management of isolated, stateful, singleton workloads, ideal for use cases like AI agent runtimes and reinforcement learning (RL).",Go,3973,516,30 stars today,janetkuo; justinsb; aditya-shantanu; k8s-ci-robot; shrutiyam-glitch
16,coder/coder,https://github.com/coder/coder,Secure environments for developers and their agents,Go,14624,1478,83 stars today,dependabot; kylecarbs; mafredri; johnstcn; Emyrk
17,googleapis/mcp-toolbox,https://github.com/googleapis/mcp-toolbox,MCP Toolbox for Databases is an open source MCP server for databases.,Go,16501,1725,29 stars today,Yuan325; twishabansal; duwenxin99; averikitsch; release-please
18,hashicorp/vault,https://github.com/hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",Go,36319,4758,13 stars today,jefferai; hc-github-team-secure-vault-core; vishalnayak; armon; ncabatoff
19,cloudnative-pg/cloudnative-pg,https://github.com/cloudnative-pg/cloudnative-pg,The most popular Kubernetes Operator for PostgreSQL.,Go,9370,764,9 stars today,mnencia; gbartolini; sxd; renovate; armru
20,cilium/cilium,https://github.com/cilium/cilium,"eBPF-based Networking, Security, and Observability",Go,25220,4065,20 stars today,aanm; tgraf; joestringer; tklauser; jrajahalme
21,caddyserver/caddy,https://github.com/caddyserver/caddy,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS,Go,75857,4966,25 stars today,mholt; francislavoie; mohammed90; WeidiDeng; dunglas
22,netbirdio/netbird,https://github.com/netbirdio/netbird,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",Go,29355,1682,44 stars today,mlsmaycon; pascal-fischer; lixmal; braginini; pappz
