Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,refactoringhq/tolaria,https://github.com/refactoringhq/tolaria,Desktop app to manage markdown knowledge bases,TypeScript,14426,1001,829 stars today,LucaRonin; github-actions; claude; evolanakis; riipandi
2,yikart/AiToEarn,https://github.com/yikart/AiToEarn,Let's use AI to Earn!,TypeScript,20058,3033,402 stars today,niuwenzheng; gaozhenqiang; Yuuki-Sakura; gao1234-prog; whh2333
3,danielmiessler/Personal_AI_Infrastructure,https://github.com/danielmiessler/Personal_AI_Infrastructure,Agentic AI Infrastructure for magnifying HUMAN capabilities.,TypeScript,15671,2174,378 stars today,danielmiessler; claude; christauff; kaimagnus; ksylvan
4,ibelick/ui-skills,https://github.com/ibelick/ui-skills,Skills for Design Engineers,TypeScript,2437,94,236 stars today,ibelick; fernandezbaptiste; claude
5,ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,人人都能用英语,TypeScript,34581,4841,96 stars today,an-lee; xiaolai; lyricat; zgw010; divisey
6,actions/checkout,https://github.com/actions/checkout,Action for checking out a repo,TypeScript,7982,2504,9 stars today,ericsciple; dependabot; cory-miller; jww3; thboop
7,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent – Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",JavaScript,81503,7021,218 stars today,thedotmack; claude; Copilot; ousamabenyounes; rodboev
8,reconurge/flowsint,https://github.com/reconurge/flowsint,"A modern platform for visual, flexible, and extensible graph-based investigations. For cybersecurity analysts and investigators.",TypeScript,6351,766,148 stars today,dextmorgn; gustavorps; Ghraven; z3rodaycve; claude
9,mantinedev/mantine,https://github.com/mantinedev/mantine,A fully featured React components library,TypeScript,31232,2313,7 stars today,rtivital; achmurali; EmilMalanczak; zhulien-ivanov; jerebtw
10,CopilotKit/CopilotKit,https://github.com/CopilotKit/CopilotKit,"The Frontend Stack for Agents & Generative UI. React, Angular, Mobile, Slack, and more. Makers of the AG-UI Protocol",TypeScript,34478,4320,464 stars today,jpr5; ataibarkai; AlemTuzlak; mme; tylerslaton
11,microsoft/playwright-cli,https://github.com/microsoft/playwright-cli,"CLI for common Playwright actions. Record and generate Playwright code, inspect selectors and take screenshots.",TypeScript,11196,587,38 stars today,pavelfeldman; yury-s; Skn0tt; manuelgruber; dgozman
12,wonderwhy-er/DesktopCommanderMCP,https://github.com/wonderwhy-er/DesktopCommanderMCP,"This is MCP server for Claude that gives it terminal control, file system search and diff file editing capabilities",TypeScript,6138,724,5 stars today,wonderwhy-er; serg33v; edgarsskore; claude; dmitry-ottic-ai
13,777genius/agent-teams-ai,https://github.com/777genius/agent-teams-ai,"You're the boss, agents are your team. They handle tasks on their own, message each other, and review each other's work. You just watch the kanban board and give high-level commands. Codex/Claude/OpenCode(200+ models, 75+ LLM providers, free models no auth). Build your AI company with multiple teams.",TypeScript,1245,237,66 stars today,777genius; matt1398; claude; holstein13; sardorb3k
14,luongnv89/asm,https://github.com/luongnv89/asm,The universal skill manager for AI coding agents.,TypeScript,495,36,24 stars today,luongnv89; claude; happy-otter; Mordris
15,lfnovo/open-notebook,https://github.com/lfnovo/open-notebook,An Open Source implementation of Notebook LM with more flexibility and features,TypeScript,28641,3243,535 stars today,lfnovo; dependabot; claude; xeader; troykelly
