Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,bytedance/UI-TARS-desktop,https://github.com/bytedance/UI-TARS-desktop,The Open-Source Multimodal AI Agent Stack: Connecting Cutting-Edge AI Models and Agent Infra,TypeScript,32318,3200,669 stars today,ulivz; ycjcl868; ZhaoHeh; cjraft; skychx
2,playcanvas/supersplat,https://github.com/playcanvas/supersplat,3D Gaussian Splat Editor,TypeScript,6883,771,579 stars today,slimbuck; willeastcott; renovate; simonbethke; cursoragent
3,rohitg00/agentmemory,https://github.com/rohitg00/agentmemory,#1 Persistent memory for AI coding agents based on real-world benchmarks,TypeScript,3981,390,655 stars today,rohitg00; Tanmay-008; JasonLandbridge; Getty; Edison-A-N
4,yikart/AiToEarn,https://github.com/yikart/AiToEarn,Let's use AI to Earn!,TypeScript,10045,1932,397 stars today,niuwenzheng; gaozhenqiang; Yuuki-Sakura; gao1234-prog; whh2333
5,nocodb/nocodb,https://github.com/nocodb/nocodb,🔥 🔥 🔥 A Free & Self-hostable Airtable Alternative,TypeScript,62993,4763,11 stars today,o1lab; pranavxc; rameshmane7218; wingkwong; dstala
6,millionco/react-doctor,https://github.com/millionco/react-doctor,Your agent writes bad React. This catches it,TypeScript,7550,239,312 stars today,aidenybai; cursoragent; amiagent; NisargIO; claude
7,lobehub/lobehub,https://github.com/lobehub/lobehub,"The ultimate space for work and life — to find, build, and collaborate with agent teammates that grow with you. We are taking agent harness to the next level — enabling multi-agent collaboration, effortless agent team design, and introducing agents as the unit of work interaction.",TypeScript,76814,15146,64 stars today,arvinxx; semantic-release-bot; lobehubbot; canisminor1990; claude
8,hcengineering/platform,https://github.com/hcengineering/platform,"Huly — All-in-One Project Management Platform (alternative to Linear, Jira, Slack, Notion, Motion)",TypeScript,25858,1898,163 stars today,haiodo; BykhovDenis; aonnikov; SasLord; kristina-fefelova
9,tradingview/lightweight-charts,https://github.com/tradingview/lightweight-charts,Performant financial charts built with HTML5 canvas,TypeScript,15739,2408,71 stars today,timocov; SlicedSilver; eugene-korobko; edew; kirchet
10,hicccc77/WeFlow,https://github.com/hicccc77/WeFlow,WeFlow - 一个本地的微信聊天记录导出和年度报告应用,TypeScript,9611,2337,76 stars today,hicccc77; xunchahaha; aits2026; Jasonzhu1207; H3CoF6
11,alibaba/page-agent,https://github.com/alibaba/page-agent,JavaScript in-page GUI agent. Control web interfaces with natural language.,TypeScript,17723,1486,12 stars today,gaomeng1900; dependabot; Copilot; JasonOA888; akinshaywai
12,ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,TypeScript,38201,8241,4 stars today,chenshuai2144; afc163; nikogu; ddcat1115; claude
13,apify/crawlee,https://github.com/apify/crawlee,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation.",TypeScript,23201,1356,42 stars today,mnmkng; renovate; jancurn; B4nan; mtrunkat
14,rowboatlabs/rowboat,https://github.com/rowboatlabs/rowboat,"Open-source AI coworker, with memory",TypeScript,14023,1397,356 stars today,ramnique; arkml; akhisud3195; tusharmagar; github-actions
