Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,makeplane/plane,https://github.com/makeplane/plane,"🔥🔥🔥 Open-source Jira, Linear, Monday, and ClickUp alternative. Plane is a modern project management platform to manage tasks, sprints, docs, and triage.",TypeScript,57939,5488,243 stars today,anmolsinghbhatia; aaryan610; pablohashescobar; sriramveeraghanta; NarayanBavisetti
2,apache/maka,https://github.com/apache/maka,"Apache Maka (Incubating) is a local-first AI agent workspace. Model messages, tool calls, tool results, permission decisions, and termination events are recorded as an append-only log.",TypeScript,2913,306,411 stars today,jackwener; Astro-Han; likun666661; M4n5ter; hqhq1025
3,openclaw/openclaw,https://github.com/openclaw/openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞,TypeScript,387440,81348,173 stars today,steipete; vincentkoc; shakkernerd; obviyus; Takhoffman
4,tashfeenahmed/freellmapi,https://github.com/tashfeenahmed/freellmapi,"7.4 billion tokens per month. 34 free LLM providers. 635 free model endpoints. All behind one /v1 endpoint, plus any custom OpenAI-compatible endpoint. Smart routing, automatic failover, encrypted keys. Personal experimentation only.",TypeScript,19787,2880,174 stars today,tashfeenahmed; claude; suantea; OhOkThisIsFine; tashdroid
5,traycerai/traycer,https://github.com/traycerai/traycer,Traycer: Nerve Center for Agentic Coding,TypeScript,1302,178,27 stars today,hdkshingala; tanveergill; anur4ag; claude; AmiteshwarRandhawa
6,lfnovo/open-notebook,https://github.com/lfnovo/open-notebook,An Open Source implementation of Notebook LM with more flexibility and features,TypeScript,37550,4331,138 stars today,lfnovo; dependabot; claude; kwp3; mvanhorn
7,elizaOS/eliza,https://github.com/elizaOS/eliza,Open source agentic operating system,TypeScript,19155,5690,16 stars today,lalalune; claude; wtfsayo; NubsCarson; tcm390
8,can1357/oh-my-pi,https://github.com/can1357/oh-my-pi,⌥ Coding agent with the IDE wired in,TypeScript,27159,2657,413 stars today,can1357; badlogic; roboomp; Mathews-Tom; metaphorics
9,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Never stop coding. Free MIT AI gateway: one endpoint, 350 providers (90+ free), 1200+ models Kimi, Claude, GPT, Gemini, GLM, DeepSeek, MiniMax. Works with Claude Code, Codex, Cursor, OpenCode, Cline & Copilot. Quota-aware auto-fallback, RTK+Caveman compression saves 15-95% tokens, MCP/A2A, Desktop/PWA. Built by 450+ contributors",TypeScript,54476,7454,667 stars today,diegosouzapw; backryun; oyi77; claude; dependabot
10,davebcn87/pi-autoresearch,https://github.com/davebcn87/pi-autoresearch,Autonomous experiment loop extension for pi,TypeScript,7828,447,96 stars today,davebcn87; tobi; kshetrajna12; matteodepalo; aledalgrande
11,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,Write HTML. Render video. Built for agents.,TypeScript,42474,4070,190 stars today,miguel-heygen; vanceingalls; jrusso1020; claude; ukimsanov
12,expo/expo,https://github.com/expo/expo,"An open-source framework for making universal native apps with React. Expo runs on Android, iOS, and the web.",TypeScript,51805,13613,31 stars today,brentvatne; amandeepmittal; tsapeta; lukmccall; EvanBacon
13,garrytan/gstack,https://github.com/garrytan/gstack,"Use Garry Tan's exact Claude Code setup: 23 opinionated tools that serve as CEO, Designer, Eng Manager, Release Manager, Doc Engineer, and QA",TypeScript,129497,19499,149 stars today,claude; garrytan; test22345; 16francej; jbetala7
14,iptv-org/iptv,https://github.com/iptv-org/iptv,Collection of publicly available IPTV channels from all over the world,TypeScript,136635,7899,90 stars today,freearhey; iptv-bot; BellezaEmporium; Dum4G; UltraHDR
15,seerr-team/seerr,https://github.com/seerr-team/seerr,"Open-source media request and discovery manager for Jellyfin, Plex, and Emby.",TypeScript,12373,992,16 stars today,sct; fallenbagel; TheCatLady; gauthier-th; allcontributors
16,HeyPuter/puter,https://github.com/HeyPuter/puter,"🌐 The Internet Computer! Free, Open-Source, and Self-Hostable.",TypeScript,43229,4035,30 stars today,jelveh; KernelDeimos; Salazareo; ProgrammerIn-wonderland; AtkinsSJ
17,stablyai/orca,https://github.com/stablyai/orca,"Orca is the ADE for working with a fleet of parallel agents. Run any coding agent with your own subscription. Available on desktop, mobile and VPS.",TypeScript,52859,3651,982 stars today,nwparker; orca-ide; AmethystLiang; brennanb2025; Jinwoo-H
18,anomalyco/opencode,https://github.com/anomalyco/opencode,The open source coding agent.,TypeScript,201038,26028,385 stars today,thdxr; adamdotdevin; rekram1-node; opencode-agent; actions-user
19,gitroomhq/postiz-app,https://github.com/gitroomhq/postiz-app,📨 The ultimate agentic social media scheduling tool 🤖,TypeScript,35093,6644,47 stars today,nevo-david; egelhaus; jamesread; claude; giladresisi
20,aws/agentcore-cli,https://github.com/aws/agentcore-cli,The terminal experience for AgentCore!,TypeScript,265,85,1 star today,jesseturner21; tejaskash; aidandaly24; notgitika; Hweinstock
21,ComposioHQ/composio,https://github.com/ComposioHQ/composio,"Composio powers 1000+ toolkits, tool search, context management, authentication, and a sandboxed workbench to help you build AI agents that turn intent into action.",TypeScript,29863,4734,20 stars today,Sushmithamallesh; claude; jkomyno; haxzie; CryogenicPlanet
