Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ogulcancelik/herdr,https://github.com/ogulcancelik/herdr,agent multiplexer that lives in your terminal.,Rust,9084,546,486 stars today,ogulcancelik; github-actions; kangal-bot; Golden-Pigeon; othavi0
2,reacherhq/check-if-email-exists,https://github.com/reacherhq/check-if-email-exists,"Check if an email address exists without sending any email, written in Rust. Comes with a ⚙️ HTTP backend.",Rust,9082,651,37 stars today,dependabot-preview; amaury1093; dependabot; hadisfr; PsypherPunk
3,lumina-ai-inc/chunkr,https://github.com/lumina-ai-inc/chunkr,Vision infrastructure to turn complex documents into RAG/LLM-ready data,Rust,3883,245,117 stars today,akhileshsharma99; ishaan99k; m-chadda; github-actions; cdxker
4,starship/starship,https://github.com/starship/starship,"☄🌌️ The minimal, blazing-fast, and infinitely customizable prompt for any shell!",Rust,58592,2565,26 stars today,renovate; matchai; davidkna; dependabot; dependabot-preview
5,1jehuang/jcode,https://github.com/1jehuang/jcode,Coding Agent Harness,Rust,8026,892,122 stars today,1jehuang; claude
6,AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,Hundreds of models & providers. One command to find what runs on your hardware.,Rust,28925,1774,74 stars today,AlexsJones; claude; three-foxes-in-a-trenchcoat; dependabot; github-actions
7,wezterm/wezterm,https://github.com/wezterm/wezterm,A GPU-accelerated cross-platform terminal emulator and multiplexer written by @wez and implemented in Rust,Rust,27146,1535,59 stars today,wez; bew; tzx; chipsenkbeil; jsgf
8,rerun-io/rerun,https://github.com/rerun-io/rerun,"Visualize, query, and stream to train on multimodal robotics data.",Rust,11030,779,11 stars today,emilk; Wumpf; teh-cmc; abey79; jprochazk
9,tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,"Your Personal AI super intelligence. Private, Simple and extremely powerful.",Rust,34010,3304,140 stars today,senamakel; claude; graycyrus; M3gA-Mind; github-actions
10,superradcompany/microsandbox,https://github.com/superradcompany/microsandbox,"🧱 easy, fast and local-first microVM runtime",Rust,6770,340,20 stars today,appcypher; toksdotdev; dependabot; github-actions; dijdzv
11,surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,"A scalable, distributed, collaborative, document-graph database, for the realtime web",Rust,32565,1291,26 stars today,tobiemh; rushmorem; emmanuel-keller; ssttuu; kearfy
12,openinterpreter/openinterpreter,https://github.com/openinterpreter/openinterpreter,"A lightweight coding agent for open models like Deepseek, Kimi, and Qwen",Rust,64212,5573,32 stars today,jif-oai; bolinfest; aibrahim-oai; pakrym-oai; etraut-openai
13,rustfs/rustfs,https://github.com/rustfs/rustfs,"🚀2.3x faster than MinIO for 4KB object payloads. RustFS is an open-source, S3-compatible high-performance object storage system supporting migration and coexistence with other S3-compatible platforms such as MinIO and Ceph.",Rust,29338,1277,31 stars today,houseme; overtrue; weisd; loverustfs; guojidan
14,cloudflare/quiche,https://github.com/cloudflare/quiche,🥧 Savoury implementation of the QUIC transport protocol and HTTP/3,Rust,11624,1021,6 stars today,ghedo; github-actions; traviscibot; LPardue; antoniovicente
15,qdrant/qdrant,https://github.com/qdrant/qdrant,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",Rust,32841,2440,50 stars today,dependabot; generall; timvisee; agourlay; coszio
16,gglucass/headroom-desktop,https://github.com/gglucass/headroom-desktop,Unlock 2x more Claude Code and Codex usage,Rust,386,35,30 stars today,gglucass; claude; dependabot
