Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,234885,35790,636 stars today,affaan-m; claude; pangerlkr; dependabot; greptile-apps
2,pbakaus/impeccable,https://github.com/pbakaus/impeccable,The design language that makes your AI harness better at design.,JavaScript,52272,3075,827 stars today,pbakaus; claude; github-actions; abdulwahabone; dependabot
3,citrolabs/ego-lite,https://github.com/citrolabs/ego-lite,"The fastest browser for AI agents to run browser automation, built for sharing your logged-in browser state with your AI agents, like Codex or Claude Code, without disturbing you. Zero cost, zero config.",JavaScript,5728,282,306 stars today,section9-lab; claude; WUXM5; aute; braxtonROSE4
4,openai/codex-plugin-cc,https://github.com/openai/codex-plugin-cc,Use Codex from Claude Code to review code or delegate tasks.,JavaScript,30260,1981,126 stars today,dkundel-openai; VOIDXAI; claude; xiaolai; zeta987
5,freestylefly/awesome-gpt-image-2,https://github.com/freestylefly/awesome-gpt-image-2,Prompt as Code | GPT-Image2 工业级提示词引擎与模板库，470+ 个案例逆向工程，20+ 套工业级模板，并提炼出Skills，持续更新中,JavaScript,8853,1111,35 stars today,freestylefly; claude; ImgBotApp; LengShangbai; sscodeai
6,calesthio/Crucix,https://github.com/calesthio/Crucix,Your personal intelligence agent. Watches the world from multiple data sources and pings you when something changes.,JavaScript,10915,1722,107 stars today,calesthio; The-R4V3N; 3byss; claude; exedev-shelley
7,asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,"Extracted system prompts from Anthropic - Claude Fable 5, Opus 5, Claude Design, Claude Code. OpenAI - ChatGPT GPT-5.6-Sol, Codex. Google - Gemini 3.5 Flash, 3.1 Pro, Antigravity. xAI - Grok, Cursor, Copilot, VS Code, Perplexity, and more. Updated regularly.",JavaScript,61187,9988,234 stars today,asgeirtj; claude; awrreny; anonymous619259; lcebot
8,bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,</> htmx - high power tools for HTML,JavaScript,48809,1630,38 stars today,1cg; bencroker; benpate; alexpetros; Telroshan
9,anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,⚡ Dynamically generated stats for your github readmes,JavaScript,79805,35819,17 stars today,qwerty541; dependabot; anuraghazra; rickstaa; opheliagoldstein
10,renatoasse/opensquad,https://github.com/renatoasse/opensquad,Pas de description,JavaScript,1996,518,3 stars today,renatoasse; claude
11,visualbruno/3DGenStudio,https://github.com/visualbruno/3DGenStudio,Pas de description,JavaScript,406,66,39 stars today,visualbruno; SuperPorz
12,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman,JavaScript,93954,5366,391 stars today,JuliusBrussee; claude; github-actions; sebastianbreguel; vraj00222
13,atlassian/atlassian-mcp-server,https://github.com/atlassian/atlassian-mcp-server,"Official remote MCP server for Atlassian. Securely connect Jira, Confluence, Jira Service Management, Bitbucket, and Compass to Claude, ChatGPT, Cursor, VS Code, and other AI tools using OAuth 2.1 or API tokens.",JavaScript,914,117,3 stars today,lsosa1; jatinkrmalik; pnguyen-atlassian; iosamaatlassian; ekahinga
14,TryGhost/Ghost,https://github.com/TryGhost/Ghost,"Independent technology for modern publishing, memberships, subscriptions and newsletters.",JavaScript,54599,11841,29 stars today,kevinansfield; ErisDS; renovate; renovate-bot; daniellockyer
15,expressjs/express,https://github.com/expressjs/express,"Fast, unopinionated, minimalist web framework for node.",JavaScript,69259,24391,2 stars today,tj; dougwilson; jonathanong; defunctzombie; UlisesGascon
16,fastify/fastify,https://github.com/fastify/fastify,"Fast and low overhead web framework, for Node.js",JavaScript,36851,2894,20 stars today,delvedor; mcollina; Eomm; Fdawgs; jsumners
17,IsmaelMartinez/teams-for-linux,https://github.com/IsmaelMartinez/teams-for-linux,Unofficial Microsoft Teams for Linux client,JavaScript,4891,365,2 stars today,IsmaelMartinez; jijojosephk; claude; github-actions; dependabot
