Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,NomaDamas/k-skill,https://github.com/NomaDamas/k-skill,한국인을 위한 스킬 모음집 - 에이전트를 한국인으로,JavaScript,6907,810,177 stars today,vkehfdl1; claude; github-actions; taeyoung1005; Mineru98
2,pdone/lx-music-source,https://github.com/pdone/lx-music-source,洛雪音乐源,JavaScript,7558,625,35 stars today,pdone; Meo597
3,sveltejs/svelte,https://github.com/sveltejs/svelte,web development for the rest of us,JavaScript,87748,5128,12 stars today,Rich-Harris; dummdidumm; Conduitry; github-actions; trueadm
4,SillyTavern/SillyTavern,https://github.com/SillyTavern/SillyTavern,LLM Frontend for Power Users.,JavaScript,31548,5949,54 stars today,Cohee1207; Wolfsblvt; RossAscends; LenAnderson; valadaptive
5,openai/codex-plugin-cc,https://github.com/openai/codex-plugin-cc,Use Codex from Claude Code to review code or delegate tasks.,JavaScript,30994,2052,137 stars today,dkundel-openai; VOIDXAI; claude; xiaolai; zeta987
6,decolua/9router,https://github.com/decolua/9router,"Unlimited FREE AI coding. Connect Claude Code, Codex, Cursor, Cline, Copilot, Antigravity to FREE Claude/GPT/Gemini via 40+ providers. Auto-fallback, RTK -40% tokens, never hit limits.",JavaScript,24489,4241,147 stars today,cursoragent; claude; anuragg-saxenaa; decolua; catalinstanciu
7,tradesdontlie/tradingview-mcp,https://github.com/tradesdontlie/tradingview-mcp,AI-assisted TradingView chart analysis — connect Claude Code to your TradingView Desktop for personal workflow automation,JavaScript,5428,2362,25 stars today,tradesdontlie; claude; xxhanselxx-sudo; jawadtazi-dot; wowkin2
8,huangxd-/danmu_api,https://github.com/huangxd-/danmu_api,一个人人都能部署的基于 js 的弹幕 API 服务器，支持爱优腾芒哔咪人韩巴狐乐西埋帆红弹幕直接获取，兼容弹弹play的搜索、详情查询和弹幕获取接口规范，并提供日志记录，支持vercel/netlify/edgeone/cloudflare/docker/hf等部署方式，不用提前下载弹幕，没有nas或小鸡也能一键部署。,JavaScript,2881,2762,9 stars today,huangxd-; wan0ge; woleigedouer; Wo254992; lilixu3
9,LiberatedPixelCup/Universal-LPC-Spritesheet-Character-Generator,https://github.com/LiberatedPixelCup/Universal-LPC-Spritesheet-Character-Generator,Character Generator based on Universal-LPC-Spritesheet,JavaScript,1544,546,13 stars today,Gaurav0; sanderfrenken; cdvv7788; bluecarrot16; jrconway3
10,tangyoha/telegram_media_downloader,https://github.com/tangyoha/telegram_media_downloader,"基于Dineshkarthik的项目， 电报视频下载，电报资源下载，跨平台，支持web查看下载进度 ，支持bot下发指令下载，支持下载已经加入的私有群但是限制下载的资源， telegram media download,Download media files from a telegram conversation/chat/channel up to 2GiB per file",JavaScript,5443,629,8 stars today,Dineshkarthik; tangyoha; dependabot; dependabot-preview; Lqlsoftware
