Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,142910,21758,"2,586 stars today",affaan-m; pangerlkr; claude; greptile-apps; Copilot
2,is-a-dev/register,https://github.com/is-a-dev/register,Grab your own sweet-looking '.is-a.dev' subdomain.,JavaScript,10082,19992,15 stars today,wdhdev; DEV-DIBSTER; iostpa; STICKnoLOGIC; orangci
3,heyitsnoah/claudesidian,https://github.com/heyitsnoah/claudesidian,Pas de description,JavaScript,2101,158,10 stars today,heyitsnoah; claude; xkcoding
4,vercel-labs/agent-skills,https://github.com/vercel-labs/agent-skills,Vercel's official collection of agent skills,JavaScript,24571,2238,71 stars today,shuding; aurorascharff; quuu; nandorojo; claude
5,FortAwesome/Font-Awesome,https://github.com/FortAwesome/Font-Awesome,"The iconic SVG, font, and CSS toolkit",JavaScript,76485,12226,6 stars today,sensibleworld; fontawesome-github-bot; robmadole; jabronus; mlwilkerson
6,usebruno/bruno,https://github.com/usebruno/bruno,Opensource IDE For Exploring and Testing API's (lightweight alternative to Postman/Insomnia),JavaScript,42686,2280,40 stars today,helloanoop; lohxt1; lohit-bruno; pooja-bruno; naman-bruno
7,openwrt/luci,https://github.com/openwrt/luci,LuCI - OpenWrt Configuration Interface,JavaScript,7538,2816,6 stars today,jow-; hnyman; sbyx; feckert; systemcrash
8,copy/v86,https://github.com/copy/v86,"x86 PC emulator and x86-to-wasm JIT, running in the browser",JavaScript,22395,1740,21 stars today,copy; ErnWong; AmaanC; chschnell; SuperMaxusa
9,rohitg00/awesome-claude-code-toolkit,https://github.com/rohitg00/awesome-claude-code-toolkit,"The most comprehensive toolkit for Claude Code -- 135 agents, 35 curated skills (+400,000 via SkillKit), 42 commands, 150+ plugins, 19 hooks, 15 rules, 7 templates, 8 MCP configs, and more.",JavaScript,1112,310,23 stars today,rohitg00; claude; fullstackcrew-alpha; luiseiman; rmolines
10,ComposioHQ/awesome-claude-plugins,https://github.com/ComposioHQ/awesome-claude-plugins,"A curated list of Plugins that let you extend Claude Code with custom commands, agents, hooks, and MCP servers through the plugin system.",JavaScript,1202,269,17 stars today,Prat011; sujayjayjay; claude; mksglu; SebConejo
