Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,browserbase/skills,https://github.com/browserbase/skills,Claude Agent SDK with a web browsing tool,JavaScript,1542,103,346 stars today,shrey150; claude; miguelg719; pkiv; shubh24
2,jo-inc/camofox-browser,https://github.com/jo-inc/camofox-browser,"Stealth headless browser for AI agents — bypass Cloudflare, bot detection, and anti-scraping. Drop-in Puppeteer/Playwright replacement.",JavaScript,3916,412,165 stars today,skyfallsin; mvanhorn; company8; leoneparise; Microck
3,ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,"ToolJet is the open-source foundation of ToolJet AI - the enterprise app generation platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",JavaScript,37857,5038,12 stars today,Navaneeth-pk; adishM98; arpitnath; akshaysasidrn; johnsoncherian
4,copy/v86,https://github.com/copy/v86,"x86 PC emulator and x86-to-wasm JIT, running in the browser",JavaScript,22844,1789,41 stars today,copy; ErnWong; AmaanC; chschnell; SuperMaxusa
5,zen-browser/desktop,https://github.com/zen-browser/desktop,Welcome to a calmer internet,JavaScript,41798,1479,27 stars today,mr-cheffy; Slowlife01; kristijanribaric; octaviusz; BrhmDev
6,blackmatrix7/ios_rule_script,https://github.com/blackmatrix7/ios_rule_script,分流规则、重写写规则及脚本。,JavaScript,25889,3940,23 stars today,github-actions; blackmatrix7; Flora-air; eavan5; chouchoui
7,QuiteAFancyEmerald/InvisiProxy,https://github.com/QuiteAFancyEmerald/InvisiProxy,"InvisiProxy LTS is a web proxy service that helps you access websites that may be blocked by your network, government or policy all within your browser with no download or setup. It does this securely and with additional privacy features. Browse Tor/Onion sites in any browser, hide browsing activity and bypass filters. (Star if you fork it!)",JavaScript,1403,5002,14 stars today,QuiteAFancyEmerald; yoct1; kinglalu; BinBashBanana; xtc-dev
8,tetherto/qvac,https://github.com/tetherto/qvac,"QVAC - Local AI SDK and libraries for building private, cross-platform, peer-to-peer AI applications. Run LLMs, speech-to-text, translation, and more locally on Linux, macOS, Windows, Android, and iOS.",JavaScript,158,51,2 stars today,Proletter; Annatar3; GustavoA1604; opaninakuffo; simon-iribarren
9,WhiskeySockets/Baileys,https://github.com/WhiskeySockets/Baileys,Socket-based TS/JavaScript API for WhatsApp Web,JavaScript,9157,2939,8 stars today,adiwajshing; purpshell; edgardmessias; github-actions; jlucaso1
10,decolua/9router,https://github.com/decolua/9router,"Connect All AI Code Tools (Claude Code, Cursor, Antigravity, Copilot, Codex, Gemini, OpenCode, Cline, OpenClaw...) to 40+ AI Providers & 100+ Models",JavaScript,3592,842,112 stars today,anuragg-saxenaa; claude; cursoragent; catalinstanciu; Blade096
