Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,"Hyprland is an independent, highly customizable, dynamic tiling Wayland compositor that doesn't sacrifice on its looks.",C++,38070,1941,53 stars today,vaxerski; fufexan; gulafaran; MightyPlaza; UjinT34
2,vllm-project/vllm-ascend,https://github.com/vllm-project/vllm-ascend,Community maintained hardware plugin for vLLM on Ascend,C++,2682,2093,4 stars today,wangxiyuan; Potabk; zhangxinyuehfad; MengqingCao; Yikun
3,microsoft/onnxruntime,https://github.com/microsoft/onnxruntime,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator",C++,21599,4158,173 stars today,tianleiwu; fs-eire; edgchen1; skottmckay; yuslepukhin
4,nlohmann/json,https://github.com/nlohmann/json,JSON for Modern C++,C++,50438,7472,15 stars today,nlohmann; dependabot; theodelrieu; falbrechtskirchinger; Teemperor
5,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,C++,71810,16238,57 stars today,protobuf-github-bot; haberman; protobuf-team-bot; mkruskal-google; xfxyjwf
6,OpenHD/OpenHD,https://github.com/OpenHD/OpenHD,OpenHD,C++,2642,425,22 stars today,Consti10; raphaelscholle; steveatinfincia; pilotnbr1; user1321
7,tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,Tesseract Open Source OCR Engine (main repository),C++,76119,10767,32 stars today,stweil; egorpugin; zdenop; Shreeshrii; amitdo
8,google/googletest,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework,C++,38952,10849,4 stars today,gennadiycivil; derekmauro; kuzkry; copybara-github
9,facebook/folly,https://github.com/facebook/folly,An open-source C++ library developed and used at Facebook.,C++,30506,5864,0 stars today,yfeldblum; Orvid; ot; simpkins; snarkmaster
10,google/flatbuffers,https://github.com/google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library,C++,26395,3626,18 stars today,dbaileychess; aardappel; vglavnyy; rw; mustiikhalil
11,orailnoor/cross-platform-llm-client,https://github.com/orailnoor/cross-platform-llm-client,"A unified cross-platform AI client supporting seamless transitions between standard cloud APIs and on-device, offline execution of custom and uncensored language models.",C++,1040,205,7 stars today,orailnoor; techjarves
12,abseil/abseil-cpp,https://github.com/abseil/abseil-cpp,Abseil Common Libraries (C++),C++,18093,3188,1 star today,derekmauro; ezbr; goldvitaly; dinord
13,UE4SS-RE/RE-UE4SS,https://github.com/UE4SS-RE/RE-UE4SS,"Injectable LUA scripting system, SDK generator, live property editor and other dumping utilities for UE4/5 games",C++,2820,487,5 stars today,narknon; UE4SS; Buckminsterfullerene02; localcc; trumank
14,gabime/spdlog,https://github.com/gabime/spdlog,Fast C++ logging library.,C++,29516,5391,2 stars today,gabime; Gabi120; sylveon; DanielChabrowski; mguludag
15,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,75818,12023,31 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
16,ValveSoftware/Proton,https://github.com/ValveSoftware/Proton,Compatibility tool for Steam Play based on Wine and additional components,C++,32616,1577,26 stars today,aeikum; rbernon; ivyl; alasky17; madewokherd
17,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,125183,22029,149 stars today,ggerganov; ngxson; CISC; slaren; JohannesGaessler
18,EsotericSoftware/spine-runtimes,https://github.com/EsotericSoftware/spine-runtimes,2D skeletal animation runtimes for Spine.,C++,5254,3131,0 stars today,badlogic; NathanSweet; HaraldCsaszar; pharan; davidetan
19,ROCm/rocm-systems,https://github.com/ROCm/rocm-systems,super repo for rocm systems projects,C++,470,360,2 stars today,lmoriche; marifamd; kiritigowda; dgaliffiAMD; AryanSalmanpour
20,vicinaehq/vicinae,https://github.com/vicinaehq/vicinae,"A focused launcher for your desktop - native, fast, extensible",C++,9030,272,18 stars today,aurelleb; cilginc; rithvikvibhu; dagimg-dot; quadratech188
21,fmtlib/fmt,https://github.com/fmtlib/fmt,A modern formatting library,C++,23754,2952,1 star today,vitaut; phprus; alexezeder; DanielaE; dependabot
22,ZLMediaKit/ZLMediaKit,https://github.com/ZLMediaKit/ZLMediaKit,WebRTC/RTSP/RTMP/HTTP/HLS/HTTP-FLV/WebSocket-FLV/HTTP-TS/HTTP-fMP4/WebSocket-TS/WebSocket-fMP4/GB28181/SRT/STUN/TURN server and client framework based on C++11,C++,17445,4108,1 star today,xia-chu; xiongguangjie; wasphin; Dw9; alexliyu7352
23,microsoft/WSL,https://github.com/microsoft/WSL,Windows Subsystem for Linux,C++,33489,1808,15 stars today,OneBlue; benhillis; Copilot; 49081; craigloewen-msft
